pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,count,pfx_z_inches,pfx_x_inches,pitch_group,launch_angle_group
Changeup,2024-04-12,82.6,1.69,6.17,"Skubal, Tarik",467793,669373,,swinging_strike,,,,,14.0,Carlos Santana strikes out on a foul tip.,R,R,L,DET,MIN,S,,,0,1,2024,1.62,0.52,1.55,1.81,,,,0,5,Top,,,,,668670,,,-3.48527745030126,-120.27410687128965,-4.441593823588527,16.394697879064466,23.977900817367765,-26.461246004106428,3.37,1.62,,,,82.4,1721.0,6.2,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.3,,,,,,,,34,2,2,0,0,2,0,2,0,2,Standard,Standard,125.0,0.0,-0.049,67.49179,8.3406,0-1,6.24,-19.44,Offspeed balls,Other
Slider,2024-04-12,85.2,2.06,6.16,"Skubal, Tarik",467793,669373,,called_strike,,,,,3.0,Carlos Santana strikes out on a foul tip.,R,R,L,DET,MIN,S,,,0,0,2024,-0.09,0.57,0.33,2.84,,,,0,5,Top,,,,,668670,,,-3.87696222515107,-124.138437257743,-2.66745859744014,-0.215421779893789,24.000457133476782,-25.987851006819568,3.24,1.51,,,,85.4,1990.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.21,,,,,,,,34,1,2,0,0,2,0,2,0,2,Standard,Standard,197.0,0.0,-0.033,,,0-0,6.84,1.08,Breaking balls,Other
Slider,2024-04-12,84.7,2.04,6.04,"Skubal, Tarik",668885,669373,field_out,hit_into_play,,,,,4.0,"Austin Martin grounds out, pitcher Tarik Skubal to first baseman Spencer Torkelson.",R,R,L,DET,MIN,X,1.0,ground_ball,0,0,2024,-0.46,0.11,-0.48,2.39,,669304.0,571657.0,2,4,Top,124.47,181.45,,,668670,,,-4.965414018523608,-123.22968423728132,-2.355559472567089,-3.532019401712508,26.932980440005807,-30.746360304106823,3.32,1.51,30.0,82.0,-2.0,84.5,1942.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.13,0.166,0.161,0.0,1.0,0.0,0.0,Topped,27,1,1,0,0,1,0,1,0,1,Standard,Standard,170.0,0.055,-0.449,64.36941,6.06493,0-0,1.32,5.5200000000000005,Breaking balls,Topped
Slider,2024-04-12,89.0,1.86,5.96,"Skubal, Tarik",571657,669373,walk,ball,,,,,13.0,Kyle Farmer walks.   Jose Miranda to 2nd.,R,R,L,DET,MIN,B,,,3,1,2024,-0.35,0.78,-1.28,2.04,,,669304.0,2,4,Top,,,,,668670,,,-7.00082614897113,-129.363455268699,-5.2237994457716335,-2.4826858131402814,27.459347900274977,-22.455953883668343,3.4,1.65,,,,89.3,2060.0,6.6,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,53.91,,0.689131,0.7,1.0,0.0,0.0,,26,5,1,0,0,1,0,1,0,1,Standard,Strategic,147.0,-0.026,0.13,,,3-1,9.36,4.199999999999999,Breaking balls,Other
Four-Seam,2024-04-12,93.5,1.65,6.14,"Skubal, Tarik",571657,669373,,called_strike,,,,,6.0,Kyle Farmer walks.   Jose Miranda to 2nd.,R,R,L,DET,MIN,S,,,3,0,2024,0.94,1.39,0.32,2.41,,,669304.0,2,4,Top,,,,,668670,,,-5.497782131842873,-135.86379623502114,-6.871930105030204,12.857056094782042,32.76451092416074,-13.693569909876803,3.35,1.6,,,,93.1,2244.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.13,,,,,,,,26,4,1,0,0,1,0,1,0,1,Standard,Strategic,144.0,0.0,-0.038,,,3-0,16.68,-11.28,Fastballs,Other
Four-Seam,2024-04-12,93.6,1.72,6.15,"Skubal, Tarik",571657,669373,,ball,,,,,14.0,Kyle Farmer walks.   Jose Miranda to 2nd.,R,R,L,DET,MIN,B,,,2,0,2024,0.98,1.23,0.33,1.46,,,669304.0,2,4,Top,,,,,668670,,,-5.7479263837447965,-135.90357341197333,-9.049053885946028,13.379453143083216,30.35993368162461,-15.071660357924928,3.37,1.59,,,,93.5,2156.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.08,,,,,,,,26,3,1,0,0,1,0,1,0,1,Standard,Strategic,143.0,0.0,0.064,,,2-0,14.76,-11.76,Fastballs,Other
Four-Seam,2024-04-12,93.9,1.58,6.15,"Skubal, Tarik",571657,669373,,ball,,,,,13.0,Kyle Farmer walks.   Jose Miranda to 2nd.,R,R,L,DET,MIN,B,,,1,0,2024,0.96,1.28,-0.38,1.39,,,669304.0,2,4,Top,,,,,668670,,,-7.182033573576566,-136.24531796471268,-9.403875576427616,13.521858232355314,31.367997796626163,-14.23920366776491,3.42,1.69,,,,93.7,2222.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.08,,,,,,,,26,2,1,0,0,1,0,1,0,1,Infield shade,Strategic,147.0,0.0,0.043,,,1-0,15.36,-11.52,Fastballs,Other
Slider,2024-04-12,86.9,2.05,5.96,"Skubal, Tarik",571657,669373,,ball,,,,,7.0,Kyle Farmer walks.   Jose Miranda to 2nd.,R,R,L,DET,MIN,B,,,0,0,2024,-0.02,0.68,-0.8,1.87,,,669304.0,2,4,Top,,,,,668670,,,-6.7902370025122885,-126.30643916098307,-5.005629867092122,1.1509568141192656,25.51137647596872,-24.080964259361046,3.39,1.54,,,,87.1,2045.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.06,,,,,,,,26,1,1,0,0,1,0,1,0,1,Standard,Standard,154.0,0.0,0.028,,,0-0,8.16,0.24,Breaking balls,Other
Four-Seam,2024-04-12,96.3,1.61,6.07,"Skubal, Tarik",669304,669373,single,hit_into_play,,,,,9.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,X,6.0,ground_ball,2,2,2024,0.7,1.44,0.42,1.92,,,,2,4,Top,107.2,148.37,,,668670,,,-4.7519629421030745,-139.90563000231288,-8.694873948329771,10.256907629282432,32.57560611204971,-11.516410505643169,3.05,1.44,70.0,108.8,2.0,96.3,2242.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.05,0.526,0.473,0.9,1.0,1.0,0.0,Flare/Burner,25,8,1,0,0,1,0,1,0,1,Standard,Strategic,141.0,-0.016,0.143,,,2-2,17.28,-8.399999999999999,Fastballs,Burner
Sinker,2024-04-12,94.5,1.61,6.1,"Skubal, Tarik",669304,669373,,foul,,,,,2.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,S,,,2,2,2024,1.42,0.79,-0.16,2.71,,,,2,4,Top,,,,,668670,,,-7.792229762789518,-137.3630964011834,-4.901084394043207,19.71581904845789,31.58634879230936,-21.210702606299552,3.05,1.44,180.0,66.3,51.0,94.6,1984.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.0,,,,,,,,25,7,1,0,0,1,0,1,0,1,Standard,Strategic,143.0,0.0,0.0,69.54488,6.67614,2-2,9.48,-17.04,Fastballs,Under
Four-Seam,2024-04-12,96.6,1.69,6.1,"Skubal, Tarik",669304,669373,,foul,,,,,12.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,S,,,2,2,2024,0.62,1.44,0.11,3.5,,,,2,4,Top,,,,,668670,,,-5.639958905964578,-140.55532561160803,-4.6615080850140025,9.517293556984123,32.271798139768464,-12.164793341327526,3.05,1.44,129.0,74.2,77.0,96.8,2181.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.04,,,,,,,,25,6,1,0,0,1,0,1,0,1,Standard,Strategic,145.0,0.0,0.0,64.48331,6.79213,2-2,17.28,-7.4399999999999995,Fastballs,Under
Changeup,2024-04-12,83.5,1.62,6.16,"Skubal, Tarik",669304,669373,,foul,,,,,12.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,S,,,2,2,2024,1.16,0.64,0.56,3.53,,,,2,4,Top,,,,,668670,,,-4.729889658673584,-121.51599954364252,-0.8200569125769682,12.473901274992604,25.07294669770365,-25.955110568468683,3.05,1.44,98.0,77.7,77.0,83.2,1636.0,6.2,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.29,,,,,,,,25,5,1,0,0,1,0,1,0,1,Standard,Strategic,130.0,0.0,0.0,64.11305,6.51239,2-2,7.68,-13.919999999999998,Offspeed balls,Under
Changeup,2024-04-12,81.1,1.59,6.19,"Skubal, Tarik",669304,669373,,called_strike,,,,,1.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,S,,,2,1,2024,1.4,0.55,-0.42,2.9,,,,2,4,Top,,,,,668670,,,-7.165772877503845,-117.87230185193964,-1.7135160340650295,14.422554365399606,24.136201317432256,-26.97487947025509,2.95,1.44,,,,80.8,1534.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.16,,,,,,,,25,4,1,0,0,1,0,1,0,1,Standard,Strategic,130.0,0.0,-0.032,,,2-1,6.6000000000000005,-16.799999999999997,Offspeed balls,Other
Sinker,2024-04-12,94.4,1.72,6.07,"Skubal, Tarik",669304,669373,,ball,,,,,13.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,B,,,1,1,2024,1.49,1.06,-0.88,1.42,,,,2,4,Top,,,,,668670,,,-10.063791065380164,-136.8842581442665,-8.689409549990295,20.961487524129037,31.70556775804713,-17.003673082288035,3.02,1.5,,,,94.1,2021.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.09,,,,,,,,25,3,1,0,0,1,0,1,0,1,Standard,Strategic,146.0,0.0,0.023,,,1-1,12.72,-17.88,Fastballs,Other
Four-Seam,2024-04-12,94.5,1.64,6.19,"Skubal, Tarik",669304,669373,,ball,,,,,11.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,B,,,0,1,2024,0.76,1.56,-0.97,2.41,,,,2,4,Top,,,,,668670,,,-8.483570409396563,-137.17186370986155,-7.58635957693898,11.5016968486219,32.01523956068032,-10.976177329104072,3.0,1.42,,,,94.2,2207.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.15,,,,,,,,25,2,1,0,0,1,0,1,0,1,Standard,Strategic,141.0,0.0,0.011,,,0-1,18.72,-9.120000000000001,Fastballs,Other
Changeup,2024-04-12,82.3,1.51,6.22,"Skubal, Tarik",669304,669373,,called_strike,,,,,5.0,"Tigers challenged (play at 1st), call on the field was upheld: Jose Miranda singles on a sharp ground ball to shortstop Javier Báez.",R,R,L,DET,MIN,S,,,0,0,2024,1.46,0.66,0.07,2.34,,,,2,4,Top,,,,,668670,,,-6.1027239493287215,-119.56855368037895,-3.492080654632403,15.195136955817112,25.145525323467144,-25.366958670349543,2.97,1.32,,,,81.9,1572.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.17,,,,,,,,25,1,1,0,0,1,0,1,0,1,Standard,Strategic,128.0,0.0,-0.016,,,0-0,7.92,-17.52,Offspeed balls,Other
Sinker,2024-04-12,97.0,1.62,6.08,"Skubal, Tarik",680777,669373,field_out,hit_into_play,,,,,5.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,X,9.0,fly_ball,3,2,2024,1.19,1.13,0.02,2.27,,,,1,4,Top,169.59,112.86,,,668670,,,-7.007222488934372,-141.0718683401426,-7.290049606066416,17.45556418519933,29.61866981984833,-15.554367803651628,3.33,1.61,242.0,88.5,55.0,97.5,2137.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.05,0.014,0.022,0.0,1.0,0.0,0.0,Under,24,7,1,0,0,1,0,1,0,1,Infield shade,Standard,143.0,0.02,-0.21,74.8688,6.95282,3-2,13.559999999999999,-14.28,Fastballs,Under
Changeup,2024-04-12,84.1,1.47,6.24,"Skubal, Tarik",680777,669373,,foul,,,,,11.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,S,,,3,2,2024,1.43,0.46,-0.25,3.49,,,,1,4,Top,,,,,668670,,,-6.825622463119666,-122.33115078905212,-0.9498304034398364,15.652766113895671,21.84236920961828,-27.51590258848606,3.33,1.61,,,,84.4,1583.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.21,,,,,,,,24,6,1,0,0,1,0,1,0,1,Infield shade,Standard,133.0,0.0,0.0,34.65867,3.80063,3-2,5.5200000000000005,-17.16,Offspeed balls,Other
Slider,2024-04-12,90.1,2.17,5.93,"Skubal, Tarik",680777,669373,,ball,,,,,14.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,B,,,2,2,2024,-0.03,0.71,0.9,2.26,,,,1,4,Top,,,,,668670,,,-3.086492609589124,-131.24772481406083,-4.687170875596545,0.2645433281556064,27.85281860095518,-23.18670233753913,3.07,1.55,,,,90.6,2083.0,6.6,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,53.93,,,,,,,,24,5,1,0,0,1,0,1,0,1,Infield shade,Standard,155.0,0.0,0.068,,,2-2,8.52,0.36,Breaking balls,Other
Four-Seam,2024-04-12,96.0,1.72,6.06,"Skubal, Tarik",680777,669373,,ball,,,,,14.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,B,,,1,2,2024,0.96,1.36,1.1,1.36,,,,1,4,Top,,,,,668670,,,-3.815316936455364,-139.4303124650205,-9.926832905886462,13.391575623474557,31.89781809974302,-12.36971450687494,3.11,1.56,,,,96.2,2125.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,53.95,,,,,,,,24,4,1,0,0,1,0,1,0,1,Standard,Standard,146.0,0.0,0.027,,,1-2,16.32,-11.52,Fastballs,Other
Sinker,2024-04-12,96.8,1.73,6.07,"Skubal, Tarik",680777,669373,,foul,,,,,3.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,S,,,1,1,2024,1.35,1.21,0.57,3.4,,,,1,4,Top,,,,,668670,,,-6.203573502836688,-140.63627046571028,-4.249585542777494,19.396093223887934,36.07866202824557,-15.353843700190588,3.33,1.61,334.0,95.2,35.0,96.5,2016.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.01,,,,,,,,24,3,1,0,0,1,0,1,0,1,Standard,Standard,144.0,0.0,-0.038,68.75917,6.42937,1-1,14.52,-16.200000000000003,Fastballs,Flare
Changeup,2024-04-12,83.4,1.79,6.13,"Skubal, Tarik",680777,669373,,called_strike,,,,,6.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,S,,,1,0,2024,1.56,0.5,0.52,2.77,,,,1,4,Top,,,,,668670,,,-6.012391665561021,-121.2498419569067,-2.1685467820974176,16.603581826450213,27.444241301616785,-27.090076795601515,3.29,1.61,,,,82.9,1601.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.16,,,,,,,,24,2,1,0,0,1,0,1,0,1,Standard,Standard,132.0,0.0,-0.032,,,1-0,6.0,-18.72,Offspeed balls,Other
Knuckle Curve,2024-04-12,77.4,1.74,6.19,"Skubal, Tarik",680777,669373,,ball,,,,,12.0,Ryan Jeffers flies out to right fielder Mark Canha.,R,R,L,DET,MIN,B,,,0,0,2024,-0.57,-0.76,0.65,3.92,,,,1,4,Top,,,,,668670,,,-1.2596933326564876,-112.50085824752016,3.6406502770288327,-4.517792271665196,24.62618523710437,-39.54487032837024,3.29,1.59,,,,76.7,2231.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.17,,,,,,,,24,1,1,0,0,1,0,1,0,1,Standard,Standard,319.0,0.0,0.024,,,0-0,-9.120000000000001,6.84,Breaking balls,Other
Changeup,2024-04-12,84.8,1.55,6.12,"Skubal, Tarik",621439,669373,strikeout,called_strike,,,,,8.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,2.0,,3,2,2024,1.65,0.89,-0.12,1.7,,,,0,4,Top,,,,,668670,,,-7.217296138393683,-123.19564512829103,-5.727208052326215,18.205202827454396,26.270862040595237,-22.077714107413158,3.46,1.56,,,,84.6,1651.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.06,,0.0,0.0,1.0,0.0,0.0,,23,10,1,0,0,1,0,1,0,1,Infield shade,Standard,129.0,0.028,-0.299,,,3-2,10.68,-19.799999999999997,Offspeed balls,Other
Four-Seam,2024-04-12,96.8,1.58,6.15,"Skubal, Tarik",621439,669373,,foul,,,,,12.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,,,3,2,2024,0.64,1.49,0.86,3.42,,,,0,4,Top,,,,,668670,,,-3.3639281418458773,-140.89607167265768,-5.132840858449155,9.283481458652004,33.13038108066861,-11.39048748416431,3.37,1.5,267.0,78.8,36.0,96.6,2099.0,6.2,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.27,,,,,,,,23,9,1,0,0,1,0,1,0,1,Standard,Strategic,144.0,0.0,0.0,73.14799,7.03684,3-2,17.88,-7.68,Fastballs,Flare
Four-Seam,2024-04-12,94.9,1.51,6.11,"Skubal, Tarik",621439,669373,,foul,,,,,4.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,,,3,2,2024,0.37,1.5,-0.59,2.27,,,,0,4,Top,,,,,668670,,,-6.3366303866786176,-137.894592274577,-7.727489539397045,6.123835057525369,32.055015450676805,-11.449530645035177,3.37,1.5,118.0,54.8,29.0,95.0,1987.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,53.98,,,,,,,,23,8,1,0,0,1,0,1,0,1,Standard,Strategic,147.0,0.0,0.0,74.60988,7.24298,3-2,18.0,-4.4399999999999995,Fastballs,Sweet Spot
Slider,2024-04-12,87.7,1.99,6.11,"Skubal, Tarik",621439,669373,,foul,,,,,3.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,,,3,2,2024,-0.05,0.51,0.45,2.9,,,,0,4,Top,,,,,668670,,,-3.609404864645928,-127.7588682895614,-2.7782834338102527,0.1418520322976229,23.34734571233501,-26.16748863670599,3.37,1.5,177.0,70.1,62.0,88.1,2032.0,6.2,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.25,,,,,,,,23,7,1,0,0,1,0,1,0,1,Infield shade,Strategic,162.0,0.0,0.0,73.89039,7.65843,3-2,6.12,0.6000000000000001,Breaking balls,Under
Four-Seam,2024-04-12,95.8,1.6,6.12,"Skubal, Tarik",621439,669373,,foul,,,,,6.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,,,3,2,2024,0.67,1.37,0.65,2.37,,,,0,4,Top,,,,,668670,,,-4.026669397115576,-139.33552416748688,-7.363965346776051,9.62968854658824,33.42025464901958,-12.889909813230384,3.37,1.5,187.0,74.8,19.0,95.7,2148.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.09,,,,,,,,23,6,1,0,0,1,0,1,0,1,Infield shade,Strategic,144.0,0.0,0.0,73.63268,7.1958,3-2,16.44,-8.040000000000001,Fastballs,Sweet Spot
Four-Seam,2024-04-12,94.8,1.66,6.06,"Skubal, Tarik",621439,669373,,called_strike,,,,,12.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,,,3,1,2024,0.69,1.46,0.99,2.53,,,,0,4,Top,,,,,668670,,,-3.3045877963996526,-137.8556158934166,-6.748966996006222,9.497204053190458,33.91023024914988,-12.32202650045186,3.39,1.51,,,,94.6,2232.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.06,,,,,,,,23,5,1,0,0,1,0,1,0,1,Infield shade,Strategic,141.0,0.0,-0.074,,,3-1,17.52,-8.28,Fastballs,Other
Changeup,2024-04-12,82.2,1.48,6.3,"Skubal, Tarik",621439,669373,,ball,,,,,12.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,B,,,2,1,2024,1.42,0.68,1.34,4.21,,,,0,4,Top,,,,,668670,,,-3.0932927065186075,-119.67635896619964,0.4495082204264787,14.31204817299108,22.02874040840205,-25.926121830669928,3.39,1.59,,,,82.3,1694.0,6.2,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.28,,,,,,,,23,4,1,0,0,1,0,1,0,1,Standard,Strategic,136.0,0.0,0.109,,,2-1,8.16,-17.04,Offspeed balls,Other
Sinker,2024-04-12,95.2,1.59,6.14,"Skubal, Tarik",621439,669373,,ball,,,,,11.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,B,,,1,1,2024,1.37,1.21,-0.61,3.67,,,,0,4,Top,,,,,668670,,,-8.855375196829314,-138.2702856509612,-3.5286738271330576,19.57043596965226,32.038829524117055,-16.014931935428788,3.43,1.55,,,,95.1,2062.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.06,,,,,,,,23,3,1,0,0,1,0,1,0,1,Infield shade,Strategic,144.0,0.0,0.047,,,1-1,14.52,-16.44,Fastballs,Other
Four-Seam,2024-04-12,95.1,1.68,6.18,"Skubal, Tarik",621439,669373,,ball,,,,,12.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,B,,,0,1,2024,0.62,1.37,0.05,3.82,,,,0,4,Top,,,,,668670,,,-5.663340857849828,-138.32596214071398,-3.5502274969676537,9.29065460172056,34.33864425436881,-14.078664493859517,3.43,1.52,,,,94.7,2115.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.16,,,,,,,,23,2,1,0,0,1,0,1,0,1,Standard,Strategic,140.0,0.0,0.023,,,0-1,16.44,-7.4399999999999995,Fastballs,Other
Changeup,2024-04-12,82.9,1.65,6.26,"Skubal, Tarik",621439,669373,,foul,,,,,6.0,Byron Buxton called out on strikes.,R,R,L,DET,MIN,S,,,0,0,2024,1.2,0.83,0.59,2.32,,,,0,4,Top,,,,,668670,,,-4.778304798237894,-120.65290067604616,-4.209805292691864,12.6897777083112,20.874570059957016,-23.44374469823848,3.37,1.5,201.0,69.8,44.0,83.2,1630.0,6.2,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.26,,,,,,,,23,1,1,0,0,1,0,1,0,1,Infield shade,Strategic,130.0,0.0,-0.033,73.74439,8.44956,0-0,9.959999999999999,-14.399999999999999,Offspeed balls,Under
Changeup,2024-04-12,84.8,1.67,6.04,"Skubal, Tarik",621043,669373,strikeout,called_strike,,,,,7.0,Carlos Correa called out on strikes.,R,R,L,DET,MIN,S,2.0,,1,2,2024,1.64,0.7,-0.66,1.72,,666397.0,622534.0,2,3,Top,,,,,668670,,,-8.73399320450222,-123.1334172510318,-5.107214421290763,18.410147299461244,26.22777405481083,-24.21460391920946,3.56,1.73,,,,84.6,1712.0,6.5,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.04,,0.0,0.0,1.0,0.0,0.0,,19,4,1,0,0,1,0,1,0,1,Standard,Standard,138.0,0.05,-0.303,,,1-2,8.399999999999999,-19.68,Offspeed balls,Other
Changeup,2024-04-12,85.4,1.72,6.05,"Skubal, Tarik",621043,669373,,blocked_ball,,,,,14.0,Carlos Correa called out on strikes.,R,R,L,DET,MIN,B,,,0,2,2024,1.39,0.66,0.76,0.73,,666397.0,622534.0,2,3,Top,,,,,668670,,,-5.068045452676243,-124.231908615237,-7.631081957328346,15.446476360692502,22.89120361988962,-24.01008943824472,3.58,1.81,,,,85.8,2875.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.14,,,,,,,,19,3,1,0,0,1,0,1,0,1,Standard,Standard,76.0,0.0,0.004,,,0-2,7.92,-16.68,Offspeed balls,Other
Changeup,2024-04-12,83.7,1.57,6.22,"Skubal, Tarik",621043,669373,,swinging_strike,,,,,8.0,Carlos Correa called out on strikes.,R,R,L,DET,MIN,S,,,0,1,2024,1.42,0.73,0.22,1.63,,666397.0,622534.0,2,3,Top,,,,,668670,,,-5.910541586040088,-121.702640687633,-5.622563042591185,15.260519845631984,23.741509805643812,-23.98863736173291,3.57,1.71,,,,83.8,1670.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.12,,,,,,,,19,2,1,0,0,1,0,1,0,1,Standard,Standard,126.0,0.0,-0.073,72.53504,8.11415,0-1,8.76,-17.04,Offspeed balls,Other
Knuckle Curve,2024-04-12,77.2,1.6,6.16,"Skubal, Tarik",621043,669373,,called_strike,,,,,13.0,Carlos Correa called out on strikes.,R,R,L,DET,MIN,S,,,0,0,2024,-0.2,-0.67,-0.83,1.79,,666397.0,622534.0,2,3,Top,,,,,668670,,,-4.8284160234674784,-112.41233119935625,-1.133016848592014,-0.8050850937579437,20.136673691353767,-37.853180068298215,3.53,1.75,,,,77.4,2346.0,6.4,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.12,,,,,,,,19,1,1,0,0,1,0,1,0,1,Standard,Standard,322.0,0.0,-0.077,,,0-0,-8.040000000000001,2.4000000000000004,Breaking balls,Other
Changeup,2024-04-12,83.1,1.41,6.13,"Skubal, Tarik",622534,669373,walk,blocked_ball,,,,,13.0,Manuel Margot walks.   Edouard Julien to 2nd.,R,R,L,DET,MIN,B,,,3,2,2024,1.49,0.71,-0.94,0.81,,,666397.0,2,3,Top,,,,,668670,,,-8.287475315432976,-120.79165831533504,-7.224142638412129,16.070114688291874,19.236098341055467,-24.0607255272942,3.3,1.63,,,,83.7,1608.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.15,,0.689131,0.7,1.0,0.0,0.0,,18,6,1,0,0,1,0,1,0,1,Standard,Standard,128.0,-0.024,0.185,,,3-2,8.52,-17.88,Offspeed balls,Other
Changeup,2024-04-12,83.0,1.65,6.11,"Skubal, Tarik",622534,669373,,called_strike,,,,,7.0,Manuel Margot walks.   Edouard Julien to 2nd.,R,R,L,DET,MIN,S,,,3,1,2024,1.25,0.74,-0.39,1.56,,,666397.0,2,3,Top,,,,,668670,,,-7.093484369565008,-120.67375897103892,-5.391921953018361,13.56395197806379,22.718338739951594,-24.120384304930948,3.28,1.6,,,,83.1,1697.0,6.3,746491,669373,668670,679529,690993,570482,595879,682985,678009,592192,54.17,,,,,,,,18,5,1,0,0,1,0,1,0,1,Standard,Standard,135.0,0.0,-0.056,,,3-1,8.879999999999999,-15.0,Offspeed balls,Other
