pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,count,pfx_z_inches,pfx_x_inches,pitch_group,launch_angle_group
Sinker,2024-09-24,95.8,1.6,6.12,"Skubal, Tarik",676609,669373,,ball,,,,,11.0,José Caballero singles on a line drive to center fielder Parker Meadows.,R,R,L,DET,TB,B,,,0,1,2024,1.14,1.14,-0.29,3.61,,,,1,2,Top,,,,,668670,,,-7.569514900317828,-139.28362798328178,-3.587352624721732,16.49287262787833,30.90148209458223,-16.681796746451294,2.95,1.32,,,,95.8,2069.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.21,,,,,,,,10,2,0,0,0,0,0,0,0,0,Standard,Strategic,151.0,0.0,0.015,,,0-1,13.68,-13.68,Fastballs,Other
Four-Seam,2024-09-24,95.3,1.49,6.17,"Skubal, Tarik",676609,669373,,swinging_strike,,,,,1.0,José Caballero singles on a line drive to center fielder Parker Meadows.,R,R,L,DET,TB,S,,,0,0,2024,0.29,1.52,-0.77,3.01,,,,1,2,Top,,,,,668670,,,-6.57198392852072,-138.55220533511388,-6.069207682179738,5.2445379126958285,30.428987599866307,-11.456895996459442,3.11,1.43,,,,95.3,2268.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.21,,,,,,,,10,1,0,0,0,0,0,0,0,0,Standard,Standard,153.0,0.0,-0.023,58.31864,5.39362,0-0,18.240000000000002,-3.4799999999999995,Fastballs,Other
Changeup,2024-09-24,86.1,1.73,6.05,"Skubal, Tarik",666624,669373,field_out,hit_into_play,,,,,8.0,"Christopher Morel grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,X,6.0,ground_ball,0,1,2024,1.29,0.52,0.06,2.23,,,,0,2,Top,109.59,152.5,,,668670,,,-6.591609148439545,-125.2856391168214,-3.9036484326884153,14.931281689028,24.024138491165075,-26.120467375408207,3.61,1.64,3.0,64.4,-34.0,86.4,1718.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.16,0.071,0.07,0.0,1.0,0.0,0.0,Topped,9,2,0,0,0,0,0,0,0,0,Standard,Standard,131.0,0.023,-0.195,78.87719,8.36603,0-1,6.24,-15.48,Offspeed balls,Topped
Changeup,2024-09-24,86.4,1.53,6.1,"Skubal, Tarik",666624,669373,,swinging_strike,,,,,9.0,"Christopher Morel grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,S,,,0,0,2024,1.24,0.32,0.59,1.85,,,,0,2,Top,,,,,668670,,,-4.769129014780764,-125.74735902375818,-4.545953793342695,14.109521857074974,26.762219885937075,-28.02894926362472,3.61,1.64,,,,86.4,1685.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.13,,,,,,,,9,1,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,-0.033,76.91489,9.10391,0-0,3.84,-14.879999999999999,Offspeed balls,Other
Four-Seam,2024-09-24,94.4,1.47,6.15,"Skubal, Tarik",691406,669373,field_out,hit_into_play,,,,,5.0,Junior Caminero flies out to right fielder Wenceel Pérez.,R,R,L,DET,TB,X,9.0,fly_ball,0,0,2024,0.23,1.29,0.26,2.63,,,676356.0,2,1,Top,160.64,102.5,,,668670,,,-3.644637920026845,-137.4539236671755,-6.361817540407002,3.6734996300241294,29.75636971310988,-14.58396708939994,3.6,1.67,256.0,95.9,51.0,94.7,2035.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.13,0.009,0.013,0.0,1.0,0.0,0.0,Under,4,1,0,0,0,0,0,0,0,0,Standard,Standard,156.0,0.022,-0.228,77.3784,8.84219,0-0,15.48,-2.7600000000000002,Fastballs,Under
Four-Seam,2024-09-24,96.8,1.35,6.17,"Skubal, Tarik",676356,669373,walk,ball,,,,,12.0,Jonny DeLuca walks.,R,R,L,DET,TB,B,,,3,2,2024,0.53,1.3,0.77,3.54,,,,2,1,Top,,,,,668670,,,-2.7710882521288736,-140.9946303905846,-4.475861620792919,7.723500241250546,31.45462158828936,-14.032520163019788,3.11,1.49,,,,97.0,2258.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.17,,0.689131,0.7,1.0,0.0,0.0,,3,6,0,0,0,0,0,0,0,0,Standard,Standard,151.0,-0.012,0.103,,,3-2,15.600000000000001,-6.36,Fastballs,Other
Sinker,2024-09-24,96.8,1.55,6.03,"Skubal, Tarik",676356,669373,,ball,,,,,11.0,Jonny DeLuca walks.,R,R,L,DET,TB,B,,,2,2,2024,1.0,1.01,-1.11,2.42,,,,2,1,Top,,,,,668670,,,-9.373733023827796,-140.68022730080372,-6.4517722858744815,15.223359464003606,28.53867345740056,-17.428732780238935,3.09,1.44,,,,97.4,2029.0,6.5,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.05,,,,,,,,3,5,0,0,0,0,0,0,0,0,Standard,Standard,152.0,0.0,0.041,,,2-2,12.120000000000001,-12.0,Fastballs,Other
Four-Seam,2024-09-24,96.3,1.44,6.11,"Skubal, Tarik",676356,669373,,foul,,,,,6.0,Jonny DeLuca walks.,R,R,L,DET,TB,S,,,2,1,2024,0.39,1.46,0.56,2.48,,,,2,1,Top,,,,,668670,,,-3.238452719451042,-140.02876556071774,-7.378520868814639,5.922460350291758,31.441260250828037,-11.473660343130248,3.23,1.53,180.0,74.3,65.0,96.3,2085.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.2,,,,,,,,3,4,0,0,0,0,0,0,0,0,Standard,Standard,151.0,0.0,-0.032,71.99025,7.92613,2-1,17.52,-4.68,Fastballs,Under
Four-Seam,2024-09-24,94.9,1.42,6.09,"Skubal, Tarik",676356,669373,,ball,,,,,11.0,Jonny DeLuca walks.,R,R,L,DET,TB,B,,,1,1,2024,0.39,1.29,-0.5,4.71,,,,2,1,Top,,,,,668670,,,-5.897345089951238,-138.1584364328575,-0.8779004296558719,6.201978656298425,28.684868225266623,-15.579927391365988,3.23,1.46,,,,95.2,2193.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.21,,,,,,,,3,3,0,0,0,0,0,0,0,0,Standard,Standard,153.0,0.0,0.023,,,1-1,15.48,-4.68,Fastballs,Other
Changeup,2024-09-24,88.7,1.49,6.01,"Skubal, Tarik",676356,669373,,ball,,,,,14.0,Jonny DeLuca walks.,R,R,L,DET,TB,B,,,0,1,2024,1.34,0.45,0.19,0.59,,,,2,1,Top,,,,,668670,,,-5.979754923539486,-128.87330490257236,-8.172578901887626,16.126951716204896,25.826824337124474,-25.626025250884656,3.12,1.42,,,,88.8,1823.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.12,,,,,,,,3,2,0,0,0,0,0,0,0,0,Standard,Standard,137.0,0.0,0.011,,,0-1,5.4,-16.080000000000002,Offspeed balls,Other
Changeup,2024-09-24,87.5,1.37,6.15,"Skubal, Tarik",676356,669373,,called_strike,,,,,6.0,Jonny DeLuca walks.,R,R,L,DET,TB,S,,,0,0,2024,1.23,0.57,0.4,2.23,,,,2,1,Top,,,,,668670,,,-4.889150808027534,-127.35274769676018,-4.532060981073077,14.43633258826886,25.45281014099777,-25.27576669023888,3.23,1.53,,,,87.7,1661.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.13,,,,,,,,3,1,0,0,0,0,0,0,0,0,Standard,Standard,143.0,0.0,-0.016,,,0-0,6.84,-14.76,Offspeed balls,Other
Sinker,2024-09-24,96.9,1.57,6.04,"Skubal, Tarik",664040,669373,strikeout,called_strike,,,,,4.0,Brandon Lowe called out on strikes.,R,L,L,DET,TB,S,2.0,,2,2,2024,1.1,1.0,-0.56,2.13,,,,1,1,Top,,,,,668670,,,-8.18639258953678,-140.77367155661366,-7.225571351569814,16.451075260639875,30.64477693728761,-17.343084605118918,3.17,1.42,,,,97.2,2171.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.07,,0.0,0.0,1.0,0.0,0.0,,2,5,0,0,0,0,0,0,0,0,Infield shade,Standard,150.0,0.015,-0.142,,,2-2,12.0,-13.200000000000001,Fastballs,Other
Changeup,2024-09-24,87.4,1.46,6.02,"Skubal, Tarik",664040,669373,,ball,,,,,13.0,Brandon Lowe called out on strikes.,R,L,L,DET,TB,B,,,1,2,2024,1.02,0.38,-0.78,0.45,,,,1,1,Top,,,,,668670,,,-7.493764607385575,-126.9377409739542,-8.089378114669314,12.55177163173737,24.23292136887959,-26.64340807961334,3.16,1.36,,,,87.7,1666.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.07,,,,,,,,2,4,0,0,0,0,0,0,0,0,Infield shade,Standard,136.0,0.0,0.027,,,1-2,4.5600000000000005,-12.24,Offspeed balls,Other
Sinker,2024-09-24,96.6,1.57,6.0,"Skubal, Tarik",664040,669373,,foul,,,,,6.0,Brandon Lowe called out on strikes.,R,L,L,DET,TB,S,,,1,1,2024,1.24,1.07,0.76,2.39,,,,1,1,Top,,,,,668670,,,-4.99758387118932,-140.579499956769,-6.492489810226742,17.64407881404888,31.47789739828362,-16.76976268053757,3.28,1.49,,,,96.6,2049.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.24,,,,,,,,2,3,0,0,0,0,0,0,0,0,Standard,Standard,148.0,0.0,-0.038,76.10322,7.33627,1-1,12.84,-14.879999999999999,Fastballs,Other
Slider,2024-09-24,89.7,1.86,6.12,"Skubal, Tarik",664040,669373,,ball,,,,,12.0,Brandon Lowe called out on strikes.,R,L,L,DET,TB,B,,,0,1,2024,-0.05,0.75,0.74,3.44,,,,1,1,Top,,,,,668670,,,-2.677614514990119,-130.776018665408,-2.323707072137052,-0.0455565612332393,24.53083721437909,-23.21398757270228,3.17,1.43,,,,90.2,2066.0,6.2,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.27,,,,,,,,2,2,0,0,0,0,0,0,0,0,Standard,Standard,171.0,0.0,0.015,,,0-1,9.0,0.6000000000000001,Breaking balls,Other
Sinker,2024-09-24,95.9,1.46,6.13,"Skubal, Tarik",664040,669373,,foul,,,,,12.0,Brandon Lowe called out on strikes.,R,L,L,DET,TB,S,,,0,0,2024,1.15,0.95,0.83,3.23,,,,1,1,Top,,,,,668670,,,-4.2882350386268815,-139.69167579732635,-4.227057196116922,16.05348713357712,30.326275607185888,-19.021461280964957,3.28,1.49,155.0,60.3,50.0,96.3,1971.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.12,,,,,,,,2,1,0,0,0,0,0,0,0,0,Standard,Standard,155.0,0.0,-0.023,68.06154,5.56535,0-0,11.399999999999999,-13.799999999999999,Fastballs,Under
Sinker,2024-09-24,96.7,1.54,6.01,"Skubal, Tarik",650490,669373,field_out,hit_into_play,,,,,2.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,X,6.0,ground_ball,3,2,2024,1.1,1.0,-0.23,2.99,,,,0,1,Top,104.05,152.93,,,668670,,,-7.260696622044624,-140.62974868389517,-4.833135890112887,16.206740591443523,30.390573861782475,-17.95938635228792,3.39,1.59,47.0,107.9,-2.0,97.2,2044.0,6.5,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.01,0.463,0.42,0.0,1.0,0.0,0.0,Flare/Burner,1,7,0,0,0,0,0,0,0,0,Standard,Standard,152.0,0.022,-0.299,70.83136,6.85788,3-2,12.0,-13.200000000000001,Fastballs,Topped
Four-Seam,2024-09-24,97.1,1.3,6.19,"Skubal, Tarik",650490,669373,,foul,,,,,1.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,S,,,3,2,2024,0.27,1.49,-0.48,2.86,,,,0,1,Top,,,,,668670,,,-5.37441056032157,-141.2048162663915,-6.778197108444283,4.831195654514177,33.14522455144464,-10.858736458349329,3.39,1.59,186.0,68.9,39.0,97.0,2240.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.16,,,,,,,,1,6,0,0,0,0,0,0,0,0,Standard,Standard,153.0,0.0,0.0,67.95107,6.55755,3-2,17.88,-3.24,Fastballs,Flare
Four-Seam,2024-09-24,95.4,1.24,6.25,"Skubal, Tarik",650490,669373,,ball,,,,,12.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,B,,,2,2,2024,0.39,1.51,0.66,4.43,,,,0,1,Top,,,,,668670,,,-2.409357226328369,-138.8759851399401,-2.549423061773425,5.552895125271351,32.445624521949654,-12.36133529899837,3.28,1.43,,,,95.4,2211.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.16,,,,,,,,1,5,0,0,0,0,0,0,0,0,Standard,Standard,155.0,0.0,0.096,,,2-2,18.12,-4.68,Fastballs,Other
Changeup,2024-09-24,87.0,1.71,6.04,"Skubal, Tarik",650490,669373,,swinging_strike,,,,,9.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,S,,,2,1,2024,1.48,0.22,0.77,1.66,,,,0,1,Top,,,,,668670,,,-5.291659980373767,-126.47469899375318,-4.754941161496928,16.916487800209882,26.67030910890753,-29.04095789403657,3.39,1.59,,,,86.9,1742.0,6.3,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.16,,,,,,,,1,4,0,0,0,0,0,0,0,0,Standard,Standard,139.0,0.0,-0.061,78.33884,8.85657,2-1,2.64,-17.759999999999998,Offspeed balls,Other
Changeup,2024-09-24,86.8,1.65,6.1,"Skubal, Tarik",650490,669373,,ball,,,,,12.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,B,,,1,1,2024,1.44,0.32,1.51,3.18,,,,0,1,Top,,,,,668670,,,-3.2840869816866824,-126.4643850215068,-1.4653570312542883,16.129605114068617,26.112720468355597,-28.67371030914225,3.2,1.43,,,,86.8,1629.0,6.2,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.26,,,,,,,,1,3,0,0,0,0,0,0,0,0,Standard,Standard,136.0,0.0,0.047,,,1-1,3.84,-17.28,Offspeed balls,Other
Four-Seam,2024-09-24,95.7,1.52,6.14,"Skubal, Tarik",650490,669373,,foul,,,,,4.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,S,,,1,0,2024,0.53,1.46,-0.48,2.57,,,,0,1,Top,,,,,668670,,,-6.488340435231061,-139.05461462399973,-7.091123539870308,8.366476907487323,31.75783929407641,-11.785555913282575,3.39,1.59,179.0,67.2,56.0,95.7,2227.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.1,,,,,,,,1,2,0,0,0,0,0,0,0,0,Standard,Standard,150.0,0.0,-0.044,75.67075,7.17216,1-0,17.52,-6.36,Fastballs,Under
Four-Seam,2024-09-24,95.7,1.34,6.2,"Skubal, Tarik",650490,669373,,ball,,,,,12.0,"Yandy Díaz grounds out, shortstop Trey Sweeney to first baseman Spencer Torkelson.",R,R,L,DET,TB,B,,,0,0,2024,0.54,1.45,1.68,2.98,,,,0,1,Top,,,,,668670,,,-0.315012894637075,-139.33532282279663,-6.151906293323489,7.06100304569482,31.81434860176525,-12.164815972352333,3.27,1.42,,,,95.8,2196.0,6.4,746421,669373,668670,679529,690993,656716,700242,682985,678009,672761,54.12,,,,,,,,1,1,0,0,0,0,0,0,0,0,Standard,Standard,154.0,0.0,0.034,,,0-0,17.4,-6.48,Fastballs,Other
Changeup,2024-09-18,88.2,1.75,6.06,"Skubal, Tarik",521692,669373,strikeout,swinging_strike,,,,,13.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,S,2.0,,3,2,2024,1.28,0.61,-0.47,1.34,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-8.061472407362153,-128.09224864228864,-6.700995195156345,15.679697091673662,24.87118529764504,-24.239124151394478,3.59,1.69,,,,88.5,1999.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,54.02,,0.0,0.0,1.0,0.0,0.0,,46,7,1,4,1,4,4,1,1,4,Standard,Standard,176.0,-0.047,-0.478,69.38378,9.09955,3-2,7.32,-15.36,Offspeed balls,Other
Changeup,2024-09-18,88.1,1.81,6.09,"Skubal, Tarik",521692,669373,,foul,,,,,14.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,S,,,3,2,2024,1.29,0.71,1.14,2.4,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-4.326630784480609,-128.28767335232948,-4.361926885272336,15.13900187176558,26.45504146141691,-23.67502786760979,3.59,1.69,139.0,79.8,75.0,88.5,1755.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,54.03,,,,,,,,46,6,1,4,1,4,4,1,1,4,Standard,Standard,134.0,0.0,0.0,65.76167,8.19299,3-2,8.52,-15.48,Offspeed balls,Under
Four-Seam,2024-09-18,98.2,1.44,6.26,"Skubal, Tarik",521692,669373,,ball,,,,,14.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,B,,,2,2,2024,0.61,1.58,0.51,0.93,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-3.940765850068783,-142.53177932060353,-12.613019147529783,9.166748311932087,31.936432505158223,-8.005202098147679,3.69,1.79,,,,98.5,2443.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.97,,,,,,,,46,5,1,4,1,4,4,1,1,4,Standard,Standard,149.0,0.0,0.149,,,2-2,18.96,-7.32,Fastballs,Other
Four-Seam,2024-09-18,97.3,1.6,6.28,"Skubal, Tarik",521692,669373,,swinging_strike,,,,,3.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,S,,,2,1,2024,0.48,1.34,0.42,3.5,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-4.263978280624444,-141.68753413490157,-5.062084947299778,7.363090701019544,31.365495840985137,-13.171246252092407,3.59,1.69,,,,97.7,2398.0,6.4,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,54.07,,,,,,,,46,4,1,4,1,4,4,1,1,4,Standard,Standard,162.0,0.0,-0.162,74.87717,6.33105,2-1,16.080000000000002,-5.76,Fastballs,Other
Four-Seam,2024-09-18,97.5,1.28,6.23,"Skubal, Tarik",521692,669373,,foul,,,,,14.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,S,,,2,0,2024,0.68,1.45,0.69,1.41,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-3.151075704267251,-141.51988895284936,-10.775062860863468,9.79395886302981,33.820468626829985,-10.34292163988478,3.59,1.69,217.0,74.3,28.0,97.6,2457.0,6.6,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.93,,,,,,,,46,3,1,4,1,4,4,1,1,4,Standard,Standard,147.0,0.0,-0.066,70.40454,8.47027,2-0,17.4,-8.16,Fastballs,Sweet Spot
Changeup,2024-09-18,88.3,1.87,5.98,"Skubal, Tarik",521692,669373,,blocked_ball,,,,,13.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,B,,,1,0,2024,1.32,0.65,-0.31,0.72,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-8.094453268497647,-128.18349997470108,-8.095281280424834,16.256816407889932,26.509646180937835,-23.478634558776186,3.64,1.65,,,,88.7,1898.0,6.7,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.83,,,,,,,,46,2,1,4,1,4,4,1,1,4,Standard,Standard,126.0,0.0,0.069,,,1-0,7.800000000000001,-15.84,Offspeed balls,Other
Changeup,2024-09-18,87.7,1.99,6.08,"Skubal, Tarik",521692,669373,,ball,,,,,14.0,Salvador Perez strikes out swinging.,R,R,L,KC,DET,B,,,0,0,2024,1.33,0.74,1.34,1.17,,641658.0,677951.0,2,5,Bot,,,,,668670,,,-4.323559116017099,-127.47103683120812,-7.285558801006249,15.380741035206112,25.73241202778369,-22.80994827325092,3.63,1.79,,,,88.0,1968.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,54.01,,,,,,,,46,1,1,4,1,4,4,1,1,4,Standard,Standard,135.0,0.0,0.041,,,0-0,8.879999999999999,-15.96,Offspeed balls,Other
Sinker,2024-09-18,99.4,1.7,6.08,"Skubal, Tarik",677951,669373,hit_by_pitch,hit_by_pitch,,,,,11.0,Bobby Witt Jr.  hit by pitch.    Garrett Hampson to 2nd.,R,R,L,KC,DET,B,,,1,2,2024,1.21,1.08,-2.44,2.59,,,641658.0,2,5,Bot,,,,,668670,,,-14.215816942569257,-143.98593570230182,-6.708832580649517,19.93802515829021,30.761453996877812,-15.658351079218264,3.48,1.62,,,,99.9,1518.0,6.6,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.87,,0.720192,0.7,1.0,0.0,0.0,,45,4,1,4,1,4,4,1,1,4,Standard,Standard,160.0,0.023,0.285,,,1-2,12.96,-14.52,Fastballs,Other
Four-Seam,2024-09-18,99.3,1.64,6.14,"Skubal, Tarik",677951,669373,,ball,,,,,11.0,Bobby Witt Jr.  hit by pitch.    Garrett Hampson to 2nd.,R,R,L,KC,DET,B,,,0,2,2024,0.53,1.34,-0.97,3.42,,,641658.0,2,5,Bot,,,,,668670,,,-8.430566557187545,-144.45799390303188,-5.233824389746152,9.31943283659357,31.80826703336908,-12.311840473623386,3.48,1.68,,,,100.0,2313.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.95,,,,,,,,45,3,1,4,1,4,4,1,1,4,Standard,Standard,151.0,0.0,0.023,,,0-2,16.080000000000002,-6.36,Fastballs,Other
Four-Seam,2024-09-18,98.3,1.38,6.24,"Skubal, Tarik",677951,669373,,foul,,,,,5.0,Bobby Witt Jr.  hit by pitch.    Garrett Hampson to 2nd.,R,R,L,KC,DET,S,,,0,1,2024,0.43,1.4,-0.11,2.72,,,641658.0,2,5,Bot,,,,,668670,,,-5.060146351811836,-142.9542745630171,-7.317866829032976,7.066866488358604,32.80449777093821,-11.488884932973818,3.48,1.62,156.0,80.0,12.0,98.7,2319.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.97,,,,,,,,45,2,1,4,1,4,4,1,1,4,Standard,Standard,156.0,0.0,-0.047,75.4523,6.59651,0-1,16.799999999999997,-5.16,Fastballs,Sweet Spot
Four-Seam,2024-09-18,97.1,1.64,6.27,"Skubal, Tarik",677951,669373,,called_strike,,,,,12.0,Bobby Witt Jr.  hit by pitch.    Garrett Hampson to 2nd.,R,R,L,KC,DET,S,,,0,0,2024,0.51,1.47,0.91,3.01,,,641658.0,2,5,Bot,,,,,668670,,,-3.147603762813339,-141.27792178274768,-6.619160982172413,7.5956749685861,30.714938152128934,-11.181036541408846,3.44,1.74,,,,97.8,2449.0,6.6,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.9,,,,,,,,45,1,1,4,1,4,4,1,1,4,Standard,Standard,157.0,0.0,-0.04,,,0-0,17.64,-6.12,Fastballs,Other
Four-Seam,2024-09-18,95.1,1.69,6.27,"Skubal, Tarik",502054,669373,field_out,hit_into_play,,,,,6.0,Tommy Pham flies out sharply to right fielder Wenceel Pérez.,R,R,L,KC,DET,X,9.0,fly_ball,3,1,2024,0.53,1.38,0.48,2.54,,,641658.0,1,5,Bot,213.93,79.19,,,668670,,,-4.378989122502773,-138.30251368363042,-7.287702079671076,7.760598393012811,29.566751634061177,-12.985334740807726,3.52,1.62,365.0,100.8,30.0,95.6,2176.0,6.5,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.97,0.606,1.148,0.0,1.0,0.0,0.0,Barrel,44,5,1,4,1,4,4,1,1,4,Standard,Standard,148.0,-0.031,-0.473,76.68999,6.76502,3-1,16.56,-6.36,Fastballs,Sweet Spot
Four-Seam,2024-09-18,93.1,1.63,6.26,"Skubal, Tarik",502054,669373,,called_strike,,,,,5.0,Tommy Pham flies out sharply to right fielder Wenceel Pérez.,R,R,L,KC,DET,S,,,3,0,2024,0.48,1.34,0.23,2.87,,,641658.0,1,5,Bot,,,,,668670,,,-4.693249273078645,-135.51133947579174,-5.909966518560543,6.971529513424987,28.586322950557733,-14.618392610642566,3.52,1.75,,,,93.9,2185.0,6.7,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.82,,,,,,,,44,4,1,4,1,4,4,1,1,4,Standard,Standard,148.0,0.0,-0.056,,,3-0,16.080000000000002,-5.76,Fastballs,Other
Four-Seam,2024-09-18,95.6,1.64,6.25,"Skubal, Tarik",502054,669373,,ball,,,,,12.0,Tommy Pham flies out sharply to right fielder Wenceel Pérez.,R,R,L,KC,DET,B,,,2,0,2024,0.63,1.29,1.19,3.77,,,641658.0,1,5,Bot,,,,,668670,,,-2.600063749955307,-139.2489662994721,-3.8736257098245455,8.717779056234782,29.744852311874197,-14.679122432978412,3.47,1.67,,,,96.4,2213.0,6.6,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.92,,,,,,,,44,3,1,4,1,4,4,1,1,4,Standard,Standard,135.0,0.0,0.118,,,2-0,15.48,-7.5600000000000005,Fastballs,Other
Changeup,2024-09-18,84.7,1.82,6.11,"Skubal, Tarik",502054,669373,,ball,,,,,13.0,Tommy Pham flies out sharply to right fielder Wenceel Pérez.,R,R,L,KC,DET,B,,,1,0,2024,1.25,0.52,-1.27,1.17,,,641658.0,1,5,Bot,,,,,668670,,,-9.755532145506503,-122.89443769440643,-6.2667719223481,14.554154305058834,22.73655556499543,-25.849583937009843,3.47,1.63,,,,85.2,1787.0,6.6,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,53.88,,,,,,,,44,2,1,4,1,4,4,1,1,4,Standard,Standard,139.0,0.0,0.068,,,1-0,6.24,-15.0,Offspeed balls,Other
Changeup,2024-09-18,86.8,1.74,6.19,"Skubal, Tarik",502054,669373,,ball,,,,,13.0,Tommy Pham flies out sharply to right fielder Wenceel Pérez.,R,R,L,KC,DET,B,,,0,0,2024,1.32,0.59,-0.84,1.11,,,641658.0,1,5,Bot,,,,,668670,,,-8.878380372686264,-126.04261699312794,-7.197462271016725,15.841536334516723,24.201308642485422,-24.60679415719392,3.55,1.74,,,,87.1,2973.0,6.4,746254,669373,668670,679529,628451,656716,700242,682985,678009,672761,54.06,,,,,,,,44,1,1,4,1,4,4,1,1,4,Standard,Standard,53.0,0.0,0.043,,,0-0,7.08,-15.84,Offspeed balls,Other
