pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,count,pfx_z_inches,pfx_x_inches,pitch_group,launch_angle_group
Sinker,2023-09-30,92.0,2.12,5.67,"Schwarber, Kyle",656941,500779,,ball,,,,,13,Kyle Schwarber homers (47) on a fly ball to right field.    Johan Rojas scores.    Cristian Pache scores.,R,L,L,NYM,PHI,B,,,1,1,2023,1.3,1.43,-0.6,1.27,679032.0,,665506.0,1,4,Top,,,,,682626,,,-9.799784337208788,-133.20266846115817,-8.284865395671039,17.836821948937438,36.48611414146834,-13.414755575347025,3.38,1.6,,,,91.4,2262.0,6.8,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.65,,,,,,,,37,3,8,1,1,8,1,8,1,8,Standard,Standard,161.0,0.0,0.089,,,1-1,17.16,-15.600000000000001,Fastballs,Other
Sinker,2023-09-30,91.4,2.17,5.73,"Schwarber, Kyle",656941,500779,,called_strike,,,,,8,Kyle Schwarber homers (47) on a fly ball to right field.    Johan Rojas scores.    Cristian Pache scores.,R,L,L,NYM,PHI,S,,,1,0,2023,1.2,1.5,-0.26,1.91,679032.0,,665506.0,1,4,Top,,,,,682626,,,-8.763566349370091,-132.4393798946936,-6.788428193637437,16.207849242992125,37.03174259996939,-13.248165098307933,3.41,1.63,,,,90.6,2215.0,6.8,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.75,,,,,,,,37,2,8,1,1,8,1,8,1,8,Standard,Standard,164.0,0.0,-0.089,,,1-0,18.0,-14.399999999999999,Fastballs,Other
Sinker,2023-09-30,91.4,2.13,5.7,"Schwarber, Kyle",656941,500779,,ball,,,,,13,Kyle Schwarber homers (47) on a fly ball to right field.    Johan Rojas scores.    Cristian Pache scores.,R,L,L,NYM,PHI,B,,,0,0,2023,0.95,1.52,-0.3,1.21,679032.0,,665506.0,1,4,Top,,,,,682626,,,-8.206798898390323,-132.39970394638,-8.594973135231186,13.15744776378145,34.45959603472188,-12.53113004605244,3.44,1.6,,,,90.9,2216.0,6.7,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.75,,,,,,,,37,1,8,1,1,8,1,8,1,8,Standard,Standard,165.0,0.0,0.074,,,0-0,18.240000000000002,-11.399999999999999,Fastballs,Other
Four-Seam,2023-09-30,95.8,-1.35,6.07,"Schwarber, Kyle",656941,656731,field_out,hit_into_play,,,,,8,Kyle Schwarber flies out to center fielder Rafael Ortega.,R,L,R,NYM,PHI,X,8.0,fly_ball,0,0,2023,-0.69,1.17,-0.09,1.98,,,,1,6,Top,155.37,64.97,,,553882,,,4.926315154429861,-139.2584459685023,-7.868092073001867,-10.115700054259978,32.82332447173619,-15.308894834656922,3.3,1.54,340.0,89.7,31.0,96.5,2071.0,6.8,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.65,0.083,0.128,0.0,1.0,0.0,0.0,Under,42,1,4,0,0,4,0,4,0,4,Infield shade,Standard,215.0,0.01,-0.169,,,0-0,14.04,8.28,Fastballs,Sweet Spot
Four-Seam,2023-09-30,89.6,2.2,5.69,"Schwarber, Kyle",656941,500779,single,hit_into_play,,,,,11,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,X,9.0,ground_ball,3,2,2023,0.26,1.24,-0.92,2.74,,,,0,3,Top,152.5,155.83,,,682626,,,-8.331999220402963,-130.2337511718947,-3.877465814390805,4.829819240237346,29.345820972912595,-17.466108337470594,3.29,1.55,63.0,83.1,3.0,89.9,2081.0,6.7,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.78,0.306,0.27,0.9,1.0,1.0,0.0,Topped,19,9,3,0,0,3,0,3,0,3,Infield shade,Standard,155.0,-0.036,0.309,,,3-2,14.879999999999999,-3.12,Fastballs,Burner
Sinker,2023-09-30,90.2,2.21,5.7,"Schwarber, Kyle",656941,500779,,foul,,,,,5,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,S,,,3,2,2023,1.21,1.04,-0.26,2.51,,,,0,3,Top,,,,,682626,,,-8.717915204758716,-130.84248433231798,-4.053789894357443,15.846431565688956,32.79598521196153,-19.541268392681506,3.29,1.55,242.0,83.1,47.0,89.6,2087.0,6.5,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.97,,,,,,,,19,8,3,0,0,3,0,3,0,3,Infield shade,Standard,158.0,0.0,0.0,,,3-2,12.48,-14.52,Fastballs,Under
Sinker,2023-09-30,89.9,2.08,5.71,"Schwarber, Kyle",656941,500779,,foul,,,,,2,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,S,,,3,2,2023,1.22,0.97,-0.25,3.04,,,,0,3,Top,,,,,682626,,,-8.370204868131468,-130.57228703217845,-2.584832827427579,15.811583870488692,31.51579633067288,-20.7727075508309,3.29,1.55,133.0,84.5,81.0,89.4,2187.0,6.4,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,54.07,,,,,,,,19,7,3,0,0,3,0,3,0,3,Infield shade,Standard,161.0,0.0,0.0,,,3-2,11.64,-14.64,Fastballs,Under
Changeup,2023-09-30,84.7,2.24,5.78,"Schwarber, Kyle",656941,500779,,foul,,,,,2,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,S,,,3,2,2023,0.97,0.45,0.14,2.91,,,,0,3,Top,,,,,682626,,,-6.795122332214416,-123.09886966364888,-1.1600866436049049,11.240340316081776,27.298611334819263,-27.611257893381847,3.29,1.55,160.0,72.5,68.0,83.8,1207.0,6.0,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,54.48,,,,,,,,19,6,3,0,0,3,0,3,0,3,Infield shade,Standard,133.0,0.0,0.0,,,3-2,5.4,-11.64,Offspeed balls,Under
Sinker,2023-09-30,91.0,2.03,5.69,"Schwarber, Kyle",656941,500779,,ball,,,,,13,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,B,,,2,2,2023,0.99,1.23,-1.06,2.18,,,,0,3,Top,,,,,682626,,,-9.9111010562892,-132.02459396558126,-5.505681843311315,13.734966355923897,29.118704815812887,-16.807741640574793,3.36,1.6,,,,91.3,2091.0,6.7,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.8,,,,,,,,19,5,3,0,0,3,0,3,0,3,Infield shade,Standard,164.0,0.0,0.103,,,2-2,14.76,-11.879999999999999,Fastballs,Other
Four-Seam,2023-09-30,97.5,-1.55,5.85,"Schwarber, Kyle",656941,656731,strikeout,called_strike,,,,,4,Kyle Schwarber called out on strikes.,R,L,R,NYM,PHI,S,2.0,,2,2,2023,-1.08,1.38,-0.66,2.61,,,,2,3,Top,,,,,553882,,,4.977934404524873,-141.6192602050991,-6.333344753924874,-15.72988218693676,39.12127853592638,-12.378903081008874,3.3,1.56,,,,98.1,2144.0,7.2,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.31,,0.0,0.0,1.0,0.0,0.0,,23,5,4,0,0,4,0,4,0,4,Infield shade,Standard,220.0,0.006,-0.09,,,2-2,16.56,12.96,Fastballs,Other
Curveball,2023-09-30,77.1,2.1,5.73,"Schwarber, Kyle",656941,500779,,ball,,,,,13,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,B,,,1,2,2023,-1.13,-0.77,-1.95,-0.3,,,,0,3,Top,,,,,682626,,,-6.50630336530674,-111.89080320639576,-4.232779665637349,-7.877495827970423,25.330856957583197,-37.80234990499882,3.36,1.57,,,,76.0,2365.0,6.2,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,54.29,,,,,,,,19,4,3,0,0,3,0,3,0,3,Infield shade,Standard,320.0,0.0,0.041,,,1-2,-9.24,13.559999999999999,Breaking balls,Other
Four-Seam,2023-09-30,96.8,-1.33,5.94,"Schwarber, Kyle",656941,656731,,swinging_strike,,,,,2,Kyle Schwarber called out on strikes.,R,L,R,NYM,PHI,S,,,2,1,2023,-0.92,1.43,-0.24,3.02,,,,2,3,Top,,,,,553882,,,5.07816748970892,-140.6430626705064,-5.465579466969061,-13.354807539815091,37.01555451848179,-12.22438547082634,3.3,1.54,,,,97.5,2202.0,7.2,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.34,,,,,,,,23,4,4,0,0,4,0,4,0,4,Infield shade,Standard,219.0,0.0,-0.031,,,2-1,17.16,11.040000000000001,Fastballs,Other
Sinker,2023-09-30,90.3,2.0,5.75,"Schwarber, Kyle",656941,500779,,ball,,,,,13,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,B,,,0,2,2023,1.06,1.06,-1.42,2.08,,,,0,3,Top,,,,,682626,,,-10.8068686859102,-130.90403068650585,-5.388064459453338,14.610476766062115,29.90422410288758,-18.95760481750673,3.38,1.57,,,,90.3,2123.0,6.7,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.83,,,,,,,,19,3,3,0,0,3,0,3,0,3,Infield shade,Standard,158.0,0.0,0.022,,,0-2,12.72,-12.72,Fastballs,Other
Changeup,2023-09-30,85.2,2.12,5.77,"Schwarber, Kyle",656941,500779,,swinging_strike,,,,,13,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,S,,,0,1,2023,1.38,0.16,-0.11,1.01,,,,0,3,Top,,,,,682626,,,-7.982680522401455,-123.66050113422654,-5.100235680398242,15.78872885627045,26.99564675444682,-29.63775100388593,3.29,1.55,,,,84.7,1336.0,6.3,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,54.18,,,,,,,,19,2,3,0,0,3,0,3,0,3,Standard,Standard,135.0,0.0,-0.049,,,0-1,1.92,-16.56,Offspeed balls,Other
Four-Seam,2023-09-30,96.1,-1.33,6.05,"Schwarber, Kyle",656941,656731,,swinging_strike,,,,,2,Kyle Schwarber called out on strikes.,R,L,R,NYM,PHI,S,,,2,0,2023,-0.54,1.4,-0.1,3.12,,,,2,3,Top,,,,,553882,,,4.541277464921127,-139.67836514082015,-5.342879558695078,-8.196126290178583,35.24192134200427,-12.869504035191422,3.3,1.54,,,,97.0,2040.0,7.1,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.38,,,,,,,,23,3,4,0,0,4,0,4,0,4,Infield shade,Standard,212.0,0.0,-0.023,,,2-0,16.799999999999997,6.48,Fastballs,Other
Sinker,2023-09-30,89.7,2.05,5.8,"Schwarber, Kyle",656941,500779,,called_strike,,,,,5,Kyle Schwarber singles on a ground ball to right fielder DJ Stewart.,R,L,L,NYM,PHI,S,,,0,0,2023,1.35,0.97,-0.12,2.59,,,,0,3,Top,,,,,682626,,,-8.24143205092434,-130.2720058249665,-3.892598347139592,17.25733399497056,32.09273529251495,-20.52076343132485,3.44,1.6,,,,89.1,2127.0,6.4,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,54.05,,,,,,,,19,1,3,0,0,3,0,3,0,3,Standard,Standard,169.0,0.0,-0.038,,,0-0,11.64,-16.200000000000003,Fastballs,Other
Slider,2023-09-30,84.2,-1.37,5.98,"Schwarber, Kyle",656941,656731,,ball,,,,,11,Kyle Schwarber called out on strikes.,R,L,R,NYM,PHI,B,,,1,0,2023,0.4,0.05,-0.18,3.7,,,,2,3,Top,,,,,553882,,,1.98812931484716,-122.5195307175066,1.105743919829604,3.5955446661007517,27.34257766142277,-32.15503762360443,3.3,1.62,,,,84.7,2124.0,6.9,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.58,,,,,,,,23,2,4,0,0,4,0,4,0,4,Infield shade,Standard,83.0,0.0,0.022,,,1-0,0.6000000000000001,-4.800000000000001,Breaking balls,Other
Split-Finger,2023-09-30,85.3,-1.44,5.95,"Schwarber, Kyle",656941,656731,,ball,,,,,11,Kyle Schwarber called out on strikes.,R,L,R,NYM,PHI,B,,,0,0,2023,-0.81,0.03,-1.5,3.62,,,,2,3,Top,,,,,553882,,,1.5152737445655902,-124.06239833136492,0.9009103392246676,-8.627747000362525,29.131543184641185,-32.328885237503485,3.3,1.62,,,,85.6,628.0,6.9,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.57,,,,,,,,23,1,4,0,0,4,0,4,0,4,Infield shade,Standard,239.0,0.0,0.016,,,0-0,0.36,9.72,Offspeed balls,Other
Cutter,2023-09-30,89.0,-2.25,5.51,"Schwarber, Kyle",656941,657585,field_out,hit_into_play,,,,,5,Kyle Schwarber pops out to catcher Francisco Alvarez in foul territory.,R,L,R,NYM,PHI,X,2.0,popup,2,1,2023,0.45,0.48,0.09,2.46,,,,2,6,Top,102.02,200.74,,,682626,,,4.761126972905652,-129.59993624250782,-2.4192407928282718,4.070772713144096,28.26207596480224,-26.49871623116097,3.29,1.55,71.0,88.7,81.0,88.4,2413.0,6.0,716393,657585,682626,668901,677595,683146,596019,641796,542364,621466,54.51,0.001,0.0,0.0,1.0,0.0,0.0,Under,58,4,11,4,4,11,4,11,4,11,Infield shade,Standard,146.0,0.001,-0.121,,,2-1,5.76,-5.4,Fastballs,Under
Four-Seam,2023-09-30,96.2,-2.1,5.62,"Schwarber, Kyle",656941,657585,,ball,,,,,11,Kyle Schwarber pops out to catcher Francisco Alvarez in foul territory.,R,L,R,NYM,PHI,B,,,1,1,2023,-0.46,1.64,-0.95,4.31,,,,2,6,Top,,,,,682626,,,4.067626599319612,-139.94808513683782,-1.5149159293381302,-7.043878325456562,37.72439031954281,-10.785003558309349,3.34,1.62,,,,94.8,2278.0,6.0,716393,657585,682626,668901,677595,683146,596019,641796,542364,621466,54.54,,,,,,,,58,3,11,4,4,11,4,11,4,11,Infield shade,Standard,211.0,0.0,0.02,,,1-1,19.68,5.5200000000000005,Fastballs,Other
Split-Finger,2023-09-30,86.6,-2.1,5.63,"Schwarber, Kyle",656941,657585,,swinging_strike,,,,,4,Kyle Schwarber pops out to catcher Francisco Alvarez in foul territory.,R,L,R,NYM,PHI,S,,,1,0,2023,-0.93,0.28,-0.5,2.16,,,,2,6,Top,,,,,682626,,,5.671644218270937,-125.88543441726664,-2.593334220002833,-11.044309948756997,27.902487111445726,-28.85561627339377,3.29,1.55,,,,85.8,1487.0,6.0,716393,657585,682626,668901,677595,683146,596019,641796,542364,621466,54.47,,,,,,,,58,2,11,4,4,11,4,11,4,11,Infield shade,Standard,225.0,0.0,-0.022,,,1-0,3.3600000000000003,11.16,Offspeed balls,Other
Sinker,2023-09-30,95.6,-2.11,5.49,"Schwarber, Kyle",656941,657585,,ball,,,,,11,Kyle Schwarber pops out to catcher Francisco Alvarez in foul territory.,R,L,R,NYM,PHI,B,,,0,0,2023,-1.42,0.97,-1.38,2.61,,,,2,6,Top,,,,,682626,,,5.13192832369586,-139.03869951780908,-4.082532778789884,-19.5045016137299,35.384786849890176,-18.908929463787505,3.28,1.56,,,,95.0,2149.0,6.3,716393,657585,682626,668901,677595,683146,596019,641796,542364,621466,54.25,,,,,,,,58,1,11,4,4,11,4,11,4,11,Infield shade,Standard,215.0,0.0,0.016,,,0-0,11.64,17.04,Fastballs,Other
Sinker,2023-09-30,92.6,2.08,5.72,"Schwarber, Kyle",656941,500779,strikeout,called_strike,,,,,9,Kyle Schwarber called out on strikes.,R,L,L,NYM,PHI,S,2.0,,3,2,2023,1.36,1.26,0.53,1.77,,,,0,1,Top,,,,,682626,,,-6.952030960175099,-134.46409691442292,-7.004263795158593,17.990153462419737,30.750118647424696,-15.522320267723709,3.14,1.55,,,,92.8,2191.0,6.6,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,53.88,,0.0,0.0,1.0,0.0,0.0,,1,6,0,0,0,0,0,0,0,0,Infield shade,Standard,160.0,0.022,-0.317,,,3-2,15.120000000000001,-16.32,Fastballs,Other
Sinker,2023-09-30,92.7,1.93,5.72,"Schwarber, Kyle",656941,500779,,ball,,,,,13,Kyle Schwarber called out on strikes.,R,L,L,NYM,PHI,B,,,2,2,2023,1.23,1.16,-0.86,0.64,,,,0,1,Top,,,,,682626,,,-9.839593637887512,-134.27488045137304,-9.6286067727652,17.111368870720817,30.45282345890537,-16.153798605161768,3.23,1.53,,,,92.4,2254.0,6.5,716393,500779,682626,668901,677595,683146,596019,641796,542364,621466,54.01,,,,,,,,1,5,0,0,0,0,0,0,0,0,Infield shade,Standard,155.0,0.0,0.103,,,2-2,13.919999999999998,-14.76,Fastballs,Other
Sweeper,2023-09-30,81.1,3.4,5.46,"Schwarber, Kyle",656941,548384,strikeout,called_strike,,,,,6,Kyle Schwarber called out on strikes.,R,L,L,NYM,PHI,S,2.0,,2,2,2023,-1.56,0.25,0.75,2.44,,642215.0,595909.0,1,8,Top,,,,,553882,,,-2.926945585669113,-117.9911391111338,-0.5100482136565563,-13.732321129495473,25.882964959599523,-30.021220861603908,3.25,1.5,,,,79.9,3050.0,5.8,716376,548384,553882,624413,641645,677595,596019,664901,542364,621466,54.69,,0.0,0.0,1.0,0.0,0.0,,58,5,4,0,0,4,0,4,0,4,Standard,Standard,292.0,0.029,-0.391,,,2-2,3.0,18.72,Breaking balls,Other
Four-Seam,2023-09-30,95.2,-2.16,5.51,"Schwarber, Kyle",656941,622098,field_out,hit_into_play,,,,,5,Kyle Schwarber pops out to second baseman Luis Guillorme.,R,L,R,NYM,PHI,X,4.0,popup,2,1,2023,-0.74,1.74,-0.03,2.52,,,,0,9,Top,146.19,155.98,,,682626,,,7.221527602551348,-138.31286026767975,-6.004932039075611,-11.272089436629404,34.80558080373064,-8.727329233598226,3.29,1.55,114.0,88.9,68.0,94.1,2576.0,6.0,716393,622098,682626,668901,641645,683146,677595,641796,542364,621466,54.49,0.003,0.003,0.0,1.0,0.0,0.0,Under,76,4,11,4,4,11,4,11,4,11,Infield shade,Standard,212.0,0.001,-0.281,,,2-1,20.88,8.879999999999999,Fastballs,Under
Four-Seam,2023-09-30,95.1,-1.54,6.14,"Schwarber, Kyle",656941,656731,walk,ball,,,,,11,Kyle Schwarber walks.,R,L,R,NYM,PHI,B,,,3,0,2023,-0.99,1.08,-1.49,2.49,,,,0,1,Top,,,,,553882,,,2.3902450755791875,-138.24011298987128,-6.279084392948335,-13.211737380028572,35.20900663926028,-17.058455066340272,3.3,1.53,,,,95.1,2074.0,6.7,716376,656731,553882,624413,641645,677595,596019,664901,542364,621466,53.81,,0.695903,0.7,1.0,0.0,0.0,,1,4,0,0,0,0,0,0,0,0,Infield shade,Standard,221.0,-0.036,0.155,,,3-0,12.96,11.879999999999999,Fastballs,Other
