pitch_name,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,count,pfx_z_inches,pfx_x_inches
Changeup,2023-09-12,88.4,-2.89,4.96,"Arraez, Luis",650333,642547,field_out,hit_into_play,,,,,7,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,X,3.0,ground_ball,2,2,2023,-1.4,0.45,-0.76,1.6,,,,1,3,Top,150.76,168.19,,,661388,,,8.150680010869738,-128.43191727057845,-3.025618991106514,-17.174447912612113,27.159142611406484,-26.80238266252813,3.12,1.48,3.0,91.0,-30.0,88.9,1791.0,6.7,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.77,0.1,0.107,0.0,1.0,0.0,0.0,2.0,20,7,1,1,1,1,1,1,1,1,Standard,Strategic,245.0,0.018,-0.148,2-2,5.4,16.799999999999997
Changeup,2023-09-12,88.4,-2.96,5.07,"Arraez, Luis",650333,642547,,foul,,,,,13,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,S,,,2,2,2023,-1.34,0.08,-1.49,2.27,,,,1,3,Top,,,,,661388,,,6.420919110448712,-128.71098816054177,-0.9776030781495724,-16.17859505545492,25.394763702440283,-31.25438534714428,3.12,1.48,188.0,70.6,34.0,89.4,1627.0,6.7,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.76,,,,,,,,20,6,1,1,1,1,1,1,1,1,Standard,Strategic,242.0,0.0,0.0,2-2,0.96,16.080000000000002
Curveball,2023-09-12,79.3,-2.75,5.23,"Arraez, Luis",650333,642547,,ball,,,,,13,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,B,,,1,2,2023,0.41,-0.41,-0.24,0.56,,,,1,3,Top,,,,,661388,,,4.756490906984128,-115.48852935697415,-2.6749845126978737,2.7488605539607325,21.72331740730952,-35.59045691235063,3.08,1.44,,,,79.8,2272.0,6.6,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.89,,,,,,,,20,5,1,1,1,1,1,1,1,1,Standard,Strategic,61.0,0.0,0.029,1-2,-4.92,-4.92
4-Seam Fastball,2023-09-12,95.2,-3.06,4.92,"Arraez, Luis",650333,642547,,foul,,,,,1,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,S,,,1,2,2023,-0.64,1.47,-0.68,3.05,,,,1,3,Top,,,,,661388,,,7.737779317973617,-138.55086702241073,-2.61517962432314,-9.88456559809386,30.255086833406924,-12.798433631764455,3.12,1.48,213.0,73.2,46.0,96.1,2551.0,6.7,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.78,,,,,,,,20,4,1,1,1,1,1,1,1,1,Standard,Strategic,209.0,0.0,0.0,1-2,17.64,7.68
Changeup,2023-09-12,89.8,-3.0,4.96,"Arraez, Luis",650333,642547,,ball,,,,,13,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,B,,,0,2,2023,-1.17,0.44,-0.04,0.71,,,,1,3,Top,,,,,661388,,,9.886656582962717,-130.2947451083651,-5.518814810529275,-15.409325650886167,26.918826132671875,-26.117004113721407,3.0,1.47,,,,90.5,1701.0,6.8,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.67,,,,,,,,20,3,1,1,1,1,1,1,1,1,Standard,Strategic,241.0,0.0,0.012,0-2,5.28,14.04
Changeup,2023-09-12,87.9,-3.01,5.1,"Arraez, Luis",650333,642547,,foul,,,,,5,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,S,,,0,1,2023,-1.3,0.21,-0.04,2.2,,,,1,3,Top,,,,,661388,,,9.919531582611905,-127.73947604355376,-1.3614261855187395,-16.230869477548808,24.708701456456776,-29.82746210239989,3.12,1.48,177.0,71.6,58.0,88.4,1815.0,6.5,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.99,,,,,,,,20,2,1,1,1,1,1,1,1,1,Standard,Strategic,235.0,0.0,-0.036,0-1,2.52,15.600000000000001
4-Seam Fastball,2023-09-12,93.8,-2.97,5.05,"Arraez, Luis",650333,642547,,called_strike,,,,,11,"Luis Arraez grounds out, first baseman Carlos Santana to pitcher Freddy Peralta.",R,L,R,MIL,MIA,S,,,0,0,2023,-0.39,1.46,-0.29,3.41,,,,1,3,Top,,,,,661388,,,7.858347818925056,-136.3394098552591,-1.717338645917709,-6.608185372591277,30.47479206209352,-13.847413722690469,3.13,1.37,,,,94.4,2477.0,6.8,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.74,,,,,,,,20,1,1,1,1,1,1,1,1,1,Standard,Strategic,216.0,0.0,-0.026,0-0,17.52,4.68
Changeup,2023-09-12,81.5,-2.45,5.03,"Arraez, Luis",650333,642207,field_out,hit_into_play,,,,,13,"Luis Arraez grounds out, second baseman Brice Turang to first baseman Carlos Santana.",R,L,R,MIL,MIA,X,4.0,ground_ball,1,2,2023,-1.73,-0.55,-1.15,1.3,,,,0,9,Top,142.63,150.39,,,661388,,,6.300190743524676,-118.53307333818792,-0.6427466260861252,-17.537858305576183,25.06058625570889,-37.43611474986712,3.12,1.48,5.0,58.7,-16.0,81.9,2766.0,6.8,716610,642207,661388,467793,668930,655316,642715,621438,686894,686217,53.68,0.049,0.044,0.0,1.0,0.0,0.0,1.0,62,4,3,1,1,3,1,3,1,3,Standard,Strategic,290.0,0.037,-0.173,1-2,-6.6000000000000005,20.759999999999998
4-Seam Fastball,2023-09-12,91.4,-3.11,5.12,"Arraez, Luis",650333,642547,home_run,hit_into_play,,,,,2,Luis Arraez homers (7) on a fly ball to right field.,R,L,R,MIL,MIA,X,,fly_ball,2,0,2023,-0.33,1.42,0.21,2.79,,,,0,1,Top,241.6,89.04,,,661388,,,9.107985252511725,-132.8250532411855,-3.084005176554983,-5.752896631150905,27.445685223714754,-14.801362457974816,3.12,1.48,391.0,104.0,30.0,92.0,2314.0,6.6,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.87,0.851,1.687,2.0,1.0,0.0,3.0,6.0,1,3,0,0,0,0,1,0,1,0,Standard,Strategic,209.0,-0.101,0.9,2-0,17.04,3.96
Changeup,2023-09-12,82.1,-2.28,5.13,"Arraez, Luis",650333,642207,,foul,,,,,9,"Luis Arraez grounds out, second baseman Brice Turang to first baseman Carlos Santana.",R,L,R,MIL,MIA,S,,,1,1,2023,-1.7,-0.24,0.3,1.47,,,,0,9,Top,,,,,661388,,,9.246297801844277,-119.14343396363752,-1.1683062368174022,-17.994709303834888,25.537871153309137,-34.442266927396425,3.12,1.48,158.0,64.3,31.0,82.8,2661.0,7.1,716610,642207,661388,467793,668930,655316,642715,621438,686894,686217,53.36,,,,,,,,62,3,3,1,1,3,1,3,1,3,Standard,Strategic,278.0,0.0,-0.055,1-1,-2.88,20.4
Cutter,2023-09-12,90.2,-2.28,5.36,"Arraez, Luis",650333,642207,,foul,,,,,3,"Luis Arraez grounds out, second baseman Brice Turang to first baseman Carlos Santana.",R,L,R,MIL,MIA,S,,,1,0,2023,-0.07,1.28,0.59,2.99,,,,0,9,Top,,,,,661388,,,7.455671359842536,-131.2080514661238,-2.738525515913308,-2.300207865764706,25.83456875871437,-16.9401541009206,3.12,1.48,368.0,103.4,30.0,92.4,2457.0,7.5,716610,642207,661388,467793,668930,655316,642715,621438,686894,686217,53.02,,,,,,,,62,2,3,1,1,3,1,3,1,3,Standard,Strategic,202.0,0.0,-0.046,1-0,15.36,0.8400000000000001
4-Seam Fastball,2023-09-12,92.4,-3.05,5.11,"Arraez, Luis",650333,642547,,ball,,,,,11,Luis Arraez homers (7) on a fly ball to right field.,R,L,R,MIL,MIA,B,,,1,0,2023,-0.48,1.44,-1.11,2.56,,,,0,1,Top,,,,,661388,,,6.01008650026514,-134.49755408130213,-3.8808338728689273,-7.06532269039501,28.578014265893945,-13.989139699951265,3.11,1.52,,,,93.2,2410.0,6.7,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.79,,,,,,,,1,2,0,0,0,0,0,0,0,0,Standard,Strategic,214.0,0.0,0.064,1-0,17.28,5.76
4-Seam Fastball,2023-09-12,92.2,-3.0,5.13,"Arraez, Luis",650333,642547,,ball,,,,,11,Luis Arraez homers (7) on a fly ball to right field.,R,L,R,MIL,MIA,B,,,0,0,2023,-0.28,1.47,-0.14,3.52,,,,0,1,Top,,,,,661388,,,7.925930070802025,-134.0917272938607,-1.4708858910373663,-5.114416058798323,29.188539410042825,-14.335857456925318,3.11,1.52,,,,92.7,2380.0,6.6,716610,642547,661388,467793,668930,655316,642715,592192,686217,621438,53.89,,,,,,,,1,1,0,0,0,0,0,0,0,0,Standard,Strategic,212.0,0.0,0.036,0-0,17.64,3.3600000000000003
Cutter,2023-09-12,90.9,-2.31,5.32,"Arraez, Luis",650333,642207,,ball,,,,,12,"Luis Arraez grounds out, second baseman Brice Turang to first baseman Carlos Santana.",R,L,R,MIL,MIA,B,,,0,0,2023,-0.1,1.45,0.34,3.95,,,,0,9,Top,,,,,661388,,,6.966477893858739,-132.21305813548258,-0.6419002673151893,-2.644433104300343,28.191408780540947,-15.210378986973618,3.11,1.5,,,,92.5,2461.0,7.2,716610,642207,661388,467793,668930,655316,642715,621438,686894,686217,53.26,,,,,,,,62,1,3,1,1,3,1,3,1,3,Standard,Strategic,214.0,0.0,0.036,0-0,17.4,1.2000000000000002
Slider,2023-09-11,86.4,-1.47,5.82,"Arraez, Luis",650333,605540,single,hit_into_play,,,,,4,Luis Arraez singles on a line drive to right fielder Sal Frelick.,R,L,R,MIL,MIA,X,9.0,line_drive,1,1,2023,0.3,0.18,-0.66,2.34,,,,0,6,Top,165.01,92.09,,,661388,,,1.318441604917378,-125.85808346794484,-2.498909539294521,2.9604536316478947,24.11740037584996,-29.96196116592282,3.13,1.48,221.0,96.3,11.0,87.1,2526.0,6.5,716626,605540,661388,467793,655316,518626,642715,621438,686894,686217,53.97,0.877,0.85,0.9,1.0,1.0,0.0,4.0,46,3,6,0,0,6,0,6,0,6,Standard,Strategic,82.0,-0.011,0.398,1-1,2.16,-3.5999999999999996
Changeup,2023-09-11,86.3,-1.52,5.78,"Arraez, Luis",650333,605540,,ball,,,,,13,Luis Arraez singles on a line drive to right fielder Sal Frelick.,R,L,R,MIL,MIA,B,,,0,1,2023,-0.94,1.06,-0.68,0.48,,,,0,6,Top,,,,,661388,,,3.935632625558791,-125.30916218120991,-8.466197198823464,-10.740278563711668,27.9862342069584,-19.393819622385934,3.07,1.5,,,,86.1,2100.0,6.5,716626,605540,661388,467793,655316,518626,642715,621438,686894,686217,54.0,,,,,,,,46,2,6,0,0,6,0,6,0,6,Standard,Strategic,223.0,0.0,0.028,0-1,12.72,11.28
Changeup,2023-09-11,82.5,-1.54,5.87,"Arraez, Luis",650333,605540,,called_strike,,,,,8,Luis Arraez singles on a line drive to right fielder Sal Frelick.,R,L,R,MIL,MIA,S,,,0,0,2023,-1.21,0.47,0.09,2.07,,,,0,6,Top,,,,,661388,,,6.098413489254555,-120.01086727172138,-3.001290545062324,-12.925960695749604,24.401849692124564,-27.28124324559151,3.44,1.58,,,,82.7,1982.0,6.6,716626,605540,661388,467793,655316,518626,642715,621438,686894,686217,53.91,,,,,,,,46,1,6,0,0,6,0,6,0,6,Standard,Strategic,227.0,0.0,-0.038,0-0,5.64,14.52
Sinker,2023-09-11,94.5,-1.27,5.96,"Arraez, Luis",650333,605540,field_out,hit_into_play,,,,,5,Luis Arraez flies out to center fielder Joey Wiemer.,R,L,R,MIL,MIA,X,8.0,fly_ball,0,0,2023,-1.0,1.57,0.02,2.42,,,,0,3,Top,104.91,117.36,,,661388,,,5.604778842854281,-137.36150825234506,-7.042381466925021,-13.85816743383774,31.59014756456305,-10.877665876699114,3.13,1.48,213.0,90.2,58.0,94.7,2369.0,6.6,716626,605540,661388,467793,655316,518626,642715,621438,686894,686217,53.92,0.014,0.015,0.0,1.0,0.0,0.0,3.0,19,1,1,0,0,1,0,1,0,1,Standard,Strategic,205.0,0.026,-0.238,0-0,18.84,12.0
Changeup,2023-09-11,84.1,-1.44,5.8,"Arraez, Luis",650333,605540,field_out,hit_into_play,,,,,4,Luis Arraez flies out to left fielder Tyrone Taylor.,R,L,R,MIL,MIA,X,7.0,fly_ball,0,1,2023,-1.42,0.58,-0.68,2.4,,,,0,1,Top,92.91,114.36,,,661388,,,4.587841058929596,-122.3865352558885,-2.6438205543980486,-15.183139994455708,24.0535278636518,-26.06255458746004,3.13,1.48,228.0,72.6,43.0,84.6,1974.0,6.6,716626,605540,661388,467793,655316,518626,642715,621438,686894,686217,53.91,0.234,0.239,0.0,1.0,0.0,0.0,3.0,1,2,0,0,0,0,0,0,0,0,Standard,Strategic,228.0,0.022,-0.2,0-1,6.959999999999999,17.04
4-Seam Fastball,2023-09-11,93.9,-1.38,5.94,"Arraez, Luis",650333,605540,,called_strike,,,,,2,Luis Arraez flies out to left fielder Tyrone Taylor.,R,L,R,MIL,MIA,S,,,0,0,2023,-0.25,1.55,0.24,2.98,,,,0,1,Top,,,,,661388,,,4.7394615274560765,-136.49761427763363,-5.330867566804779,-4.175842021511187,32.454961686100084,-11.89488053374748,3.04,1.44,,,,94.0,2375.0,6.6,716626,605540,661388,467793,655316,518626,642715,621438,686894,686217,53.92,,,,,,,,1,1,0,0,0,0,0,0,0,0,Standard,Strategic,205.0,0.0,-0.038,0-0,18.6,3.0
Knuckle Curve,2023-09-09,78.3,-2.23,5.26,"Arraez, Luis",650333,605400,single,hit_into_play,,,,,4,Luis Arraez singles on a line drive to left fielder Jake Cave.   Jacob Stallings to 3rd.,R,L,R,PHI,MIA,X,7.0,line_drive,0,1,2023,1.16,-0.96,-0.75,2.12,,607732.0,,1,5,Top,79.21,90.64,,,592663,,,1.065934530248133,-113.98638023980688,1.917298464777088,9.801828935167546,23.34257578945057,-41.07262359190791,3.16,1.5,248.0,97.8,15.0,78.0,2546.0,6.3,716653,605400,592663,547180,681082,664761,607208,595909,669016,592206,54.15,0.734,0.738,0.9,1.0,1.0,0.0,4.0,38,2,5,2,2,5,2,5,2,5,Standard,Standard,59.0,-0.046,0.713,0-1,-11.52,-13.919999999999998
4-Seam Fastball,2023-09-09,91.8,-2.16,5.22,"Arraez, Luis",650333,605400,,called_strike,,,,,1,Luis Arraez singles on a line drive to left fielder Jake Cave.   Jacob Stallings to 3rd.,R,L,R,PHI,MIA,S,,,0,0,2023,-0.86,1.37,-0.45,2.66,,607732.0,,1,5,Top,,,,,592663,,,6.237892484484805,-133.4748156717613,-3.5971474577585254,-11.71031436924748,30.5085896299553,-15.261004996058965,2.94,1.41,,,,92.2,2228.0,6.7,716653,605400,592663,547180,681082,664761,607208,595909,669016,592206,53.77,,,,,,,,38,1,5,2,2,5,2,5,2,5,Standard,Standard,229.0,0.0,-0.047,0-0,16.44,10.32
4-Seam Fastball,2023-09-09,91.8,-2.16,5.24,"Arraez, Luis",650333,605400,field_out,hit_into_play,,,,,7,Luis Arraez flies out to left fielder Jake Cave in foul territory.,R,L,R,PHI,MIA,X,7.0,fly_ball,0,0,2023,-1.1,1.28,-0.38,1.99,,,,1,3,Top,37.34,116.59,,,592663,,,6.9388202541606905,-133.39976201616503,-5.148910188318803,-14.649994693299885,29.19501150771133,-16.01654643201802,3.16,1.5,298.0,91.6,44.0,92.4,2263.0,6.8,716653,605400,592663,547180,681082,664761,607208,595909,669016,592206,53.72,0.006,0.005,0.0,1.0,0.0,0.0,3.0,22,1,5,0,0,5,0,5,0,5,Standard,Standard,231.0,0.008,-0.169,0-0,15.36,13.200000000000001
4-Seam Fastball,2023-09-09,96.8,-3.19,4.86,"Arraez, Luis",650333,518886,strikeout,swinging_strike,,,,,11,Luis Arraez strikes out swinging.,R,L,R,PHI,MIA,S,2.0,,0,2,2023,-0.77,1.21,-1.05,3.42,,,641658.0,2,9,Top,,,,,592663,,,7.507019490475957,-140.80665038617352,-1.0483584213299209,-12.001412185806323,32.26013942038757,-16.086102166758053,3.16,1.5,,,,97.2,2339.0,6.5,716653,518886,592663,547180,681082,664761,607208,669016,665506,592206,53.96,,,0.0,1.0,0.0,0.0,,73,3,8,4,4,8,4,8,4,8,Standard,Standard,217.0,0.003,-0.157,0-2,14.52,9.24
4-Seam Fastball,2023-09-09,96.6,-2.97,4.89,"Arraez, Luis",650333,518886,,foul,,,,,6,Luis Arraez strikes out swinging.,R,L,R,PHI,MIA,S,,,0,1,2023,-0.77,1.32,0.3,2.57,,,641658.0,2,9,Top,,,,,592663,,,10.538266981381131,-140.2421918542989,-3.62549107739386,-12.558375422004984,31.853538034922508,-14.066537570400245,3.16,1.5,216.0,73.0,28.0,97.2,2400.0,6.8,716653,518886,592663,547180,681082,664761,607208,669016,665506,592206,53.71,,,,,,,,73,2,8,4,4,8,4,8,4,8,Standard,Standard,222.0,0.0,-0.046,0-1,15.84,9.24
Knuckle Curve,2023-09-09,86.1,-2.84,5.28,"Arraez, Luis",650333,518886,,called_strike,,,,,4,Luis Arraez strikes out swinging.,R,L,R,PHI,MIA,S,,,0,0,2023,0.99,-0.69,-0.42,2.31,,,641658.0,2,9,Top,,,,,592663,,,3.7839634966740814,-125.37721911606008,0.6167594461448431,9.665021202316728,25.39372533414598,-39.83896608995296,3.0,1.45,,,,86.9,2685.0,6.7,716653,518886,592663,547180,681082,664761,607208,669016,665506,592206,53.76,,,,,,,,73,1,8,4,4,8,4,8,4,8,Standard,Standard,54.0,0.0,-0.038,0-0,-8.28,-11.879999999999999
Slider,2023-09-09,89.5,1.74,5.87,"Arraez, Luis",650333,642397,field_out,hit_into_play,,,,,13,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,X,4.0,ground_ball,0,2,2023,-0.06,0.32,-0.98,1.79,,,,1,7,Top,142.38,159.43,,,592663,,,-6.607284468357306,-130.20486877785507,-4.766859713130175,0.7649232642235949,27.68939678012841,-27.69364158024144,3.16,1.5,6.0,56.3,-16.0,89.8,2446.0,6.5,716653,642397,592663,547180,681082,664761,607208,595909,669016,592206,53.98,0.074,0.081,0.0,1.0,0.0,0.0,1.0,57,4,8,4,4,8,4,8,4,8,Standard,Standard,164.0,0.009,-0.107,0-2,3.84,0.72
Sinker,2023-09-09,99.8,1.86,5.92,"Arraez, Luis",650333,642397,,foul,,,,,12,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,S,,,0,2,2023,1.36,1.07,0.76,3.6,,,,1,7,Top,,,,,592663,,,-6.225713535382726,-145.13531188455744,-3.488815533761576,20.71732853282022,35.93043998087786,-16.48073888356687,3.16,1.5,226.0,72.4,32.0,99.7,2482.0,6.4,716653,642397,592663,547180,681082,664761,607208,595909,669016,592206,54.08,,,,,,,,57,3,8,4,4,8,4,8,4,8,Standard,Standard,137.0,0.0,0.0,0-2,12.84,-16.32
Sinker,2023-09-09,98.0,1.83,6.0,"Arraez, Luis",650333,642397,,foul,,,,,6,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,S,,,0,1,2023,1.51,0.91,0.76,2.44,,,,1,7,Top,,,,,592663,,,-6.408089454163575,-142.49824946915882,-6.258304458224343,22.00307142411732,34.12224838219524,-18.49477126782649,3.16,1.5,2.0,68.3,-50.0,98.3,2356.0,6.6,716653,642397,592663,547180,681082,664761,607208,595909,669016,592206,53.93,,,,,,,,57,2,8,4,4,8,4,8,4,8,Standard,Standard,138.0,0.0,-0.036,0-1,10.92,-18.12
Slider,2023-09-09,89.2,1.9,5.94,"Arraez, Luis",650333,642397,,swinging_strike,,,,,11,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,S,,,0,0,2023,0.0,0.25,-1.02,2.35,,,,1,7,Top,,,,,592663,,,-7.209342320676382,-129.78060308921107,-3.333208762490454,1.5512811220865332,27.50641335832218,-28.89851142102909,3.16,1.5,,,,89.5,2486.0,6.5,716653,642397,592663,547180,681082,664761,607208,595909,669016,592206,53.98,,,,,,,,57,1,8,4,4,8,4,8,4,8,Standard,Standard,150.0,0.0,-0.026,0-0,3.0,-0.0
4-Seam Fastball,2023-09-09,92.8,-2.03,5.28,"Arraez, Luis",650333,605400,field_out,hit_into_play,,,,,11,Luis Arraez flies out to left fielder Jake Cave.,R,L,R,PHI,MIA,X,7.0,fly_ball,0,0,2023,-1.05,1.33,-1.05,3.17,,,,0,1,Top,44.72,100.52,,,592663,,,4.851364388988164,-135.03855788834773,-2.505466816435736,-13.958990839823889,31.51649800607046,-15.605983811580902,3.16,1.5,325.0,89.7,42.0,93.2,2220.0,6.7,716653,605400,592663,547180,681082,664761,607208,595909,669016,592206,53.81,0.009,0.012,0.0,1.0,0.0,0.0,3.0,1,1,0,0,0,0,0,0,0,0,Standard,Standard,228.0,0.022,-0.238,0-0,15.96,12.600000000000001
Sinker,2023-09-08,92.2,1.99,5.97,"Arraez, Luis",650333,650911,field_out,hit_into_play,,,,,8,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,X,4.0,ground_ball,1,2,2023,1.51,0.23,-0.07,1.94,,,,1,5,Top,137.02,144.32,,,592663,,,-8.584073975875224,-133.99901659737176,-4.963406920132126,20.081992703489416,27.618635983098205,-28.58930154233004,3.14,1.5,5.0,90.8,-21.0,93.1,1952.0,6.8,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.72,0.111,0.1,0.0,1.0,0.0,0.0,2.0,36,4,2,0,0,2,0,2,0,2,Standard,Standard,110.0,0.019,-0.119,1-2,2.7600000000000002,-18.12
Changeup,2023-09-08,81.8,2.12,5.95,"Arraez, Luis",650333,650911,,ball,,,,,13,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,B,,,0,2,2023,1.53,-0.16,-1.52,0.99,,,,1,5,Top,,,,,592663,,,-11.252602776329594,-118.59405727885957,-4.34825090740845,16.551972035479377,20.854420212506383,-33.02498856381941,3.07,1.44,,,,82.7,1870.0,6.9,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.62,,,,,,,,36,3,2,0,0,2,0,2,0,2,Standard,Standard,96.0,0.0,0.012,0-2,-1.92,-18.36
Sinker,2023-09-08,92.7,1.91,6.09,"Arraez, Luis",650333,650911,,called_strike,,,,,7,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,S,,,0,1,2023,1.54,0.44,-0.3,1.67,,,,1,5,Top,,,,,592663,,,-9.10155039624614,-134.6480058558395,-6.535649833820568,20.71455672823971,27.78871598431041,-25.545777770002783,3.0,1.44,,,,93.7,1972.0,6.9,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.61,,,,,,,,36,2,2,0,0,2,0,2,0,2,Standard,Standard,111.0,0.0,-0.036,0-1,5.28,-18.48
Sinker,2023-09-08,93.2,1.92,6.14,"Arraez, Luis",650333,650911,,foul,,,,,2,"Luis Arraez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.",R,L,L,PHI,MIA,S,,,0,0,2023,1.57,0.35,0.15,2.73,,,,1,5,Top,,,,,592663,,,-8.072034271454985,-135.44364908469933,-3.8015547238871386,21.13004468907361,29.03019776042952,-27.172334583156687,3.14,1.5,178.0,66.2,25.0,94.0,1972.0,6.8,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.7,,,,,,,,36,1,2,0,0,2,0,2,0,2,Standard,Standard,112.0,0.0,-0.026,0-0,4.199999999999999,-18.84
Changeup,2023-09-08,82.6,2.08,5.85,"Arraez, Luis",650333,650911,strikeout,swinging_strike,,,,,14,Luis Arraez strikes out swinging.,R,L,L,PHI,MIA,S,2.0,,1,2,2023,1.68,-0.24,1.09,1.6,,,,1,3,Top,,,,,592663,,,-5.568066396723816,-120.16879179401744,-2.6889952785097275,17.351692083331447,24.41749199216867,-34.11547865154343,3.14,1.5,,,,83.0,1806.0,6.7,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.79,,,0.0,1.0,0.0,0.0,,18,5,1,0,0,1,0,1,0,1,Standard,Standard,94.0,0.018,-0.119,1-2,-2.88,-20.16
Sinker,2023-09-08,93.0,1.85,6.08,"Arraez, Luis",650333,650911,,foul,,,,,13,Luis Arraez strikes out swinging.,R,L,L,PHI,MIA,S,,,1,2,2023,1.75,0.21,-0.89,2.01,,,,1,3,Top,,,,,592663,,,-10.963051240941905,-134.89305171859866,-5.111891600598652,23.806457539155605,31.05807617553152,-28.62115242592784,3.14,1.5,1.0,77.7,-71.0,93.6,2066.0,6.9,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.55,,,,,,,,18,4,1,0,0,1,0,1,0,1,Standard,Standard,113.0,0.0,0.0,1-2,2.52,-21.0
Sinker,2023-09-08,92.6,1.97,6.12,"Arraez, Luis",650333,650911,,called_strike,,,,,1,Luis Arraez strikes out swinging.,R,L,L,PHI,MIA,S,,,1,1,2023,1.76,0.23,-0.48,2.98,,,,1,3,Top,,,,,592663,,,-10.179504635105245,-134.35323227494206,-2.6538882389658407,23.51388475131899,31.0657445623989,-28.975832520809973,3.12,1.47,,,,92.9,2036.0,6.8,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.72,,,,,,,,18,3,1,0,0,1,0,1,0,1,Standard,Standard,116.0,0.0,-0.043,1-1,2.7600000000000002,-21.12
Slider,2023-09-08,81.7,1.94,6.1,"Arraez, Luis",650333,650911,,called_strike,,,,,2,Luis Arraez strikes out swinging.,R,L,L,PHI,MIA,S,,,1,0,2023,-0.13,-0.37,-0.06,3.03,,,,1,3,Top,,,,,592663,,,-4.284616344025541,-118.86774225995522,0.4206219820306969,-0.394192935969925,23.55231446658424,-35.95388540419495,3.07,1.44,,,,82.1,2065.0,6.7,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.82,,,,,,,,18,2,1,0,0,1,0,1,0,1,Standard,Standard,317.0,0.0,-0.031,1-0,-4.4399999999999995,1.56
Sinker,2023-09-08,92.3,1.86,6.08,"Arraez, Luis",650333,650911,,ball,,,,,13,Luis Arraez strikes out swinging.,R,L,L,PHI,MIA,B,,,0,0,2023,1.68,0.15,-1.23,1.78,,,,1,3,Top,,,,,592663,,,-11.572691925277049,-133.85573142200258,-5.435133380887562,22.659927840627017,29.51918426192676,-29.296030081965384,3.14,1.51,,,,92.8,2021.0,6.8,716679,650911,592663,547180,681082,664761,607208,669016,679032,592206,53.68,,,,,,,,18,1,1,0,0,1,0,1,0,1,Standard,Standard,113.0,0.0,0.025,0-0,1.7999999999999998,-20.16
