"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SL","2023-07-16","84.2","2.89","5.42","Schwarber, Kyle",656941,623352,,"ball",,,,,13,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","B",,,0,0,2023,"-0.16","0.15","-1.24","2.13",,679032,,0,10,"Bot",,,,,596142,,,-9.368414446700225,-122.37578225565066,-1.555823697599836,0.23888143012026022,23.698956378581613,-30.518321884648163,"3.26","1.52",,,,"85",2269,"6.9",717387,623352,596142,641525,673490,592518,593428,665742,663757,665487,"53.64",,,,,,,,77,1,"Slider",5,6,5,6,6,5,5,6,"Standard","Standard",306,"0","0.049",,
"FF","2023-07-16","92.4","-0.88","5.9","Schwarber, Kyle",656941,607625,,"called_strike",,,,,7,"Kyle Schwarber called out on strikes.","R","L","R","PHI","SD","S",,,0,0,2023,"-0.7","1.4","-0.57","1.75",,,,0,1,"Bot",,,,,596142,,,2.3198030143060033,-134.42891353938006,-7.763710609890227,-9.003843904695021,29.94062231754044,-13.773314501060609,"3.09","1.47",,,,"91.9",2280,"6.1",717387,607625,596142,630105,673490,592518,593428,665742,663757,641525,"54.43",,,,,,,,5,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",210,"0","-0.038",,
"FF","2023-07-15","96.8","2.09","6.69","Schwarber, Kyle",656941,605483,"strikeout","swinging_strike",,,,,2,"Kyle Schwarber strikes out swinging.  Johan Rojas steals (1) 2nd base.","R","L","L","PHI","SD","S",2,,2,2,2023,"0.41","1.41","-0.23","3.18",624641,,679032,1,5,"Bot",,,,,596142,,,-7.20770023061801,-140.70231110308458,-7.072282060593055,7.102041537301928,33.731523499501264,-12.056576188339582,"3.32","1.59",,,,"97.7",2311,"7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.51",,0,"0",1,0,0,,40,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",157,"-0.056","-0.512",,
"FF","2023-07-15","96.6","2.06","6.71","Schwarber, Kyle",656941,605483,,"ball",,,,,11,"Kyle Schwarber strikes out swinging.  Johan Rojas steals (1) 2nd base.","R","L","L","PHI","SD","B",,,1,2,2023,"0.4","1.47","-0.16","4.39",624641,,679032,1,5,"Bot",,,,,596142,,,-6.924586720635938,-140.45803697385688,-3.9753465576607456,6.83762391801982,31.81924528033728,-12.045938209066062,"2.98","1.47",,,,"97.8",2371,"7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.51",,,,,,,,40,4,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",158,"0","0.071",,
"FF","2023-07-15","96.9","2.02","6.76","Schwarber, Kyle",656941,605483,,"ball",,,,,11,"Kyle Schwarber strikes out swinging.  Johan Rojas steals (1) 2nd base.","R","L","L","PHI","SD","B",,,0,2,2023,"0.2","1.4","-0.79","3.43",624641,,679032,1,5,"Bot",,,,,596142,,,-8.052877409764653,-140.86646027905377,-6.642087336925875,4.392313956594836,31.13051844401733,-12.18133456183161,"3.08","1.47",,,,"98.1",2302,"7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.53",,,,,,,,40,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",158,"0","0.004",,
"CU","2023-07-15","80","2.01","6.69","Schwarber, Kyle",656941,605483,,"foul",,,,,13,"Kyle Schwarber strikes out swinging.  Johan Rojas steals (1) 2nd base.","R","L","L","PHI","SD","S",,,0,1,2023,"-1.16","-0.87","-0.12","0.95",624641,,679032,1,5,"Bot",,,,,596142,,,-2.544724968786011,-116.40208215308317,-4.299340815938196,-9.983979036212355,23.185585846717075,-39.45219372574667,"3.32","1.59",1,"55",-37,"80.9",2125,"7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.47",,,,,,,,40,2,"Curveball",0,3,0,3,3,0,0,3,"Standard","Standard",324,"0","-0.115",,
"FF","2023-07-15","96.8","2.06","6.74","Schwarber, Kyle",656941,605483,,"called_strike",,,,,11,"Kyle Schwarber strikes out swinging.  Johan Rojas steals (1) 2nd base.","R","L","L","PHI","SD","S",,,0,0,2023,"0.31","1.45","-0.83","2.68",624641,,679032,1,5,"Bot",,,,,596142,,,-8.520638881147201,-140.5296815134637,-8.717851335257611,5.97310083271387,29.72301689612447,-11.096063537925906,"3.18","1.52",,,,"98",2336,"7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.53",,,,,,,,40,1,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Standard","Standard",156,"0","-0.078",,
"CH","2023-07-15","86.1","2.29","6.09","Schwarber, Kyle",656941,677960,"home_run","hit_into_play",,,,,5,"Kyle Schwarber homers (24) on a fly ball to right field.    Garrett Stubbs scores.    Johan Rojas scores.","R","L","L","PHI","SD","X",,"fly_ball",0,0,2023,"0.79","1.07","0.19","2.7",,596117,679032,0,5,"Bot",216.81,91.81,,,543592,,,-6.4988152945824424,-125.22505119927749,-3.97998179662567,9.565607088036295,23.83210710419803,-20.24895869090759,"3.25","1.56",346,"90.9",29,"85.5",1718,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.68",0.071,0.098,"2",1,0,3,3,39,1,"Changeup",1,2,1,2,2,4,4,2,"Standard","Standard",129,"0.278","2.013",,
"CH","2023-07-15","85.6","2.26","5.97","Schwarber, Kyle",656941,677960,"field_out","hit_into_play",,,,,1,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","X",9,"line_drive",3,2,2023,"0.49","0.74","-0.54","3.37",,,,1,3,"Bot",177.42,81.71,,,543592,,,-7.52258196039005,-124.56164122752892,-1.4053704678895667,6.544715915496778,22.747738744141305,-24.371593803671896,"3.25","1.56",317,"108.2",16,"85.2",1793,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.66",0.646,0.76,"0",1,0,0,6,22,8,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",133,"-0.019","-0.207",,
"FF","2023-07-15","96.9","2.21","6.07","Schwarber, Kyle",656941,677960,,"ball",,,,,12,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","B",,,2,2,2023,"0.8","1.01","1.09","4.03",,,,1,3,"Bot",,,,,543592,,,-4.748360416023503,-141.1272911723635,-2.2283522350049334,11.78605829517442,31.86443660412092,-18.31562670232391,"3.14","1.57",,,,"95.9",2113,"5.7",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.85",,,,,,,,22,7,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",134,"0","0.059",,
"FF","2023-07-15","96.8","2.21","6.08","Schwarber, Kyle",656941,677960,,"foul",,,,,1,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","S",,,2,2,2023,"0.75","1.19","-0.68","2.87",,,,1,3,"Bot",,,,,543592,,,-9.347154556745094,-140.70334240990923,-5.70316276178502,12.012063047613951,29.41504299093592,-15.268980120817764,"3.25","1.56",,,,"96.2",2090,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.69",,,,,,,,22,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",140,"0","0",,
"ST","2023-07-15","84","2.27","6.12","Schwarber, Kyle",656941,677960,,"foul",,,,,5,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","S",,,2,2,2023,"-0.52","0.29","0.26","2.72",,,,1,3,"Bot",,,,,543592,,,-3.5956395011091296,-122.33470617584027,-2.1009269607672176,-4.636976210216544,22.33688372866688,-29.014779247883656,"3.25","1.56",153,"65.2",30,"83.9",2421,"6",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.49",,,,,,,,22,5,"Sweeper",0,1,0,1,1,0,0,1,"Infield shade","Standard",303,"0","0",,
"CH","2023-07-15","88","2.2","6.05","Schwarber, Kyle",656941,677960,,"swinging_strike",,,,,13,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","S",,,2,1,2023,"0.99","0.96","-0.1","1.19",,,,1,3,"Bot",,,,,543592,,,-7.5277880879993,-127.81455470577377,-7.632616495933875,12.334910767229445,24.365150199126028,-20.3260777736722,"3.25","1.56",,,,"87.4",1866,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.67",,,,,,,,22,4,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",137,"0","-0.048",,
"SL","2023-07-15","85.4","2.02","6.84","Schwarber, Kyle",656941,605483,"field_out","hit_into_play",,,,,13,"Kyle Schwarber pops out to third baseman Matthew Batten.","R","L","L","PHI","SD","X",5,"popup",0,1,2023,"-0.31","0.55","-0.6","1.41",,,,0,3,"Bot",85.81,145.24,,,596142,,,-5.563904094097814,-124.14780192204174,-7.652880352693325,-2.1010927486337883,24.043975751673916,-25.169157162544412,"3.32","1.59",169,"59.6",47,"86",2157,"6.7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.84",0.154,0.139,"0",1,0,0,3,23,2,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",182,"-0.023","-0.2",,
"SL","2023-07-15","86.9","2.14","6.84","Schwarber, Kyle",656941,605483,,"swinging_strike",,,,,2,"Kyle Schwarber pops out to third baseman Matthew Batten.","R","L","L","PHI","SD","S",,,0,0,2023,"0.06","0.38","-0.21","2.83",,,,0,3,"Bot",,,,,596142,,,-5.804427086999313,-126.44142450764953,-4.276957591029217,1.7259906448287419,24.11966096871747,-27.417420094594867,"3.32","1.59",,,,"88",2185,"6.8",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.67",,,,,,,,23,1,"Slider",0,3,0,3,3,0,0,3,"Strategic","Standard",191,"0","-0.038",,
"ST","2023-07-15","83.6","2.22","6.21","Schwarber, Kyle",656941,677960,,"ball",,,,,13,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","B",,,1,1,2023,"-0.78","0.04","-0.56","0.98",,,,1,3,"Bot",,,,,543592,,,-4.81799137921307,-121.56817870712669,-5.609397823341942,-6.6609507455321175,25.65770975414478,-30.799346424477854,"3.22","1.57",,,,"82.6",2468,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.7",,,,,,,,22,3,"Sweeper",0,1,0,1,1,0,0,1,"Infield shade","Standard",307,"0","0.034",,
"FF","2023-07-15","95.2","2.25","6.1","Schwarber, Kyle",656941,677960,,"called_strike",,,,,7,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","S",,,1,0,2023,"1.2","1.28","-0.45","1.89",,,,1,3,"Bot",,,,,543592,,,-9.637222504315526,-138.20924297770028,-8.180258063895293,17.456825581966648,29.996287321655313,-14.036832470437892,"3.25","1.62",,,,"94.1",2286,"5.7",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.77",,,,,,,,22,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",140,"0","-0.031",,
"FF","2023-07-15","95.8","2.23","6.12","Schwarber, Kyle",656941,677960,,"ball",,,,,13,"Kyle Schwarber lines out sharply to right fielder Fernando Tatis Jr.","R","L","L","PHI","SD","B",,,0,0,2023,"1.12","1.24","-0.09","1.36",,,,1,3,"Bot",,,,,543592,,,-8.53691540266387,-139.08236333537883,-9.653857344819802,16.406584609375646,29.59856790309514,-14.124974002586013,"3.25","1.62",,,,"94.7",2268,"5.7",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.83",,,,,,,,22,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",141,"0","0.025",,
"SI","2023-07-15","89.1","4.04","3.14","Schwarber, Kyle",656941,657612,"single","hit_into_play",,,,,6,"Kyle Schwarber singles on a line drive to center fielder Trent Grisham.   Brandon Marsh scores.    Bryce Harper to 3rd.","R","L","L","PHI","SD","X",8,"line_drive",0,2,2023,"1.31","-0.39","0.38","2.78",,669016,547180,1,8,"Bot",138.14,87.19,,,596142,,,-11.827317327003655,-129.0201794678886,6.077161068818522,17.070714624239304,25.83407694023085,-38.14626756087816,"3.32","1.59",196,"84.8",15,"89.8",2066,"6.9",717408,657612,596142,630105,673490,596059,593428,665742,663757,665487,"53.6",0.98,0.933,"0.9",1,1,0,4,72,3,"Sinker",4,4,4,4,4,5,5,4,"Standard","Standard",90,"0.244","1.117",,
"SI","2023-07-15","88.7","4.16","3.25","Schwarber, Kyle",656941,657612,,"called_strike",,,,,2,"Kyle Schwarber singles on a line drive to center fielder Trent Grisham.   Brandon Marsh scores.    Bryce Harper to 3rd.","R","L","L","PHI","SD","S",,,0,1,2023,"1.32","-0.45","-0.01","2.92",,669016,547180,1,8,"Bot",,,,,596142,,,-13.006627515884723,-128.35748060538134,6.3218015760257735,17.22555099908409,25.55102500738603,-38.76494477474307,"3.06","1.52",,,,"89.3",2032,"6.9",717408,657612,596142,630105,673490,596059,593428,665742,663757,665487,"53.65",,,,,,,,72,2,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",84,"0","-0.097",,
"SI","2023-07-15","89","4.01","3.26","Schwarber, Kyle",656941,657612,,"called_strike",,,,,4,"Kyle Schwarber singles on a line drive to center fielder Trent Grisham.   Brandon Marsh scores.    Bryce Harper to 3rd.","R","L","L","PHI","SD","S",,,0,0,2023,"1.27","-0.47","-0.49","2.6",,669016,547180,1,8,"Bot",,,,,596142,,,-13.798245487506982,-128.7993347299216,5.512419015264811,16.90219059223751,24.477670010893434,-38.87469103521421,"3.15","1.52",,,,"89.9",1966,"7",717408,657612,596142,630105,673490,596059,593428,665742,663757,665487,"53.54",,,,,,,,72,1,"Sinker",4,4,4,4,4,4,4,4,"Standard","Standard",88,"0","-0.078",,
"FF","2023-07-15","95.9","2.18","6.87","Schwarber, Kyle",656941,605483,"strikeout","swinging_strike",,,,,11,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","S",2,,3,2,2023,"0.28","1.36","-0.12","3.86",,,,0,1,"Bot",,,,,596142,,,-6.792702117597136,-139.4915105460039,-5.495314409575106,5.166892183621754,31.00806493668613,-13.344797882681396,"3.32","1.59",,,,"97",2329,"6.9",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.57",,0,"0",1,0,0,,5,6,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",158,"-0.021","-0.317",,
"FF","2023-07-15","97","2.22","5.98","Schwarber, Kyle",656941,677960,"field_out","hit_into_play",,,,,13,"Kyle Schwarber grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.","R","L","L","PHI","SD","X",6,"ground_ball",3,2,2023,"1.06","1.1","-0.45","1.38",,,,0,1,"Bot",119.52,146.1,,,543592,,,-9.437899614371814,-140.76507447131232,-9.169772248564719,16.195180930444522,31.20769905601547,-15.636226456061294,"3.25","1.56",10,"92.4",-7,"96.1",2142,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.66",0.206,0.18,"0",1,0,0,2,7,6,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",140,"-0.023","-0.317",,
"ST","2023-07-15","79.1","2.39","6.21","Schwarber, Kyle",656941,677960,,"ball",,,,,12,"Kyle Schwarber grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.","R","L","L","PHI","SD","B",,,2,2,2023,"-0.91","-0.35","2.34","5.2",,,,0,1,"Bot",,,,,543592,,,1.5489349287205103,-115.11735378784884,5.1587234748363215,-8.386433526397783,21.091955899059812,-36.407504233039134,"3.19","1.57",,,,"78.3",2377,"5.7",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.83",,,,,,,,7,5,"Sweeper",0,1,0,1,1,0,0,1,"Infield shade","Standard",306,"0","0.103",,
"CU","2023-07-15","79.5","2.15","6.9","Schwarber, Kyle",656941,605483,,"ball",,,,,12,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","B",,,2,2,2023,"-0.94","-0.86","0.65","4.73",,,,0,1,"Bot",,,,,596142,,,-1.5169902021270811,-115.6845768630194,3.694740382504728,-8.070244613569015,23.416188361186514,-40.80354516882991,"3.1","1.54",,,,"79.7",2279,"6.6",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.88",,,,,,,,5,5,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",324,"0","0.103",,
"FF","2023-07-15","95.9","2.47","6.03","Schwarber, Kyle",656941,677960,,"ball",,,,,11,"Kyle Schwarber grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.","R","L","L","PHI","SD","B",,,1,2,2023,"0.98","1.25","-0.47","3.62",,,,0,1,"Bot",,,,,543592,,,-9.834878414412506,-139.2788073216943,-3.5244103266726636,14.963543616875972,30.622249851266183,-15.321079545145917,"3.29","1.62",,,,"94.8",2086,"5.7",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.81",,,,,,,,7,4,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",135,"0","0.041",,
"SL","2023-07-15","85.7","2.11","6.9","Schwarber, Kyle",656941,605483,,"foul",,,,,7,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","S",,,2,1,2023,"-0.28","0.32","-0.45","1.88",,,,0,1,"Bot",,,,,596142,,,-5.523026179225418,-124.61522110406368,-6.279590333783546,-1.8716503576605044,24.21278537564824,-27.74544561204153,"3.32","1.59",,,,"86.3",2366,"6.6",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.89",,,,,,,,5,4,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",195,"0","-0.067",,
"ST","2023-07-15","78.3","-2.86","6.21","Schwarber, Kyle",656941,472610,"strikeout","swinging_strike",,,,,13,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","SD","S",2,,1,2,2023,"1.29","-0.17","-0.91","1.55",656403,596117,679032,1,7,"Bot",,,,,543592,,,1.8268036557106593,-114.06840041434943,-2.882973674146718,10.893233248297593,21.514736234917315,-33.3219856548858,"3.25","1.56",,,,"78.4",2463,"6.4",717397,472610,543592,630105,596059,592518,673490,665742,663757,641525,"54.15",,0,"0",1,0,0,,64,4,"Sweeper",9,2,9,2,2,9,9,2,"Infield shade","Standard",68,"0","-0.549",,
"FF","2023-07-15","95.6","2.26","6.88","Schwarber, Kyle",656941,605483,,"ball",,,,,11,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","B",,,1,1,2023,"0.41","1.55","-1.14","2.58",,,,0,1,"Bot",,,,,596142,,,-9.922222742878109,-138.54465024526274,-9.186612409611733,7.52298878574489,31.945257687139268,-10.238836997883263,"3.13","1.54",,,,"95.8",2449,"6.7",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.82",,,,,,,,5,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",160,"0","0.053",,
"CH","2023-07-15","85.8","2.23","6.16","Schwarber, Kyle",656941,677960,,"swinging_strike",,,,,3,"Kyle Schwarber grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.","R","L","L","PHI","SD","S",,,1,1,2023,"0.68","0.92","0.66","3.17",,,,0,1,"Bot",,,,,543592,,,-5.031810847248279,-125.0117211646205,-2.728901120954311,8.070468906691913,22.834832612539223,-22.16512284473522,"3.25","1.56",,,,"85.5",1716,"5.8",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.69",,,,,,,,7,3,"Changeup",0,1,0,1,1,0,0,1,"Infield shade","Standard",142,"0","-0.055",,
"FF","2023-07-15","96.2","-2.6","6.37","Schwarber, Kyle",656941,472610,,"foul",,,,,12,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","SD","S",,,1,1,2023,"-0.59","1.07","0.6","3.98",656403,596117,679032,1,7,"Bot",,,,,543592,,,9.86152459841683,-139.83637213001495,-3.1980658408869234,-9.884901592663907,29.5334074610815,-17.621034250323245,"3.25","1.56",209,"74.5",36,"96.7",2342,"6.5",717397,472610,543592,630105,596059,592518,673490,665742,663757,641525,"54.01",,,,,,,,64,3,"4-Seam Fastball",9,2,9,2,2,9,9,2,"Infield shade","Standard",212,"0","-0.195",,
"SL","2023-07-15","86.9","2.2","6.94","Schwarber, Kyle",656941,605483,,"ball",,,,,11,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","B",,,0,1,2023,"-0.37","0.44","-1.01","2.87",,,,0,1,"Bot",,,,,596142,,,-6.968627195433781,-126.34475117574809,-4.488076557985582,-2.553015249550878,25.25398298843306,-26.75615634054742,"3.13","1.52",,,,"87.4",2344,"6.6",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.92",,,,,,,,5,2,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",196,"0","0.028",,
"FF","2023-07-15","95","2.13","6.33","Schwarber, Kyle",656941,677960,,"called_strike",,,,,6,"Kyle Schwarber grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.","R","L","L","PHI","SD","S",,,1,0,2023,"1.02","1.46","0.28","2.62",,,,0,1,"Bot",,,,,543592,,,-7.017334406024679,-138.02130282211237,-7.217631751645002,14.635343727796947,30.92347601131987,-12.055134204878888,"3.34","1.54",,,,"93.7",2132,"5.6",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.89",,,,,,,,7,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",143,"0","-0.046",,
"ST","2023-07-15","79.5","-2.82","6.28","Schwarber, Kyle",656941,472610,,"called_strike",,,,,4,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","SD","S",,,1,0,2023,"1.04","0.46","-0.36","2.2",656403,596117,679032,1,7,"Bot",,,,,543592,,,3.472547093356836,-115.81164801599954,-3.093857329638689,8.732615833081125,21.072573492750806,-27.646933241927012,"3.12","1.57",,,,"79.8",2450,"6.4",717397,472610,543592,630105,596059,592518,673490,665742,663757,641525,"54.13",,,,,,,,64,2,"Sweeper",9,2,9,2,2,9,9,2,"Infield shade","Standard",70,"0","-0.153",,
"CH","2023-07-15","85.5","-1.44","6.21","Schwarber, Kyle",656941,641703,"field_out","hit_into_play",,,,,2,"Kyle Schwarber flies out to shortstop Ha-Seong Kim.","R","L","R","PHI","SD","X",6,"fly_ball",0,1,2023,"-1.2","0.23","0","2.85",,624641,679032,1,6,"Bot",124.45,108.45,,,543592,,,5.8066108111996675,-124.40167613502486,-2.0611897996745596,-13.636038039157173,25.770957083076524,-29.57615609759237,"3.25","1.56",228,"94.8",57,"85.1",1503,"6.1",717397,641703,543592,630105,596059,592518,673490,665742,663757,641525,"54.39",0.02,0.019,"0",1,0,0,3,51,2,"Changeup",5,2,5,2,2,5,5,2,"Infield shade","Standard",256,"-0.013","-0.385",,
"FF","2023-07-15","93.3","2.44","6.2","Schwarber, Kyle",656941,677960,,"ball",,,,,12,"Kyle Schwarber grounds out, shortstop Ha-Seong Kim to first baseman Jake Cronenworth.","R","L","L","PHI","SD","B",,,0,0,2023,"1.02","1.44","0.51","3.43",,,,0,1,"Bot",,,,,543592,,,-7.121606730415463,-135.7120276525373,-4.480961699271796,14.227366130755742,29.707762063900926,-13.64166905752475,"3","1.5",,,,"92.2",2195,"5.6",717397,677960,543592,630105,596059,592518,673490,665742,663757,665487,"54.86",,,,,,,,7,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Infield shade","Standard",140,"0","0.036",,
"FF","2023-07-15","93.9","-1.3","6.36","Schwarber, Kyle",656941,641703,,"foul",,,,,12,"Kyle Schwarber flies out to shortstop Ha-Seong Kim.","R","L","R","PHI","SD","S",,,0,0,2023,"-0.48","1.41","0.29","3.75",,624641,679032,1,6,"Bot",,,,,543592,,,5.145240089824152,-136.64193537608344,-4.150737461899824,-7.07841248722255,29.135686768740484,-13.831592564150329,"3.25","1.56",355,"96",28,"93.8",2174,"6.1",717397,641703,543592,630105,596059,592518,673490,665742,663757,641525,"54.36",,,,,,,,51,1,"4-Seam Fastball",5,2,5,2,2,5,5,2,"Standard","Standard",198,"0","-0.078",,
"FF","2023-07-15","95","2.37","6.83","Schwarber, Kyle",656941,605483,,"called_strike",,,,,11,"Kyle Schwarber strikes out swinging.","R","L","L","PHI","SD","S",,,0,0,2023,"0.29","1.55","-0.32","3.37",,,,0,1,"Bot",,,,,596142,,,-7.764945493057093,-137.99817304179052,-6.892493742210211,5.505100713605918,31.070490796904274,-11.049774181541409,"3.25","1.54",,,,"95.8",2411,"6.9",717408,605483,596142,630105,673490,676946,593428,665742,663757,665487,"53.63",,,,,,,,5,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",164,"0","-0.038",,
"ST","2023-07-15","81.2","-2.81","6.28","Schwarber, Kyle",656941,472610,,"ball",,,,,14,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","SD","B",,,0,0,2023,"0.93","0.44","1.77","2.39",656403,596117,679032,1,7,"Bot",,,,,543592,,,8.510154887717935,-117.96063261197132,-2.922203485620516,7.003934019364665,22.67276257933374,-27.725961519200816,"3.25","1.59",,,,"81.3",2446,"6.5",717397,472610,543592,630105,596059,592518,673490,665742,663757,641525,"54.04",,,,,,,,64,1,"Sweeper",9,2,9,2,2,9,9,2,"Infield shade","Standard",70,"0","0.088",,
"CU","2023-07-15","82.6","-1.76","6.29","Schwarber, Kyle",656941,607259,"home_run","hit_into_play",,,,,5,"Kyle Schwarber homers (23) on a fly ball to center field.","R","L","R","PHI","SD","X",,"fly_ball",0,0,2023,"-0.04","-1.02","0.1","2.44",,,,0,7,"Bot",143.26,21.41,,,596142,,,4.286284292098828,-120.24085565246838,-0.30466532187883044,-1.2100999146487754,23.15152407247207,-42.22496515264505,"3.32","1.59",440,"104.4",31,"81.9",2365,"5.8",717408,607259,596142,630105,673490,596059,593428,665742,663757,665487,"54.71",0.803,2,"2",1,0,3,6,58,1,"Curveball",2,3,2,3,3,3,3,3,"Strategic","Standard",15,"0.232","1",,
"FF","2023-07-14","93.8","-2.19","5.46","Schwarber, Kyle",656941,506433,"double","hit_into_play",,,,,2,"Kyle Schwarber doubles (12) on a ground ball to right fielder Fernando Tatis Jr.","R","L","R","PHI","SD","X",9,"ground_ball",0,1,2023,"-0.39","1.29","0.16","2.95",,,,1,5,"Bot",208.15,122.24,,,596142,,,6.988232496448717,-136.5153228161038,-3.677115499451786,-6.380030860078201,28.578242351202107,-15.34583821023695,"3.32","1.59",114,"100.2",6,"94.4",2338,"6.5",717418,506433,596142,630105,673490,592518,593428,665742,663757,665487,"53.97",0.631,0.601,"1.25",1,1,1,4,38,2,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Infield shade","Standard",209,"0.056","0.444",,
