"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"SL","2023-08-08","83","3.23","5.94","Schwarber, Kyle",656941,678606,,"ball",,,,,13,"Kyle Schwarber walks.","R","L","L","PHI","WSH","B",,,0,0,2023,"-0.59","-0.35","-2.71","1",,,596117,2,6,"Bot",,,,,656180,,,-12.28186725132357,-120.35747833497193,-4.116525880282917,-3.4602377861915836,22.241220142343515,-34.957989866745805,"3.24","1.54",,,,"82.1",2448,"5.8",717096,678606,656180,608841,669023,545121,682928,656448,669743,657041,"54.72",,,,,,,,54,1,"Slider",4,2,4,2,2,4,4,2,"Standard","Standard",299,"0","0.025",,
"SI","2023-08-08","94.8","-1.76","6.36","Schwarber, Kyle",656941,686294,,"called_strike",,,,,9,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","WSH","S",,,0,0,2023,"-1.11","1.63","0.58","1.75",,,679032,0,6,"Bot",,,,,660688,,,8.628092965168548,-137.37614293757247,-9.985472751170898,-16.089069827680355,33.314545822164106,-9.374704325168322,"3.35","1.61",,,,"94.7",2290,"6.7",717082,686294,660688,642086,666906,545121,682928,666164,669743,657041,"53.83",,,,,,,,54,1,"Sinker",8,3,8,3,3,8,8,3,"Standard","Standard",210,"0","-0.054",,
"FF","2023-08-08","90.3","-2.35","5.03","Schwarber, Kyle",656941,592866,"field_out","hit_into_play",,,,,3,"Kyle Schwarber pops out softly to third baseman Ildemaro Vargas in foul territory.","R","L","R","PHI","WSH","X",5,"popup",0,2,2023,"-0.9","0.9","0.5","2.9",,,,0,1,"Bot",98.53,186.72,,,660688,,,9.047351408130972,-131.3894309054244,-1.3847163328338938,-12.13805634186887,23.068304136345628,-21.505278995691537,"3.2","1.53",78,"53.3",73,"91.3",2322,"6.5",717082,592866,660688,642086,666906,545121,682928,666164,669743,657041,"53.97",0.003,0.003,"0",1,0,0,1,4,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",227,"-0.021","-0.152",,
"FC","2023-08-08","87.8","-2.06","5.37","Schwarber, Kyle",656941,680686,"field_out","hit_into_play",,,,,5,"Kyle Schwarber flies out sharply to center fielder Alex Call.","R","L","R","PHI","WSH","X",8,"fly_ball",1,1,2023,"-0.09","0.81","-0.02","2.67",,,,0,1,"Bot",136.72,46.83,,,656180,,,5.033274063626788,-127.89341361996952,-2.1044470325502074,-1.9505010311879996,25.396019962324566,-23.088220721992798,"3.21","1.52",377,"100.1",33,"86.8",1904,"5.5",717096,680686,656180,608841,656308,545121,669023,656448,669743,657041,"54.97",0.397,0.727,"0",1,0,0,6,4,3,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",215,"-0.021","-0.228",,
"SL","2023-08-08","85.2","-2.01","5.34","Schwarber, Kyle",656941,680686,,"foul",,,,,5,"Kyle Schwarber flies out sharply to center fielder Alex Call.","R","L","R","PHI","WSH","S",,,1,0,2023,"-0.05","0.32","-0.04","2.11",,,,0,1,"Bot",,,,,656180,,,4.681662179537597,-124.01963696085343,-1.9040055687795916,-1.5267375836072175,25.483547719676448,-28.70680343060973,"3.21","1.52",109,"86.2",8,"84.2",1802,"5.7",717096,680686,656180,608841,656308,545121,669023,656448,669743,657041,"54.83",,,,,,,,4,2,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",202,"0","-0.046",,
"CH","2023-08-08","82.6","-2.41","5.21","Schwarber, Kyle",656941,592866,,"called_strike",,,,,9,"Kyle Schwarber pops out softly to third baseman Ildemaro Vargas in foul territory.","R","L","R","PHI","WSH","S",,,0,1,2023,"-1.28","0.22","0.3","1.71",,,,0,1,"Bot",,,,,660688,,,8.721575954819551,-120.13009999777557,-1.9766805321554077,-14.006059338757911,19.931405489915186,-29.901200609485105,"3.26","1.57",,,,"83.6",1667,"6.6",717082,592866,660688,642086,666906,545121,682928,666164,669743,657041,"53.86",,,,,,,,4,2,"Changeup",0,0,0,0,0,0,0,0,"Strategic","Standard",244,"0","-0.049",,
"CU","2023-08-08","77","-2.37","5.48","Schwarber, Kyle",656941,592866,,"called_strike",,,,,7,"Kyle Schwarber pops out softly to third baseman Ildemaro Vargas in foul territory.","R","L","R","PHI","WSH","S",,,0,0,2023,"0.39","0.06","-0.53","2.06",,,,0,1,"Bot",,,,,660688,,,3.205467758132647,-112.18882904281928,-0.4128189666404184,2.7602609601410473,19.98931590485947,-31.837520918027515,"3.19","1.57",,,,"77.3",2220,"6.4",717082,592866,660688,642086,666906,545121,682928,666164,669743,657041,"54.07",,,,,,,,4,1,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",103,"0","-0.038",,
"FC","2023-08-08","88.5","-2","5.27","Schwarber, Kyle",656941,680686,,"ball",,,,,11,"Kyle Schwarber flies out sharply to center fielder Alex Call.","R","L","R","PHI","WSH","B",,,0,0,2023,"-0.67","1.02","-0.97","3.2",,,,0,1,"Bot",,,,,656180,,,3.866960430222958,-128.8238155998787,-1.093790250125149,-8.275070339205895,27.493371428826507,-20.767098707755245,"3.36","1.49",,,,"87.4",1968,"5.6",717096,680686,656180,608841,656308,545121,669023,656448,669743,657041,"54.88",,,,,,,,4,1,"Cutter",0,0,0,0,0,0,0,0,"Standard","Standard",216,"0","0.036",,
"FS","2023-08-08","87.9","-2.01","5.81","Schwarber, Kyle",656941,640448,"field_out","hit_into_play",,,,,1,"Kyle Schwarber grounds out softly, pitcher Kyle Finnegan to first baseman Dominic Smith.","R","L","R","PHI","WSH","X",1,"ground_ball",0,0,2023,"-0.54","0.09","-0.3","2.71",,,,0,9,"Bot",130.8,178.39,,,656180,,,5.316205048151127,-128.02727045433917,-1.656929477909832,-7.02962481922334,24.1524783528195,-31.031436696825082,"3.21","1.52",7,"56.2",-19,"89",891,"6.8",717096,640448,656180,642086,666906,545121,682928,656448,669743,657041,"53.74",0.06,0.053,"0",1,0,0,1,77,1,"Split-Finger",4,5,4,5,5,4,4,5,"Standard","Standard",232,"-0.086","-0.238",,
"FF","2023-08-06","88.7","-1.53","6.28","Schwarber, Kyle",656941,425844,"home_run","hit_into_play",,,,,4,"Kyle Schwarber homers (28) on a fly ball to center field.   Garrett Stubbs scores.","R","L","R","PHI","KC","X",,"fly_ball",3,1,2023,"-0.54","1.42","-0.69","2.44",,,596117,1,2,"Bot",128.98,28.57,,,666023,,,3.1461566531338745,-129.10444681224615,-6.278266922941291,-6.644885113626011,25.803100327413546,-15.173404578370663,"3.21","1.53",421,"106.7",31,"88",2282,"5.8",717113,425844,666023,607461,686681,622110,672580,669004,664728,671221,"54.73",0.906,1.806,"2",1,0,3,6,23,5,"4-Seam Fastball",3,4,3,4,4,5,5,4,"Infield shade","Standard",207,"0.2","1.556",,
"SL","2023-08-06","76.7","-1.62","6.22","Schwarber, Kyle",656941,425844,,"ball",,,,,11,"Kyle Schwarber homers (28) on a fly ball to center field.   Garrett Stubbs scores.","R","L","R","PHI","KC","B",,,2,1,2023,"1.48","0.42","-0.59","3.53",,,596117,1,2,"Bot",,,,,666023,,,-0.4771923176352886,-111.82636053186097,0.45342469478451464,12.57192165439669,18.560923790349474,-28.92010481607012,"3.19","1.49",,,,"76.3",2362,"5.7",717113,425844,666023,607461,686681,622110,672580,669004,664728,671221,"54.81",,,,,,,,23,4,"Slider",3,4,3,4,4,3,3,4,"Standard","Standard",80,"0","0.117",,
"FF","2023-08-06","88.4","-1.42","6.52","Schwarber, Kyle",656941,425844,,"ball",,,,,11,"Kyle Schwarber homers (28) on a fly ball to center field.   Garrett Stubbs scores.","R","L","R","PHI","KC","B",,,1,1,2023,"-0.1","1.28","-0.66","4.27",,,596117,1,2,"Bot",,,,,666023,,,2.0434634232509374,-128.84696778066126,-2.1266882218979815,-1.540170115441161,25.543167144315312,-17.613849611592265,"3.21","1.53",,,,"87.9",2224,"5.8",717113,425844,666023,607461,686681,622110,672580,669004,664728,671221,"54.75",,,,,,,,23,3,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",192,"0","0.054",,
"CH","2023-08-06","86.2","-1.61","6.36","Schwarber, Kyle",656941,425844,,"foul",,,,,4,"Kyle Schwarber homers (28) on a fly ball to center field.   Garrett Stubbs scores.","R","L","R","PHI","KC","S",,,1,0,2023,"-1.24","0.33","-0.69","2.28",,,596117,1,2,"Bot",,,,,666023,,,4.634875228578947,-125.51719442718296,-4.153011804821793,-14.047013681651414,23.046153513073087,-28.13084894321209,"3.21","1.53",265,"85.6",44,"85.8",1877,"5.8",717113,425844,666023,607461,686681,622110,672580,669004,664728,671221,"54.74",,,,,,,,23,2,"Changeup",3,4,3,4,4,3,3,4,"Standard","Standard",235,"0","-0.062",,
"FF","2023-08-06","88.9","-1.58","6.45","Schwarber, Kyle",656941,425844,,"ball",,,,,11,"Kyle Schwarber homers (28) on a fly ball to center field.   Garrett Stubbs scores.","R","L","R","PHI","KC","B",,,0,0,2023,"-0.16","1.11","-0.85","4.18",,,596117,1,2,"Bot",,,,,666023,,,2.0979914475378925,-129.63774073377778,-1.9420092706057956,-2.2284808828738183,22.976179840421835,-19.338730408229345,"3.26","1.53",,,,"88.6",2162,"5.6",717113,425844,666023,607461,686681,622110,672580,669004,664728,671221,"54.88",,,,,,,,23,1,"4-Seam Fastball",3,4,3,4,4,3,3,4,"Standard","Standard",207,"0","0.042",,
"SL","2023-08-06","86.6","-2.36","5.75","Schwarber, Kyle",656941,663704,"single","hit_into_play",,,,,5,"Kyle Schwarber singles on a ground ball to right fielder Drew Waters.   Johan Rojas to 3rd.","R","L","R","PHI","KC","X",9,"ground_ball",3,2,2023,"0.16","-0.15","-0.25","2.34",,,679032,0,7,"Bot",176.41,126.76,,,666023,,,4.738911615688416,-126.20496450766109,-1.722064256378582,0.8169538068290202,23.52701621185853,-33.66352442907121,"3.21","1.53",11,"103.7",-12,"87.3",2229,"6.4",717113,663704,666023,607461,686681,622110,672580,669004,664728,671221,"54.07",0.274,0.244,"0.9",1,1,0,2,59,6,"Slider",7,4,7,4,4,7,7,4,"Infield shade","Standard",61,"0.019","0.585",,
"FF","2023-08-06","92.9","-2.32","5.88","Schwarber, Kyle",656941,663704,,"ball",,,,,11,"Kyle Schwarber singles on a ground ball to right fielder Drew Waters.   Johan Rojas to 3rd.","R","L","R","PHI","KC","B",,,2,2,2023,"-0.9","1.03","-1.6","3.38",,,679032,0,7,"Bot",,,,,666023,,,3.835799419186418,-135.31462475010198,-2.960004778473992,-11.906407311883903,26.120983124861706,-19.05411957666492,"3.24","1.53",,,,"93.9",2203,"6.6",717113,663704,666023,607461,686681,622110,672580,669004,664728,671221,"53.91",,,,,,,,59,5,"4-Seam Fastball",7,4,7,4,4,7,7,4,"Infield shade","Standard",227,"0","0.132",,
"CU","2023-08-06","82.3","-2.32","5.92","Schwarber, Kyle",656941,663704,,"ball",,,,,11,"Kyle Schwarber singles on a ground ball to right fielder Drew Waters.   Johan Rojas to 3rd.","R","L","R","PHI","KC","B",,,1,2,2023,"0.94","-0.62","-1.77","2.41",,,679032,0,7,"Bot",,,,,666023,,,-0.5694403671006757,-119.88618895293945,-0.2556765936995704,9.147633471991977,23.017291484508227,-38.31071505451886,"3.21","1.47",,,,"82.4",2817,"6.3",717113,663704,666023,607461,686681,622110,672580,669004,664728,671221,"54.21",,,,,,,,59,4,"Curveball",7,4,7,4,4,7,7,4,"Infield shade","Standard",58,"0","0.068",,
"SL","2023-08-06","86","-2.37","5.76","Schwarber, Kyle",656941,663704,,"foul",,,,,6,"Kyle Schwarber singles on a ground ball to right fielder Drew Waters.   Johan Rojas to 3rd.","R","L","R","PHI","KC","S",,,1,1,2023,"0.11","0.24","0.35","2.32",,,679032,0,7,"Bot",,,,,666023,,,6.245912287074039,-125.16708535261007,-2.4412443682348997,0.009986524333402256,23.56635388404756,-29.320619954146657,"3.21","1.53",28,"105.9",-4,"86.6",2221,"6.5",717113,663704,666023,607461,686681,622110,672580,669004,664728,671221,"53.98",,,,,,,,59,3,"Slider",7,4,7,4,4,7,7,4,"Infield shade","Standard",100,"0","-0.088",,
"CU","2023-08-06","82.9","-2.31","5.86","Schwarber, Kyle",656941,663704,,"blocked_ball",,,,,14,"Kyle Schwarber singles on a ground ball to right fielder Drew Waters.   Johan Rojas to 3rd.","R","L","R","PHI","KC","B",,,0,1,2023,"0.96","-1.04","1.53","-1.69",,,679032,0,7,"Bot",,,,,666023,,,6.895147266445101,-120.27381887040492,-8.631829284929799,7.748975006232375,26.045510415556098,-40.514975440570545,"3.28","1.54",,,,"82.5",2863,"6.5",717113,663704,666023,607461,686681,622110,672580,669004,664728,671221,"54.03",,,,,,,,59,2,"Curveball",7,4,7,4,4,7,7,4,"Infield shade","Standard",44,"0","0.036",,
"SL","2023-08-06","86.1","-2.35","5.75","Schwarber, Kyle",656941,663704,,"foul",,,,,14,"Kyle Schwarber singles on a ground ball to right fielder Drew Waters.   Johan Rojas to 3rd.","R","L","R","PHI","KC","S",,,0,0,2023,"0.02","0.25","0.91","2",,,679032,0,7,"Bot",,,,,666023,,,7.7297420373177745,-125.13258409454276,-3.157951148976926,-1.3165546472640413,25.535945065070855,-29.10322221125912,"3.21","1.53",,,,"86.5",2250,"6.6",717113,663704,666023,607461,686681,622110,672580,669004,664728,671221,"53.88",,,,,,,,59,1,"Slider",7,4,7,4,4,7,7,4,"Standard","Standard",82,"0","-0.054",,
"FF","2023-08-06","89.2","-1.53","6.31","Schwarber, Kyle",656941,425844,"strikeout","called_strike",,,,,4,"Kyle Schwarber called out on strikes.","R","L","R","PHI","KC","S",2,,2,2,2023,"-0.56","1.27","-0.77","2.55",,,,0,1,"Bot",,,,,521692,,,3.021038674874808,-129.87936253905244,-5.913156246317195,-6.967818481310992,23.119478061713053,-16.799309686885167,"3.33","1.55",,,,"88.8",2270,"5.7",717113,425844,521692,607461,686681,622110,672580,669004,664728,671221,"54.82",,0,"0",1,0,0,,9,5,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",207,"-0.02","-0.214",,
"FC","2023-08-06","82.5","-1.61","6.33","Schwarber, Kyle",656941,425844,,"ball",,,,,13,"Kyle Schwarber called out on strikes.","R","L","R","PHI","KC","B",,,1,2,2023,"0.42","-0.11","-0.32","0.92",,,,0,1,"Bot",,,,,521692,,,2.1161157213271777,-120.0960605274909,-5.582451950226369,3.676923196425358,21.609793696688804,-32.395586390636744,"3.33","1.55",,,,"82",2574,"5.8",717113,425844,521692,607461,686681,622110,672580,669004,664728,671221,"54.71",,,,,,,,9,4,"Cutter",0,3,0,3,3,0,0,3,"Infield shade","Standard",100,"0","0.041",,
"FF","2023-08-06","88.8","-1.6","6.28","Schwarber, Kyle",656941,425844,,"called_strike",,,,,7,"Kyle Schwarber called out on strikes.","R","L","R","PHI","KC","S",,,1,1,2023,"-0.48","1.28","-0.74","1.73",,,,0,1,"Bot",,,,,521692,,,3.0510201221766597,-129.24595253131466,-7.7355243703613095,-5.968715842517657,24.870179697496887,-16.392689096710157,"3.38","1.55",,,,"88.1",2272,"5.7",717113,425844,521692,607461,686681,622110,672580,669004,664728,671221,"54.84",,,,,,,,9,3,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",212,"0","-0.055",,
"CH","2023-08-06","85.9","-1.96","5.91","Schwarber, Kyle",656941,669169,"single","hit_into_play",,,,,1,"Kyle Schwarber singles on a sharp line drive to right fielder Drew Waters.","R","L","R","PHI","KC","X",9,"line_drive",2,0,2023,"-1.16","0.43","-0.63","2.8",,,,0,5,"Bot",202.91,98.24,,,666023,,,5.496062320443144,-125.11770243683182,-2.027337968915156,-13.322402260035233,23.396141637688338,-27.41590134362601,"3.21","1.53",259,"104.7",15,"86.1",1863,"6.2",717113,669169,666023,607461,686681,622110,672580,669004,664728,671221,"54.33",0.694,0.776,"0.9",1,1,0,5,44,3,"Changeup",5,4,5,4,4,5,5,4,"Infield shade","Standard",241,"0.033","0.287",,
"FF","2023-08-06","88.9","-1.58","6.39","Schwarber, Kyle",656941,425844,,"ball",,,,,12,"Kyle Schwarber called out on strikes.","R","L","R","PHI","KC","B",,,0,1,2023,"-0.38","1.38","0.98","3.2",,,,0,1,"Bot",,,,,521692,,,6.9968703209357725,-129.28890463340102,-4.6450583279424915,-5.608096890987172,25.32211956150454,-15.835737721587133,"3.33","1.55",,,,"88.1",2276,"5.7",717113,425844,521692,607461,686681,622110,672580,669004,664728,671221,"54.8",,,,,,,,9,2,"4-Seam Fastball",0,3,0,3,3,0,0,3,"Infield shade","Standard",206,"0","0.028",,
"CH","2023-08-06","87.5","-1.91","5.92","Schwarber, Kyle",656941,669169,,"ball",,,,,14,"Kyle Schwarber singles on a sharp line drive to right fielder Drew Waters.","R","L","R","PHI","KC","B",,,1,0,2023,"-1.37","0.21","0.11","0.35",,,,0,5,"Bot",,,,,666023,,,7.691036315001592,-127.07585036752641,-7.73560482211759,-16.39918021330086,25.076909941947527,-28.510111416736503,"3.14","1.35",,,,"87.5",1868,"6.3",717113,669169,666023,607461,686681,622110,672580,669004,664728,671221,"54.19",,,,,,,,44,2,"Changeup",5,4,5,4,4,5,5,4,"Standard","Standard",247,"0","0.064",,
"SL","2023-08-06","77.5","-1.58","6.28","Schwarber, Kyle",656941,425844,,"called_strike",,,,,5,"Kyle Schwarber called out on strikes.","R","L","R","PHI","KC","S",,,0,0,2023,"1.36","0.36","0.24","2.34",,,,0,1,"Bot",,,,,521692,,,1.4153853852539882,-112.89049975617417,-2.132955591769121,11.302289899149612,21.22744002315262,-28.887219674357265,"3.38","1.55",,,,"76.6",2400,"5.6",717113,425844,521692,607461,686681,622110,672580,669004,664728,671221,"54.86",,,,,,,,9,1,"Slider",0,3,0,3,3,0,0,3,"Infield shade","Standard",75,"0","-0.038",,
"FF","2023-08-06","95.4","-1.25","6.22","Schwarber, Kyle",656941,669169,,"ball",,,,,13,"Kyle Schwarber singles on a sharp line drive to right fielder Drew Waters.","R","L","R","PHI","KC","B",,,0,0,2023,"-1.09","1.52","-0.18","1.24",,,,0,5,"Bot",,,,,666023,,,5.267060783707215,-138.50572096477657,-10.897649453371589,-15.202340948229345,28.119648767020866,-10.37863805344598,"3.16","1.47",,,,"95.6",2435,"6.4",717113,669169,666023,607461,686681,622110,672580,669004,664728,671221,"54.15",,,,,,,,44,1,"4-Seam Fastball",5,4,5,4,4,5,5,4,"Standard","Standard",215,"0","0.036",,
"CH","2023-08-05","87","2.02","5.9","Schwarber, Kyle",656941,672582,"field_out","hit_into_play",,,,,8,"Kyle Schwarber grounds out to first baseman Matt Beaty.","R","L","L","PHI","KC","X",3,"ground_ball",1,2,2023,"0.96","0.44","-0.27","1.65",,607208,,2,8,"Bot",156.66,165.16,,,666023,,,-7.362834821469389,-126.45254180547494,-4.877796035612345,11.783291141791246,23.899045785901777,-26.66686915913752,"3.24","1.57",6,"77.8",-16,"86.1",1442,"5.6",717123,672582,666023,607461,686681,672580,677951,669392,671221,680118,"54.88",0.06,0.053,"0",1,0,0,2,70,4,"Changeup",9,6,9,6,6,9,9,6,"Standard","Standard",129,"-0.004","-0.227",,
"SI","2023-08-05","94.5","2.41","5.56","Schwarber, Kyle",656941,672582,,"foul",,,,,5,"Kyle Schwarber grounds out to first baseman Matt Beaty.","R","L","L","PHI","KC","S",,,1,1,2023,"1.34","0.44","0.09","2.2",,607208,,2,8,"Bot",,,,,666023,,,-8.8391346679549,-137.32009998731132,-3.9694356137397553,18.895295887745537,29.870520484624137,-25.930572915107334,"3.24","1.57",213,"74.8",42,"92.8",2066,"5.3",717123,672582,666023,607461,686681,672580,677951,669392,671221,680118,"55.21",,,,,,,,70,3,"Sinker",9,6,9,6,6,9,9,6,"Standard","Standard",128,"0","-0.071",,
"SI","2023-08-05","93.9","2.39","5.54","Schwarber, Kyle",656941,672582,,"called_strike",,,,,7,"Kyle Schwarber grounds out to first baseman Matt Beaty.","R","L","L","PHI","KC","S",,,1,0,2023,"1.31","0.19","-0.32","2",,607208,,2,8,"Bot",,,,,666023,,,-9.739260280810417,-136.43216692487,-3.794231914022734,18.526997042043163,29.95878316584232,-29.133948829530997,"3.21","1.57",,,,"92.4",1960,"5.5",717123,672582,666023,607461,686681,672580,677951,669392,671221,680118,"55.03",,,,,,,,70,2,"Sinker",9,6,9,6,6,9,9,6,"Standard","Standard",134,"0","-0.051",,
"SL","2023-08-05","83","2.43","5.66","Schwarber, Kyle",656941,672582,,"ball",,,,,14,"Kyle Schwarber grounds out to first baseman Matt Beaty.","R","L","L","PHI","KC","B",,,0,0,2023,"-0.62","-0.11","0.93","2.14",,607208,,2,8,"Bot",,,,,666023,,,-2.1732157803629546,-120.88639668547312,-1.3850029207613015,-5.693555254896514,23.719760267609384,-33.17749153449651,"3.31","1.66",,,,"81.6",2311,"5.3",717123,672582,666023,607461,686681,672580,677951,669392,671221,680118,"55.2",,,,,,,,70,1,"Slider",9,6,9,6,6,9,9,6,"Standard","Standard",271,"0","0.023",,
"CH","2023-08-05","89","-2.53","5.7","Schwarber, Kyle",656941,679525,"strikeout","swinging_strike",,,,,7,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","KC","S",2,,2,2,2023,"-1.43","0.65","-0.72","1.93",,,,2,2,"Bot",,,,,666023,,,7.440840428708561,-129.34497505164515,-4.616897608444534,-17.55886882265479,25.621368377732885,-24.05267152099676,"3.24","1.57",,,,"89",1898,"6.3",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"54.23",,0,"0",1,0,0,,18,5,"Changeup",2,1,2,1,1,2,2,1,"Infield shade","Standard",235,"-0.009","-0.09",,
"SL","2023-08-05","92.1","-2.5","5.72","Schwarber, Kyle",656941,679525,,"ball",,,,,14,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","KC","B",,,1,2,2023,"-0.15","0.7","0.26","0.76",,,,2,2,"Bot",,,,,666023,,,7.34973063049738,-133.81037395504373,-8.340957767688751,-3.231706637886305,25.136461777691537,-22.280334939206952,"3.31","1.49",,,,"92.7",2452,"6.5",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"54.03",,,,,,,,18,4,"Slider",2,1,2,1,1,2,2,1,"Infield shade","Standard",221,"0","0.016",,
"FF","2023-08-05","95.9","-2.43","5.75","Schwarber, Kyle",656941,679525,,"ball",,,,,12,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","KC","B",,,0,2,2023,"-0.69","1.08","0.98","3.43",,,,2,2,"Bot",,,,,666023,,,10.574189745301146,-139.42059319546033,-3.0325356947773017,-11.213763315762078,27.63371724758521,-17.48739895714081,"3.24","1.52",,,,"96.5",2485,"6.4",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"54.09",,,,,,,,18,3,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Infield shade","Standard",221,"0","0.009",,
"FF","2023-08-05","96.3","-2.43","5.77","Schwarber, Kyle",656941,679525,,"swinging_strike",,,,,1,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","KC","S",,,0,1,2023,"-0.84","1.32","-0.72","2.95",,,,2,2,"Bot",,,,,666023,,,6.471346859863864,-140.22848300328303,-4.955607678430283,-12.549425885801357,28.729756269636095,-13.791713775065682,"3.24","1.57",,,,"96.9",2404,"6.4",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"54.12",,,,,,,,18,2,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Infield shade","Standard",227,"0","-0.023",,
"FF","2023-08-05","97.1","-2.4","5.75","Schwarber, Kyle",656941,679525,,"called_strike",,,,,5,"Kyle Schwarber strikes out swinging.","R","L","R","PHI","KC","S",,,0,0,2023,"-0.82","1.31","0.14","2.21",,,,2,2,"Bot",,,,,666023,,,8.709241317068608,-141.1734622622654,-7.022946871843815,-12.806779859955808,28.30609373476222,-13.146901614895956,"3.24","1.52",,,,"97.9",2371,"6.5",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"53.97",,,,,,,,18,1,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Infield shade","Standard",225,"0","-0.017",,
"SI","2023-08-05","95.1","2.37","5.55","Schwarber, Kyle",656941,672582,"field_out","hit_into_play",,,,,9,"Kyle Schwarber grounds out, second baseman Matt Duffy to first baseman Salvador Perez.","R","L","L","PHI","KC","X",4,"ground_ball",0,0,2023,"1.32","0.47","0.5","2.04",,,,1,6,"Bot",140.52,155.49,,,666023,,,-7.7110884961289266,-138.27259325515988,-4.514754144656781,18.62315573701671,32.687317292340566,-25.281706517939377,"3.24","1.57",5,"77.3",-23,"93.3",2050,"5.4",717123,672582,666023,521692,622110,672580,677951,669392,671221,680118,"55.08",0.043,0.043,"0",1,0,0,2,53,1,"Sinker",8,6,8,6,6,8,8,6,"Standard","Standard",134,"-0.009","-0.169",,
"FF","2023-08-05","95.5","-2.44","5.93","Schwarber, Kyle",656941,679525,"walk","ball",,,,,12,"Kyle Schwarber walks.","R","L","R","PHI","KC","B",,,3,1,2023,"-0.72","1.17","0.05","3.93",,,,0,1,"Bot",,,,,666023,,,8.197270852559733,-138.80356167914493,-2.256669112257959,-11.241682266899177,31.975651847038577,-16.722363456553243,"3.28","1.57",,,,"95.6",2465,"6.5",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"54.03",,0.695903,"0.7",1,0,0,,5,5,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",217,"0.036","0.232",,
"CU","2023-08-05","80.4","-2.3","6.04","Schwarber, Kyle",656941,679525,,"ball",,,,,14,"Kyle Schwarber walks.","R","L","R","PHI","KC","B",,,2,1,2023,"0.78","-0.93","0.37","0.47",,,,0,1,"Bot",,,,,666023,,,4.4407542441562935,-117.01403151643052,-3.8680869296722333,6.2894101117100965,23.16398431502165,-40.164677802904855,"3.21","1.47",,,,"80.3",2642,"6.3",717123,679525,666023,521692,622110,672580,677951,669392,671221,680118,"54.21",,,,,,,,5,4,"Curveball",0,0,0,0,0,0,0,0,"Infield shade","Standard",41,"0","0.116",,
"SL","2023-08-05","87.5","1.66","6.27","Schwarber, Kyle",656941,656353,"field_out","hit_into_play",,,,,8,"Kyle Schwarber grounds out, first baseman Salvador Perez to pitcher Tucker Davidson.","R","L","L","PHI","KC","X",3,"ground_ball",2,1,2023,"-0.89","-0.05","0.24","1.85",,,,0,5,"Bot",159.89,164.66,,,666023,,,-1.613413818919541,-127.31276449336977,-4.343887613939318,-9.170713136414024,29.329082941386385,-31.940433968228245,"3.24","1.57",18,"103.5",-5,"87.5",2120,"6.5",717123,656353,666023,521692,622110,672580,677951,669392,671221,680118,"53.95",0.366,0.329,"0",1,0,0,2,41,4,"Slider",3,6,3,6,6,3,3,6,"Standard","Standard",234,"-0.025","-0.281",,
