pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FC,2024-04-26,91.0,-1.17,6.5,"Schwarber, Kyle",656941,605397,,ball,,,,,14.0,Kyle Schwarber homers (7) on a fly ball to right center field.,R,L,R,SD,PHI,B,,,1,1,2024,-0.02,1.26,1.89,2.49,,,,0,1,Top,,,,,669134,,,7.707378613163372,-132.25349579525303,-6.845274664270602,-1.9042734155174383,27.916278246275752,-16.04230239243282,3.41,1.59,,,,90.7,2733.0,6.2,745424,605397,669134,630105,593428,592518,673490,595777,640492,665487,54.34,,,,,,,,1,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,200.0,0.0,0.047,,
FC,2024-04-26,90.9,-1.2,6.54,"Schwarber, Kyle",656941,605397,,ball,,,,,14.0,Kyle Schwarber homers (7) on a fly ball to right center field.,R,L,R,SD,PHI,B,,,0,1,2024,-0.08,1.32,1.12,1.83,,,,0,1,Top,,,,,669134,,,5.951774209522445,-132.0694236381557,-8.670077142009099,-2.1287742699211782,27.59435063478624,-15.043543694721828,3.39,1.59,,,,90.4,2689.0,6.0,745424,605397,669134,630105,593428,592518,673490,595777,640492,665487,54.47,,,,,,,,1,2,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,203.0,0.0,0.023,,
FF,2024-04-26,91.8,-1.4,6.4,"Schwarber, Kyle",656941,605397,,foul,,,,,4.0,Kyle Schwarber homers (7) on a fly ball to right center field.,R,L,R,SD,PHI,S,,,0,0,2024,-0.49,1.33,-0.56,2.72,,,,0,1,Top,,,,,669134,,,3.1800025925601405,-133.4609523030474,-6.268708983244255,-6.570432934210797,30.81199794440085,-15.109958706210234,3.25,1.56,,,,91.1,2531.0,6.1,745424,605397,669134,630105,593428,592518,673490,595777,640492,665487,54.44,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,210.0,0.0,-0.033,80.05227,7.62405
FF,2024-04-25,92.7,-1.73,6.2,"Schwarber, Kyle",656941,607259,field_out,hit_into_play,,,,,2.0,Kyle Schwarber pops out to catcher Luke Maile in foul territory.,R,L,R,CIN,PHI,X,2.0,popup,2,1,2024,-0.35,1.78,0.24,3.2,,,,1,5,Top,109.03,204.19,,,571912,,,5.75672394297223,-134.73434030519866,-5.627459148106707,-5.654084674416636,33.41265171858451,-9.546873932447753,3.3,1.56,38.0,80.8,78.0,91.4,2408.0,5.9,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.61,0.009,0.008,0.0,1.0,0.0,0.0,3.0,34,4,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,199.0,0.006,-0.19,74.94486,7.24252
CU,2024-04-25,81.1,-1.63,6.18,"Schwarber, Kyle",656941,607259,,ball,,,,,13.0,Kyle Schwarber pops out to catcher Luke Maile in foul territory.,R,L,R,CIN,PHI,B,,,1,1,2024,0.07,-1.38,-0.26,1.06,,,,1,5,Top,,,,,571912,,,2.899886251303552,-118.06880485882506,-2.0737070607742165,0.0395086561578239,26.102717103339103,-44.70308437469925,3.22,1.62,,,,80.0,2570.0,5.9,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.63,,,,,,,,34,3,Curveball,0,4,4,0,4,0,4,0,Infield shade,Standard,5.0,0.0,0.037,,
CH,2024-04-25,79.8,-1.68,6.34,"Schwarber, Kyle",656941,607259,,called_strike,,,,,11.0,Kyle Schwarber pops out to catcher Luke Maile in foul territory.,R,L,R,CIN,PHI,S,,,1,0,2024,-1.38,0.99,-0.7,3.62,,,,1,5,Top,,,,,571912,,,4.730602197741474,-116.0855476841486,-1.049733255202638,-13.35522810872954,23.73494394261191,-23.325757362707865,3.21,1.56,,,,79.1,2311.0,6.0,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.48,,,,,,,,34,2,Changeup,0,4,4,0,4,0,4,0,Infield shade,Standard,233.0,0.0,-0.032,,
SI,2024-04-25,93.0,-1.54,6.12,"Schwarber, Kyle",656941,607259,,ball,,,,,12.0,Kyle Schwarber pops out to catcher Luke Maile in foul territory.,R,L,R,CIN,PHI,B,,,0,0,2024,-1.11,1.44,1.59,2.82,,,,1,5,Top,,,,,571912,,,10.392250930900747,-134.9081426785716,-5.733238376332102,-15.942849416331208,31.64583445844958,-13.498766116983209,3.11,1.54,,,,92.1,2361.0,6.1,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.39,,,,,,,,34,1,Sinker,0,4,4,0,4,0,4,0,Infield shade,Standard,202.0,0.0,0.024,,
FC,2024-04-25,88.4,-1.86,6.25,"Schwarber, Kyle",656941,607259,sac_fly,hit_into_play,,,,,5.0,Kyle Schwarber out on a sacrifice fly to left fielder Spencer Steer.   Bryson Stott scores.,R,L,R,CIN,PHI,X,7.0,fly_ball,0,0,2024,0.5,0.86,0.19,2.74,681082.0,,,1,3,Top,55.84,106.69,,,571912,,,3.9483339361863,-128.73692237792014,-4.282749213196513,4.758790425189727,25.1831295943205,-21.93975894472306,3.3,1.56,287.0,86.5,34.0,88.2,2432.0,6.0,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.53,0.011,0.013,0.0,1.0,0.0,0.0,3.0,16,1,Cutter,0,1,1,0,2,0,2,0,Strategic,Standard,196.0,-0.023,-0.144,73.71046,7.0484
FF,2024-04-25,92.8,-1.08,5.77,"Schwarber, Kyle",656941,571656,strikeout,called_strike,,,,,8.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,S,2.0,,2,2,2024,-1.21,1.24,0.19,1.93,,,,1,9,Top,,,,,571912,,,5.884994500884143,-134.79697101704676,-6.688036480736823,-16.01521099459932,32.748756672168824,-15.713589514388344,3.27,1.62,,,,92.3,2479.0,6.3,746724,571656,571912,687952,669289,600869,682829,668715,666181,605361,54.15,,0.0,0.0,1.0,0.0,0.0,,67,5,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shade,Standard,230.0,0.0,-0.142,,
SL,2024-04-25,82.1,-1.24,5.63,"Schwarber, Kyle",656941,571656,,swinging_strike,,,,,14.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,S,,,2,1,2024,0.63,0.48,0.92,2.17,,,,1,9,Top,,,,,571912,,,3.648974561677398,-119.47896793017442,-2.1469777852764937,5.222651239303407,25.045709112633237,-27.388780540572387,3.3,1.56,,,,81.6,2839.0,6.2,746724,571656,571912,687952,669289,600869,682829,668715,666181,605361,54.34,,,,,,,,67,4,Slider,0,5,5,0,5,0,5,0,Infield shade,Standard,58.0,0.0,-0.049,80.14619,8.99855
FF,2024-04-25,91.7,-0.91,5.83,"Schwarber, Kyle",656941,571656,,ball,,,,,14.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,B,,,1,1,2024,-1.02,1.42,1.35,2.08,,,,1,9,Top,,,,,571912,,,7.884139740839015,-133.22293474256125,-6.618031869276294,-13.835336068362384,29.95259243625832,-13.992349692901268,3.27,1.59,,,,91.1,2402.0,6.1,746724,571656,571912,687952,669289,600869,682829,668715,666181,605361,54.4,,,,,,,,67,3,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shade,Standard,233.0,0.0,0.037,,
CH,2024-04-25,86.5,-1.23,5.74,"Schwarber, Kyle",656941,571656,,swinging_strike,,,,,14.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,S,,,1,0,2024,-1.27,0.07,0.01,1.05,,,,1,9,Top,,,,,571912,,,5.501932154147533,-125.76038252662065,-5.07054959555393,-14.576753784912531,26.139967301107035,-30.53918082939704,3.3,1.56,,,,86.0,1622.0,6.1,746724,571656,571912,687952,669289,600869,682829,668715,666181,605361,54.4,,,,,,,,67,2,Changeup,0,5,5,0,5,0,5,0,Infield shade,Standard,254.0,0.0,-0.032,80.42891,8.73474
SI,2024-04-25,91.9,-1.03,5.63,"Schwarber, Kyle",656941,571656,,ball,,,,,13.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,B,,,0,0,2024,-1.48,0.69,-0.4,1.35,,,,1,9,Top,,,,,571912,,,4.795405605144619,-133.63456208049064,-6.486674135986774,-18.81237574163832,28.49793356299375,-22.71012112218096,3.34,1.64,,,,91.8,2412.0,6.2,746724,571656,571912,687952,669289,600869,682829,668715,666181,605361,54.27,,,,,,,,67,1,Sinker,0,5,5,0,5,0,5,0,Infield shade,Standard,237.0,0.0,0.024,,
FF,2024-04-25,93.5,-1.78,6.15,"Schwarber, Kyle",656941,607259,strikeout,called_strike,,,,,5.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,S,2.0,,3,2,2024,-0.35,1.64,-0.24,2.08,,,,0,1,Top,,,,,571912,,,4.698545436294162,-135.76459074491842,-8.21609786425863,-5.431833713097006,33.917579844641,-10.315440694284796,3.16,1.56,,,,92.4,2459.0,6.1,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.4,,0.0,0.0,1.0,0.0,0.0,,1,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,201.0,0.022,-0.3,,
FF,2024-04-25,94.0,2.07,5.21,"Schwarber, Kyle",656941,594580,strikeout,called_strike,,,,,4.0,Kyle Schwarber called out on strikes.,R,L,L,CIN,PHI,S,2.0,,1,2,2024,0.75,1.01,-0.57,2.41,,,,0,7,Top,,,,,571912,,,-8.252091989005928,-136.6881771682851,-3.7320009456115,11.158473120815554,28.575765646691494,-18.81203867838605,3.16,1.56,,,,91.7,2620.0,4.8,746724,594580,571912,687952,669289,600869,682829,668715,666181,605361,55.65,,0.0,0.0,1.0,0.0,0.0,,50,5,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shade,Standard,127.0,0.002,-0.168,,
FF,2024-04-25,92.7,-1.83,6.19,"Schwarber, Kyle",656941,607259,,ball,,,,,11.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,B,,,2,2,2024,-0.19,1.63,-0.85,2.49,,,,0,1,Top,,,,,571912,,,2.907083024896469,-134.6617316371877,-7.068086255973444,-2.9838454932570824,34.87327062914791,-11.015397495055677,3.22,1.56,,,,91.5,2360.0,6.1,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.39,,,,,,,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,203.0,0.0,0.096,,
SL,2024-04-25,84.4,-1.7,6.1,"Schwarber, Kyle",656941,607259,,ball,,,,,14.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,B,,,1,2,2024,0.08,0.13,0.89,0.72,,,,0,1,Top,,,,,571912,,,5.827235029691973,-122.72073072580952,-6.326301779458233,-0.4745073310712259,26.310162018432543,-29.752619111080868,3.14,1.56,,,,83.7,2397.0,6.0,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.46,,,,,,,,1,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,19.0,0.0,0.036,,
ST,2024-04-25,80.1,2.46,4.95,"Schwarber, Kyle",656941,594580,,foul,,,,,4.0,Kyle Schwarber called out on strikes.,R,L,L,CIN,PHI,S,,,1,2,2024,-1.35,0.17,-0.29,2.47,,,,0,7,Top,,,,,571912,,,-3.441852721064848,-116.52957559053448,0.9465127371988888,-11.395514578819837,25.07621167386702,-31.059299415414404,3.3,1.56,2.0,43.8,-49.0,77.3,3059.0,4.7,746724,594580,571912,687952,669289,600869,682829,668715,666181,605361,55.84,,,,,,,,50,4,Sweeper,0,5,5,0,5,0,5,0,Infield shade,Standard,295.0,0.0,0.0,78.5876,8.3415
FC,2024-04-25,87.5,-1.93,6.14,"Schwarber, Kyle",656941,607259,,swinging_strike,,,,,8.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,S,,,1,1,2024,0.29,0.7,-0.26,1.75,,,,0,1,Top,,,,,571912,,,3.41148945749644,-127.4132775544735,-5.884938638473526,2.4731480170197204,25.840273079084525,-23.50375358678013,3.3,1.56,,,,87.3,2340.0,6.1,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.41,,,,,,,,1,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,186.0,0.0,-0.05,79.7139,8.70557
FF,2024-04-25,92.9,1.98,5.34,"Schwarber, Kyle",656941,594580,,ball,,,,,11.0,Kyle Schwarber called out on strikes.,R,L,L,CIN,PHI,B,,,0,2,2024,0.88,1.16,-0.85,3.2,,,,0,7,Top,,,,,571912,,,-8.903117899836502,-135.0406610841581,-2.226008040340788,12.639084261145374,27.65762920374684,-17.589941654337796,3.29,1.59,,,,90.5,2541.0,4.8,746724,594580,571912,687952,669289,600869,682829,668715,666181,605361,55.72,,,,,,,,50,3,4-Seam Fastball,0,5,5,0,5,0,5,0,Infield shade,Standard,132.0,0.0,0.021,,
ST,2024-04-25,81.0,2.26,5.03,"Schwarber, Kyle",656941,594580,,swinging_strike,,,,,13.0,Kyle Schwarber called out on strikes.,R,L,L,CIN,PHI,S,,,0,1,2024,-1.06,0.11,-0.94,2.27,,,,0,7,Top,,,,,571912,,,-4.977772329650284,-117.86170363718782,0.2313653863820823,-8.813401190191147,23.516455894505963,-31.41668352038317,3.3,1.56,,,,78.5,2989.0,4.6,746724,594580,571912,687952,669289,600869,682829,668715,666181,605361,55.87,,,,,,,,50,2,Sweeper,0,5,5,0,5,0,5,0,Infield shade,Standard,290.0,0.0,-0.049,66.81839,8.70367
CU,2024-04-25,81.5,-1.67,6.12,"Schwarber, Kyle",656941,607259,,ball,,,,,13.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,B,,,0,1,2024,0.03,-1.22,-0.43,0.83,,,,0,1,Top,,,,,571912,,,2.7288242911260743,-118.55973477019228,-2.861911916554853,-0.3323081470551451,25.33098017761305,-43.18119088334849,3.22,1.59,,,,80.7,2589.0,6.0,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.46,,,,,,,,1,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,13.0,0.0,0.023,,
ST,2024-04-25,79.9,2.49,4.95,"Schwarber, Kyle",656941,594580,,swinging_strike,,,,,13.0,Kyle Schwarber called out on strikes.,R,L,L,CIN,PHI,S,,,0,0,2024,-1.23,-0.05,-1.5,1.91,,,,0,7,Top,,,,,571912,,,-6.298938798889799,-116.2289662888434,0.1244125306826398,-9.83003876344774,22.85441555155853,-32.89512831225688,3.3,1.56,,,,77.4,2888.0,4.6,746724,594580,571912,687952,669289,600869,682829,668715,666181,605361,55.88,,,,,,,,50,1,Sweeper,0,5,5,0,5,0,5,0,Infield shade,Standard,301.0,0.0,-0.033,73.64282,8.96722
FC,2024-04-25,86.8,-1.84,6.17,"Schwarber, Kyle",656941,607259,,foul,,,,,5.0,Kyle Schwarber called out on strikes.,R,L,R,CIN,PHI,S,,,0,0,2024,0.3,0.85,0.02,2.44,,,,0,1,Top,,,,,571912,,,3.824882192668068,-126.46182273073056,-4.492719699394882,2.4419275346810463,24.509393868643887,-22.32144230079505,3.3,1.56,,,,86.5,2403.0,5.9,746724,607259,571912,687952,669289,600869,682829,668715,666181,605361,54.58,,,,,,,,1,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,190.0,0.0,-0.033,76.82486,8.59027
CU,2024-04-24,80.0,3.55,5.55,"Schwarber, Kyle",656941,666157,single,hit_into_play,,,,,5.0,Kyle Schwarber singles on a fly ball to left fielder Spencer Steer.,R,L,L,CIN,PHI,X,7.0,fly_ball,0,1,2024,-1.44,-0.05,0.04,2.3,,,,0,5,Top,88.55,109.47,,,663886,,,-5.016607178428439,-116.34357001000772,-0.2464796575129189,-11.871337416494072,24.751754128220067,-32.84598076397117,3.34,1.58,215.0,74.6,26.0,79.4,2639.0,6.2,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.32,0.723,0.697,0.9,1.0,1.0,0.0,4.0,37,2,Curveball,1,2,2,1,2,1,2,1,Strategic,Standard,299.0,-0.037,0.436,82.13642,7.92728
FF,2024-04-24,93.3,3.42,5.55,"Schwarber, Kyle",656941,666157,,called_strike,,,,,7.0,Kyle Schwarber singles on a fly ball to left fielder Spencer Steer.,R,L,L,CIN,PHI,S,,,0,0,2024,1.63,0.7,-0.47,2.04,,,,0,5,Top,,,,,663886,,,-13.524228600684884,-134.9622497965047,-4.676795841964457,23.07452256608946,33.90888932312579,-22.63330951846444,3.23,1.58,,,,92.3,2366.0,6.4,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.11,,,,,,,,37,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Strategic,Standard,114.0,0.0,-0.033,,
FF,2024-04-24,93.8,3.63,5.43,"Schwarber, Kyle",656941,666157,walk,ball,,,,,13.0,Kyle Schwarber walks.,R,L,L,CIN,PHI,B,,,3,1,2024,1.55,0.67,-0.89,2.07,,,,0,3,Top,,,,,663886,,,-15.046030743986472,-135.61087409384132,-4.283597380588262,22.65802484403157,33.38531427628751,-23.06482583183672,3.15,1.58,,,,92.9,2383.0,6.4,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.1,,0.689131,0.7,1.0,0.0,0.0,,18,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,115.0,-0.034,0.259,,
FF,2024-04-24,93.7,3.37,5.57,"Schwarber, Kyle",656941,666157,,called_strike,,,,,4.0,Kyle Schwarber walks.,R,L,L,CIN,PHI,S,,,3,0,2024,1.39,0.66,-0.6,2.7,,,,0,3,Top,,,,,663886,,,-13.334577369808231,-135.76468563707752,-3.1005492346057757,20.038632736742912,29.014803290449816,-23.46685497172303,3.41,1.58,,,,93.7,2306.0,6.5,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.01,,,,,,,,18,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,113.0,0.0,-0.081,,
SI,2024-04-24,94.0,3.55,5.5,"Schwarber, Kyle",656941,666157,,ball,,,,,13.0,Kyle Schwarber walks.,R,L,L,CIN,PHI,B,,,2,0,2024,1.48,0.46,-0.88,2.24,,,,0,3,Top,,,,,663886,,,-14.710499344329763,-136.04752644466603,-3.682162144823897,21.617819611807768,29.83354314367048,-25.79706362937982,3.26,1.55,,,,93.7,2394.0,6.4,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.11,,,,,,,,18,3,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,118.0,0.0,0.132,,
CH,2024-04-24,87.3,3.37,5.46,"Schwarber, Kyle",656941,666157,,ball,,,,,13.0,Kyle Schwarber walks.,R,L,L,CIN,PHI,B,,,1,0,2024,1.7,0.16,-1.5,0.35,,,,0,3,Top,,,,,663886,,,-15.169337900764376,-126.09424751355252,-6.369673912318016,21.31406532686857,26.605957362897097,-29.19902035333977,3.1,1.47,,,,86.8,1995.0,6.5,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.02,,,,,,,,18,2,Changeup,0,1,1,0,1,0,1,0,Strategic,Standard,110.0,0.0,0.061,,
CU,2024-04-24,79.2,3.61,5.65,"Schwarber, Kyle",656941,666157,,ball,,,,,12.0,Kyle Schwarber walks.,R,L,L,CIN,PHI,B,,,0,0,2024,-0.69,-0.35,1.71,2.9,,,,0,3,Top,,,,,663886,,,-2.832528876195388,-115.2295095404614,1.459786125925629,-5.501804137507806,23.223069381996137,-35.80649966723556,3.15,1.53,,,,78.4,2553.0,5.9,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.58,,,,,,,,18,1,Curveball,0,1,1,0,1,0,1,0,Strategic,Standard,293.0,0.0,0.034,,
SL,2024-04-24,77.5,3.46,6.49,"Schwarber, Kyle",656941,608718,strikeout,swinging_strike,,,,,11.0,Kyle Schwarber strikes out swinging.,R,L,L,CIN,PHI,S,2.0,,1,2,2024,-0.55,-0.1,-0.92,2.57,,,,2,8,Top,,,,,663886,,,-8.42355973163796,-112.50456806208568,-1.156546563691291,-3.007365164623617,22.329675929535004,-33.046356069149354,3.34,1.58,,,,78.0,2215.0,7.0,746725,608718,663886,687952,669289,600869,682829,668715,656413,666181,53.53,,0.0,0.0,1.0,0.0,0.0,,74,4,Slider,6,4,4,6,4,6,4,6,Infield shade,Standard,288.0,0.013,-0.069,72.39308,8.63348
SI,2024-04-24,85.8,3.32,6.31,"Schwarber, Kyle",656941,608718,,swinging_strike,,,,,12.0,Kyle Schwarber strikes out swinging.,R,L,L,CIN,PHI,S,,,1,1,2024,0.8,1.13,1.19,3.82,,,,2,8,Top,,,,,663886,,,-6.766909684532692,-124.74809973196996,-1.9222934113802703,9.698723593520656,25.349918685686006,-20.21306863569849,3.34,1.58,,,,87.2,2124.0,7.2,746725,608718,663886,687952,669289,600869,682829,668715,656413,666181,53.27,,,,,,,,74,3,Sinker,6,4,4,6,4,6,4,6,Infield shade,Standard,164.0,0.0,-0.025,40.17759,5.12394
SL,2024-04-24,78.3,3.53,6.44,"Schwarber, Kyle",656941,608718,,ball,,,,,14.0,Kyle Schwarber strikes out swinging.,R,L,L,CIN,PHI,B,,,0,1,2024,-0.29,0.16,0.01,0.01,,,,2,8,Top,,,,,663886,,,-7.164103234876109,-113.73372729900312,-7.408273502013229,-1.237545535862428,20.818130012146995,-29.55139345751912,3.27,1.58,,,,79.5,2347.0,7.2,746725,608718,663886,687952,669289,600869,682829,668715,656413,666181,53.32,,,,,,,,74,2,Slider,6,4,4,6,4,6,4,6,Infield shade,Standard,277.0,0.0,0.011,,
FF,2024-04-24,85.1,3.22,6.41,"Schwarber, Kyle",656941,608718,,called_strike,,,,,2.0,Kyle Schwarber strikes out swinging.,R,L,L,CIN,PHI,S,,,0,0,2024,-0.26,1.47,0.27,3.09,,,,2,8,Top,,,,,663886,,,-6.5267059647284045,-123.73386275941526,-4.520372187375003,-1.4688659705758158,23.76559966553551,-16.37293783790317,3.35,1.65,,,,87.0,2270.0,7.4,746725,608718,663886,687952,669289,600869,682829,668715,656413,666181,53.05,,,,,,,,74,1,4-Seam Fastball,6,4,4,6,4,6,4,6,Strategic,Standard,174.0,0.0,-0.016,,
FF,2024-04-24,95.7,1.46,6.28,"Schwarber, Kyle",656941,458677,field_out,hit_into_play,,,,,14.0,Kyle Schwarber pops out to first baseman Christian Encarnacion-Strand.,R,L,L,CIN,PHI,X,3.0,popup,2,2,2024,0.55,1.86,1.11,2.04,624641.0,679032.0,,2,6,Top,144.78,173.89,,,663886,,,-2.15065116587568,-138.94573519318342,-9.61207917258136,7.655920669642998,35.17293721018537,-6.143350013577484,3.34,1.58,87.0,77.4,72.0,94.5,2391.0,6.0,746725,458677,663886,687952,669289,600869,682829,668715,656413,666181,54.51,0.001,0.0,0.0,1.0,0.0,0.0,3.0,50,5,4-Seam Fastball,1,3,3,1,3,1,3,1,Strategic,Standard,141.0,0.042,-0.466,83.27017,7.97247
SL,2024-04-24,88.5,1.43,6.33,"Schwarber, Kyle",656941,458677,,blocked_ball,,,,,13.0,Kyle Schwarber pops out to first baseman Christian Encarnacion-Strand.,R,L,L,CIN,PHI,B,,,1,2,2024,-0.33,0.39,-1.33,0.94,624641.0,679032.0,,2,6,Top,,,,,663886,,,-6.024240492792418,-128.65612874709063,-7.8395142455892035,-2.3252407332986893,27.710366647678526,-26.380791760973416,3.19,1.51,,,,88.1,2466.0,6.2,746725,458677,663886,687952,669289,600869,682829,668715,656413,666181,54.31,,,,,,,,50,4,Slider,1,3,3,1,3,1,3,1,Strategic,Standard,150.0,0.0,0.053,,
FF,2024-04-24,96.0,0.82,6.57,"Schwarber, Kyle",656941,458677,,ball,,,,,13.0,Kyle Schwarber pops out to first baseman Christian Encarnacion-Strand.,R,L,L,CIN,PHI,B,,,0,2,2024,0.23,1.8,-1.63,1.49,624641.0,679032.0,,2,6,Top,,,,,663886,,,-6.983680687037472,-139.0997605901015,-11.699843643735909,4.813948834710951,36.909909161705706,-6.252440072930507,3.22,1.49,,,,94.7,2440.0,6.2,746725,458677,663886,687952,669289,600869,682829,668715,656413,666181,54.3,,,,,,,,50,3,4-Seam Fastball,1,3,3,1,3,1,3,1,Strategic,Standard,158.0,0.0,0.05,,
FF,2024-04-24,94.8,1.47,6.37,"Schwarber, Kyle",656941,458677,,called_strike,,,,,5.0,Kyle Schwarber pops out to first baseman Christian Encarnacion-Strand.,R,L,L,CIN,PHI,S,,,0,1,2024,0.43,1.68,-0.09,2.04,624641.0,679032.0,,2,6,Top,,,,,663886,,,-5.027241956333072,-137.5691024774747,-9.233206323969728,6.69447622803279,35.686610057840056,-8.875695579914154,3.19,1.49,,,,93.6,2348.0,6.1,746725,458677,663886,687952,669289,600869,682829,668715,656413,666181,54.36,,,,,,,,50,2,4-Seam Fastball,1,3,3,1,3,1,3,1,Strategic,Standard,150.0,0.0,-0.118,,
FF,2024-04-24,94.2,1.32,6.48,"Schwarber, Kyle",656941,458677,,foul,,,,,5.0,Kyle Schwarber pops out to first baseman Christian Encarnacion-Strand.,R,L,L,CIN,PHI,S,,,0,0,2024,0.6,1.77,-0.12,2.14,624641.0,679032.0,,2,6,Top,,,,,663886,,,-5.049527166960822,-136.68539373443525,-9.3158330473665,8.72163223579793,34.45628349303015,-8.04435493396081,3.34,1.58,166.0,76.8,31.0,93.0,2344.0,6.0,746725,458677,663886,687952,669289,600869,682829,668715,656413,666181,54.47,,,,,,,,50,1,4-Seam Fastball,1,3,3,1,3,1,3,1,Strategic,Standard,149.0,0.0,-0.092,74.62239,7.62173
FF,2024-04-24,94.4,3.58,5.61,"Schwarber, Kyle",656941,666157,field_out,hit_into_play,,,,,12.0,Kyle Schwarber flies out to first baseman Christian Encarnacion-Strand in foul territory.,R,L,L,CIN,PHI,X,3.0,fly_ball,0,0,2024,1.57,0.72,0.85,3.2,,,,0,1,Top,182.57,148.63,,,663886,,,-10.534356938571184,-136.94998316428024,-2.090682931023149,22.18487573822553,32.77895269660644,-22.8558077301614,3.34,1.58,188.0,65.9,50.0,93.6,2273.0,6.2,746725,666157,663886,687952,669289,600869,682829,668715,656413,666181,54.33,0.154,0.149,0.0,1.0,0.0,0.0,3.0,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,119.0,0.022,-0.228,77.75414,7.56191
FF,2024-04-23,93.3,1.39,5.78,"Schwarber, Kyle",656941,671096,strikeout,called_strike,,,,,4.0,Kyle Schwarber called out on strikes.,R,L,L,CIN,PHI,S,2.0,,2,2,2024,0.84,1.45,-0.5,2.63,665506.0,624641.0,679032.0,0,5,Top,,,,,663886,,,-6.754884779805388,-135.5620288046293,-5.52561999013259,11.83059979028192,30.82105727375389,-13.311308993448923,3.25,1.51,,,,94.0,2342.0,6.9,746722,671096,663886,687952,669289,600869,682829,668715,656413,666181,53.65,,0.0,0.0,1.0,0.0,0.0,,41,5,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,151.0,0.068,-0.666,,
