pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-08-09,95.8,-1.44,6.27,"Schwarber, Kyle",656941,669194,,called_strike,,,,,7.0,"Kyle Schwarber grounds out, second baseman Kevin Newman to first baseman Josh Bell.",R,L,R,AZ,PHI,S,,,0,1,2024,-0.29,1.6,-0.32,2.06,,,,0,1,Top,,,,,680728,,,3.618311288911771,-139.23018690784386,-9.152036411810492,-4.558172032253002,30.91673622691548,-9.565130232480008,3.48,1.64,,,,96.5,2322.0,6.8,747168,669194,680728,605137,621028,553993,672695,664983,677950,682998,53.74,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,194.0,0.0,-0.049,,
FF,2024-08-09,95.6,-1.41,6.3,"Schwarber, Kyle",656941,669194,,called_strike,,,,,1.0,"Kyle Schwarber grounds out, second baseman Kevin Newman to first baseman Josh Bell.",R,L,R,AZ,PHI,S,,,0,0,2024,-0.31,1.64,-0.47,2.98,,,,0,1,Top,,,,,680728,,,3.2092835707586738,-139.15849230948436,-6.889308953577988,-4.767541040561646,30.99210521807469,-9.546921067118705,3.43,1.61,,,,96.4,2187.0,6.7,747168,669194,680728,605137,621028,553993,672695,664983,677950,682998,53.81,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,198.0,0.0,-0.033,,
CH,2024-08-08,83.1,1.26,6.65,"Schwarber, Kyle",656941,656756,walk,ball,,,,,12.0,Kyle Schwarber walks.   Weston Wilson to 3rd.    Johan Rojas to 2nd.,R,L,L,AZ,PHI,B,,,3,2,2024,0.8,0.92,1.12,2.78,,642215.0,679032.0,2,6,Top,,,,,645444,,,-1.912823489020436,-120.94760498005134,-4.2339083093796885,8.180550279630895,23.542810749235684,-22.513007615029583,3.21,1.61,,,,84.0,1590.0,6.9,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.65,,0.689131,0.7,1.0,0.0,0.0,,46,6,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,131.0,-0.042,0.341,,
CH,2024-08-08,84.4,1.33,6.59,"Schwarber, Kyle",656941,656756,,blocked_ball,,,,,13.0,Kyle Schwarber walks.   Weston Wilson to 3rd.    Johan Rojas to 2nd.,R,L,L,AZ,PHI,B,,,2,2,2024,0.93,1.11,-0.02,0.28,,642215.0,679032.0,2,6,Top,,,,,645444,,,-5.0322329825769,-122.57686983843593,-10.62865599942826,10.380500447201277,22.461247352052293,-19.09208582497574,3.22,1.61,,,,85.3,1729.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.71,,,,,,,,46,5,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,131.0,0.0,0.149,,
CU,2024-08-08,79.7,1.35,6.68,"Schwarber, Kyle",656941,656756,,blocked_ball,,,,,13.0,Kyle Schwarber walks.   Weston Wilson to 3rd.    Johan Rojas to 2nd.,R,L,L,AZ,PHI,B,,,1,2,2024,-0.16,-0.38,-0.8,0.44,,642215.0,679032.0,2,6,Top,,,,,645444,,,-4.46060811258297,-116.0097006820264,-6.362142636606311,-0.6593194608197568,19.935835689672903,-34.701661035791226,3.19,1.58,,,,80.6,2208.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.77,,,,,,,,46,4,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,329.0,0.0,0.027,,
CU,2024-08-08,80.5,1.39,6.63,"Schwarber, Kyle",656941,656756,,blocked_ball,,,,,13.0,Kyle Schwarber walks.   Weston Wilson to 3rd.    Johan Rojas to 2nd.,R,L,L,AZ,PHI,B,,,0,2,2024,-0.01,-0.24,-1.7,-0.45,,642215.0,679032.0,2,6,Top,,,,,645444,,,-6.88815396172596,-116.78034973656467,-8.592753963219915,1.2696152761828576,22.45085841950385,-32.83670182533022,3.08,1.55,,,,80.9,2143.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.73,,,,,,,,46,3,Curveball,1,1,1,1,1,1,1,1,Standard,Standard,325.0,0.0,0.004,,
SI,2024-08-08,91.5,1.5,6.66,"Schwarber, Kyle",656941,656756,,foul,,,,,9.0,Kyle Schwarber walks.   Weston Wilson to 3rd.    Johan Rojas to 2nd.,R,L,L,AZ,PHI,S,,,0,1,2024,1.16,0.89,0.6,2.03,,642215.0,679032.0,2,6,Top,,,,,645444,,,-4.821385257535103,-133.13130388517317,-7.839091524297223,14.781793768527406,25.834665199423263,-20.20223191536252,3.35,1.58,,,,92.7,2062.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.7,,,,,,,,46,2,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,144.0,0.0,-0.073,33.59795,5.43858
CH,2024-08-08,83.3,1.39,6.61,"Schwarber, Kyle",656941,656756,,foul,,,,,12.0,Kyle Schwarber walks.   Weston Wilson to 3rd.    Johan Rojas to 2nd.,R,L,L,AZ,PHI,S,,,0,0,2024,1.05,0.85,0.88,2.62,,642215.0,679032.0,2,6,Top,,,,,645444,,,-3.253503128268794,-121.2846251592358,-4.448881573844058,10.99231777687102,22.939776419514683,-23.089334608816404,3.35,1.58,220.0,72.5,56.0,84.4,1599.0,6.9,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.57,,,,,,,,46,1,Changeup,1,1,1,1,1,1,1,1,Standard,Standard,129.0,0.0,-0.077,75.90449,8.34583
FF,2024-08-08,91.0,1.5,6.66,"Schwarber, Kyle",656941,656756,strikeout,swinging_strike,,,,,11.0,Kyle Schwarber strikes out swinging.,R,L,L,AZ,PHI,S,2.0,,1,2,2024,0.41,1.22,-0.41,3.96,,,,0,5,Top,,,,,645444,,,-5.732433560369392,-132.41814356723677,-3.5234464208499165,6.046246855670041,27.51208705918681,-17.28692254126757,3.35,1.58,,,,91.8,2095.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.8,,0.0,0.0,1.0,0.0,0.0,,32,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Strategic,144.0,0.03,-0.168,40.88152,6.07412
CH,2024-08-08,83.1,1.31,6.6,"Schwarber, Kyle",656941,656756,,foul,,,,,9.0,Kyle Schwarber strikes out swinging.,R,L,L,AZ,PHI,S,,,1,1,2024,1.19,0.96,0.58,1.92,,,,0,5,Top,,,,,645444,,,-4.038565046395043,-120.88911478415945,-6.20875393351847,12.45292960511772,22.675224100128744,-21.709895456329324,3.35,1.58,9.0,96.0,-12.0,83.9,1624.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.75,,,,,,,,32,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Strategic,127.0,0.0,-0.05,81.29062,8.18488
CU,2024-08-08,80.3,1.43,6.56,"Schwarber, Kyle",656941,656756,,ball,,,,,13.0,Kyle Schwarber strikes out swinging.,R,L,L,AZ,PHI,B,,,0,1,2024,-0.15,-0.43,-0.87,0.88,,,,0,5,Top,,,,,645444,,,-4.845209031469467,-116.78729258249564,-5.097884238729973,-0.4318876244946416,22.095294795249117,-35.31847043273383,3.32,1.58,,,,81.1,2211.0,6.9,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.61,,,,,,,,32,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Strategic,319.0,0.0,0.023,,
SI,2024-08-08,91.5,1.44,6.64,"Schwarber, Kyle",656941,656756,,called_strike,,,,,7.0,Kyle Schwarber strikes out swinging.,R,L,L,AZ,PHI,S,,,0,0,2024,1.34,0.88,-0.31,1.59,,,,0,5,Top,,,,,645444,,,-7.365693479471371,-132.80406664451198,-8.82737916880895,17.469243272855067,27.38962042301906,-20.02591718888961,3.38,1.61,,,,92.3,2092.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.7,,,,,,,,32,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Strategic,140.0,0.0,-0.033,,
SI,2024-08-08,91.4,1.55,6.64,"Schwarber, Kyle",656941,656756,single,hit_into_play,,,,,14.0,Kyle Schwarber singles on a ground ball to right fielder Randal Grichuk.,R,L,L,AZ,PHI,X,9.0,ground_ball,1,1,2024,1.22,0.76,0.22,1.39,,,,0,3,Top,161.28,87.33,,,645444,,,-6.019447118832366,-132.73273956454366,-9.055323720742296,15.710717500072269,27.348512887207697,-21.42916104675075,3.35,1.58,22.0,109.5,-3.0,92.1,2194.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.74,0.443,0.399,0.9,1.0,1.0,0.0,4.0,17,3,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,145.0,-0.04,0.413,78.99861,8.00832
CU,2024-08-08,79.4,1.51,6.67,"Schwarber, Kyle",656941,656756,,ball,,,,,14.0,Kyle Schwarber singles on a ground ball to right fielder Randal Grichuk.,R,L,L,AZ,PHI,B,,,0,1,2024,-0.5,-0.35,0.16,0.47,,,,0,3,Top,,,,,645444,,,-2.0309450554047235,-115.51470249445062,-6.173350767672554,-4.118522279693072,21.507566843759538,-34.38545899910998,3.19,1.58,,,,80.0,2217.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.81,,,,,,,,17,2,Curveball,0,0,0,0,0,0,0,0,Infield shade,Strategic,318.0,0.0,0.023,,
SI,2024-08-08,89.2,1.51,6.67,"Schwarber, Kyle",656941,656756,,called_strike,,,,,6.0,Kyle Schwarber singles on a ground ball to right fielder Randal Grichuk.,R,L,L,AZ,PHI,S,,,0,0,2024,1.09,1.08,0.6,2.15,,,,0,3,Top,,,,,645444,,,-4.580903073849393,-129.70480470160106,-7.44709055717029,13.318847513163272,25.7917960687536,-18.616977955502136,3.32,1.61,,,,90.1,1971.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.76,,,,,,,,17,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Strategic,143.0,0.0,-0.033,,
SL,2024-08-08,84.3,-1.56,5.86,"Schwarber, Kyle",656941,677944,double,hit_into_play,,,,,6.0,Kyle Schwarber doubles (14) on a sharp line drive to right fielder Randal Grichuk.,R,L,R,AZ,PHI,X,9.0,line_drive,2,1,2024,0.61,-0.28,0.71,2.15,,,,1,8,Top,214.77,115.18,,,645444,,,4.106542294554269,-122.82194199221864,-1.731856819898816,5.360422637731335,23.534678102141143,-34.86437709651509,3.35,1.58,245.0,104.9,15.0,84.8,2467.0,6.5,747169,677944,645444,605137,621028,553993,672695,666971,664983,545341,54.04,0.66,0.697,1.25,1.0,1.0,1.0,5.0,66,4,Slider,3,5,5,3,5,3,5,3,Infield shade,Standard,77.0,-0.023,0.386,80.40204,7.74501
FF,2024-08-08,95.7,-1.6,5.83,"Schwarber, Kyle",656941,677944,,ball,,,,,12.0,Kyle Schwarber doubles (14) on a sharp line drive to right fielder Randal Grichuk.,R,L,R,AZ,PHI,B,,,1,1,2024,-0.8,1.35,0.96,3.17,,,,1,8,Top,,,,,645444,,,8.592644350064555,-139.06770053948566,-4.443578281848401,-12.347961219841247,31.85025986153012,-13.785256623978045,3.32,1.61,,,,96.0,2347.0,6.6,747169,677944,645444,605137,621028,553993,672695,666971,664983,545341,53.93,,,,,,,,66,3,4-Seam Fastball,3,5,5,3,5,3,5,3,Infield shade,Standard,222.0,0.0,0.037,,
SL,2024-08-08,85.5,-1.7,5.82,"Schwarber, Kyle",656941,677944,,called_strike,,,,,2.0,Kyle Schwarber doubles (14) on a sharp line drive to right fielder Randal Grichuk.,R,L,R,AZ,PHI,S,,,1,0,2024,0.11,0.23,-0.09,3.35,,,,1,8,Top,,,,,645444,,,3.5950884496096345,-124.62451741880544,-0.0773345152804902,0.5194239435480126,22.431737357574423,-29.9086191314234,3.32,1.61,,,,86.4,2444.0,6.6,747169,677944,645444,605137,621028,553993,672695,666971,664983,545341,53.94,,,,,,,,66,2,Slider,3,5,5,3,5,3,5,3,Infield shade,Standard,100.0,0.0,-0.032,,
SL,2024-08-08,84.6,-1.81,5.81,"Schwarber, Kyle",656941,677944,,ball,,,,,11.0,Kyle Schwarber doubles (14) on a sharp line drive to right fielder Randal Grichuk.,R,L,R,AZ,PHI,B,,,0,0,2024,0.33,0.27,-0.97,4.15,,,,1,8,Top,,,,,645444,,,1.3233221706366567,-123.2286459518662,1.8999133531216776,3.0901041679404435,23.090224576158622,-29.96275813952343,3.38,1.61,,,,85.2,2533.0,6.5,747169,677944,645444,605137,621028,553993,672695,666971,664983,545341,54.01,,,,,,,,66,1,Slider,3,5,5,3,5,3,5,3,Infield shade,Standard,100.0,0.0,0.024,,
CH,2024-08-08,83.8,1.39,6.66,"Schwarber, Kyle",656941,656756,strikeout,called_strike,,,,,9.0,Kyle Schwarber called out on strikes.,R,L,L,AZ,PHI,S,2.0,,1,2,2024,0.94,1.14,0.6,1.92,,,,0,1,Top,,,,,645444,,,-3.720443527512794,-121.91170481152233,-6.858624472346663,10.13838686685426,22.898989443387716,-19.69537575412293,3.19,1.57,,,,84.7,1708.0,6.8,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.74,,0.0,0.0,1.0,0.0,0.0,,1,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,127.0,0.022,-0.168,,
CH,2024-08-08,82.9,1.47,6.67,"Schwarber, Kyle",656941,656756,,foul,,,,,9.0,Kyle Schwarber called out on strikes.,R,L,L,AZ,PHI,S,,,1,2,2024,0.89,0.72,0.56,2.05,,,,0,1,Top,,,,,645444,,,-3.8707978553830498,-120.59300273876366,-5.526429413025514,9.4295642014083,23.241563813161363,-24.29120674803121,3.35,1.58,5.0,80.4,-22.0,83.6,1537.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.78,,,,,,,,1,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,126.0,0.0,0.0,80.64254,7.78714
CU,2024-08-08,77.7,1.47,6.72,"Schwarber, Kyle",656941,656756,,ball,,,,,12.0,Kyle Schwarber called out on strikes.,R,L,L,AZ,PHI,B,,,0,2,2024,-0.27,-0.44,1.48,2.8,,,,0,1,Top,,,,,645444,,,0.5315208989712422,-113.22900062509406,-0.7426092133566793,-2.460096527445536,19.78386275441972,-36.04069933318227,3.24,1.57,,,,78.5,2106.0,6.6,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.86,,,,,,,,1,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,310.0,0.0,0.021,,
SI,2024-08-08,92.1,1.5,6.72,"Schwarber, Kyle",656941,656756,,called_strike,,,,,1.0,Kyle Schwarber called out on strikes.,R,L,L,AZ,PHI,S,,,0,1,2024,1.02,1.06,-0.57,3.25,,,,0,1,Top,,,,,645444,,,-7.509853740530746,-133.92042974862662,-5.328969974737043,13.900336672130315,27.207548842774344,-18.481677600438573,3.34,1.61,,,,92.9,2095.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.85,,,,,,,,1,2,Sinker,0,0,0,0,0,0,0,0,Infield shade,Strategic,150.0,0.0,-0.049,,
SI,2024-08-08,91.3,1.61,6.7,"Schwarber, Kyle",656941,656756,,foul,,,,,6.0,Kyle Schwarber called out on strikes.,R,L,L,AZ,PHI,S,,,0,0,2024,1.24,0.89,0.35,2.44,,,,0,1,Top,,,,,645444,,,-5.86897829274433,-132.74564854386293,-6.832129254546509,15.949021847859695,25.97987033572021,-20.45145840064341,3.35,1.58,5.0,102.7,-25.0,92.2,1992.0,6.7,747169,656756,645444,605137,621028,553993,672695,666971,664983,545341,53.81,,,,,,,,1,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Strategic,146.0,0.0,-0.033,80.82201,7.85419
FC,2024-08-07,91.1,-1.79,5.45,"Schwarber, Kyle",656941,694813,double,hit_into_play,,,,,3.0,Kyle Schwarber doubles (13) on a sharp ground ball to right fielder Jason Heyward.   Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,X,9.0,ground_ball,3,1,2024,0.05,0.65,0.5,2.95,592206.0,679032.0,,1,5,Top,207.32,102.06,,,605131,,,5.650655147378696,-132.64758508701337,-1.805224779715812,-0.481862127732081,26.53657736772461,-24.293507966687965,3.32,1.54,69.0,107.2,2.0,91.7,2472.0,6.5,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,54.05,0.489,0.484,1.25,1.0,1.0,1.0,4.0,39,5,Cutter,4,1,1,4,3,4,3,4,Standard,Standard,189.0,-0.14,1.173,79.8437,7.33101
CH,2024-08-07,88.5,-1.76,5.45,"Schwarber, Kyle",656941,694813,,ball,,,,,13.0,Kyle Schwarber doubles (13) on a sharp ground ball to right fielder Jason Heyward.   Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,B,,,2,1,2024,-1.24,0.07,-1.31,1.97,592206.0,679032.0,,1,5,Top,,,,,605131,,,3.687582932175836,-128.86151974160992,-2.6083835521823087,-14.560909139359175,25.882923690435,-31.09217533579997,3.19,1.49,,,,89.1,1656.0,6.5,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,53.97,,,,,,,,39,4,Changeup,4,1,1,4,1,4,1,4,Standard,Standard,245.0,0.0,0.106,,
FC,2024-08-07,91.7,-1.69,5.33,"Schwarber, Kyle",656941,694813,,ball,,,,,14.0,Kyle Schwarber doubles (13) on a sharp ground ball to right fielder Jason Heyward.   Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,B,,,1,1,2024,-0.09,0.75,0.8,0.77,592206.0,,679032.0,1,5,Top,,,,,605131,,,6.514542746034432,-133.29989480322004,-7.347086726742093,-2.349996442149647,25.951305620825952,-21.9440591586417,3.24,1.54,,,,92.4,2417.0,6.6,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,53.93,,,,,,,,39,3,Cutter,4,1,1,4,1,4,1,4,Standard,Standard,206.0,-0.027,0.045,,
FC,2024-08-07,90.9,-1.85,5.38,"Schwarber, Kyle",656941,694813,,called_strike,,,,,5.0,Kyle Schwarber doubles (13) on a sharp ground ball to right fielder Jason Heyward.   Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,S,,,1,0,2024,0.22,0.67,-0.23,2.36,592206.0,,679032.0,1,5,Top,,,,,605131,,,3.6144905535018728,-132.41224311673247,-3.176204753343491,1.922188407422824,25.435257982176896,-23.754504707008017,3.28,1.54,,,,91.7,2441.0,6.5,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,53.98,,,,,,,,39,2,Cutter,4,1,1,4,1,4,1,4,Infield shade,Standard,192.0,0.0,-0.114,,
CH,2024-08-07,89.5,-1.91,5.54,"Schwarber, Kyle",656941,694813,,ball,,,,,13.0,Kyle Schwarber doubles (13) on a sharp ground ball to right fielder Jason Heyward.   Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,B,,,0,0,2024,-1.2,0.76,-0.62,1.36,592206.0,,679032.0,1,5,Top,,,,,605131,,,5.726093130474104,-130.20828960129842,-5.972610364084496,-14.861098269770316,26.49159190359539,-22.42851126558591,3.3,1.54,,,,89.9,1746.0,6.5,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,54.05,,,,,,,,39,1,Changeup,4,1,1,4,1,4,1,4,Infield shade,Standard,238.0,0.0,0.042,,
FC,2024-08-07,92.0,-1.64,5.43,"Schwarber, Kyle",656941,694813,walk,ball,,,,,14.0,Kyle Schwarber walks.,R,L,R,LAD,PHI,B,,,3,1,2024,0.12,0.49,1.21,1.28,,,,1,3,Top,,,,,605131,,,7.01525686372652,-133.7055030142176,-5.797384108206941,-0.0633922344906799,28.693816791923577,-25.230949408445397,3.24,1.58,,,,92.8,2318.0,6.8,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,53.71,,0.689131,0.7,1.0,0.0,0.0,,23,5,Cutter,4,1,1,4,1,4,1,4,Infield shade,Standard,191.0,-0.023,0.162,,
CU,2024-08-07,84.2,-1.82,5.54,"Schwarber, Kyle",656941,694813,,ball,,,,,13.0,Kyle Schwarber walks.,R,L,R,LAD,PHI,B,,,2,1,2024,0.26,-0.71,-1.25,1.2,,,,1,3,Top,,,,,605131,,,0.8191304978484708,-122.62097635420514,-2.2897147667817848,2.443458625361985,24.66995020910247,-39.04867188030922,3.28,1.54,,,,84.4,2335.0,6.4,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,54.1,,,,,,,,23,4,Curveball,4,1,1,4,1,4,1,4,Infield shade,Standard,42.0,0.0,0.077,,
CH,2024-08-07,88.2,-1.85,5.55,"Schwarber, Kyle",656941,694813,,ball,,,,,7.0,Kyle Schwarber walks.,R,L,R,LAD,PHI,B,,,1,1,2024,-1.25,0.33,-0.66,1.52,,,,1,3,Top,,,,,605131,,,5.502186641128211,-128.3935541261883,-4.442661695329736,-14.989760411090655,26.054066287104213,-27.778834012142184,3.34,1.6,,,,88.5,1653.0,6.4,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,54.1,,,,,,,,23,3,Changeup,4,1,1,4,1,4,1,4,Infield shade,Standard,243.0,0.0,0.037,,
FC,2024-08-07,91.3,-1.58,5.59,"Schwarber, Kyle",656941,694813,,ball,,,,,12.0,Kyle Schwarber walks.,R,L,R,LAD,PHI,B,,,0,1,2024,0.43,0.6,1.22,3.83,,,,1,3,Top,,,,,605131,,,6.12518172766476,-132.92999130514357,0.1189582358001947,3.934389001065976,26.753991798166297,-25.30665442219688,3.26,1.54,,,,91.6,2241.0,6.3,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,54.18,,,,,,,,23,2,Cutter,4,1,1,4,1,4,1,4,Infield shade,Standard,187.0,0.0,0.015,,
CH,2024-08-07,87.9,-1.88,5.6,"Schwarber, Kyle",656941,694813,,called_strike,,,,,4.0,Kyle Schwarber walks.,R,L,R,LAD,PHI,S,,,0,0,2024,-1.11,0.47,-0.43,2.3,,,,1,3,Top,,,,,605131,,,5.821257086508768,-127.90530888700792,-2.87743918886969,-13.359004028590933,25.369804577438977,-26.66913109041814,3.28,1.58,,,,88.1,1666.0,6.3,746115,694813,605131,518692,666158,571771,500743,606192,595281,518792,54.15,,,,,,,,23,1,Changeup,4,1,1,4,1,4,1,4,Infield shade,Standard,242.0,0.0,-0.023,,
CH,2024-08-07,89.3,-2.0,5.07,"Schwarber, Kyle",656941,523260,home_run,hit_into_play,,,,,1.0,Kyle Schwarber homers (26) on a line drive to right center field.    Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,X,,line_drive,1,2,2024,-1.43,0.52,-0.54,3.05,592206.0,679032.0,,2,6,Top,174.04,33.02,,,605131,,,6.59966461139834,-129.97847872095304,-0.052734993141901,-17.598085494913988,26.82410503148127,-26.475090746566117,3.32,1.54,426.0,109.7,21.0,89.1,2051.0,6.1,746115,523260,605131,518692,666158,571771,500743,606192,595281,518792,54.42,0.957,1.741,2.0,1.0,0.0,3.0,6.0,51,4,Changeup,4,5,5,4,8,4,8,4,Standard,Standard,264.0,-0.24,2.675,75.50882,7.58842
SI,2024-08-07,99.1,-2.03,5.03,"Schwarber, Kyle",656941,523260,,swinging_strike,,,,,2.0,Kyle Schwarber homers (26) on a line drive to right center field.    Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,S,,,1,1,2024,-1.39,0.64,-0.26,3.03,592206.0,679032.0,,2,6,Top,,,,,605131,,,8.074345819663671,-144.1182139573258,-1.5606885144371816,-21.275577270790343,32.12494061868913,-23.03695910643413,3.32,1.54,,,,99.0,2153.0,6.2,746115,523260,605131,518692,666158,571771,500743,606192,595281,518792,54.34,,,,,,,,51,3,Sinker,4,5,5,4,5,4,5,4,Standard,Standard,235.0,0.0,-0.141,70.35164,5.61706
SL,2024-08-07,89.0,-1.68,5.41,"Schwarber, Kyle",656941,523260,,ball,,,,,14.0,Kyle Schwarber homers (26) on a line drive to right center field.    Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,B,,,0,1,2024,1.11,-0.29,2.71,0.87,669016.0,592206.0,679032.0,2,6,Top,,,,,605131,,,8.377987268790946,-129.26104951056965,-4.418552977651983,10.521737736799214,28.557195104589777,-34.606544735582446,3.18,1.42,,,,88.0,2997.0,5.9,746115,523260,605131,518692,666158,571771,500743,606192,595281,518792,54.58,,,,,,,,51,2,Slider,4,4,4,4,5,4,5,4,Strategic,Standard,36.0,-0.142,0.091,,
CH,2024-08-07,87.7,-1.94,5.01,"Schwarber, Kyle",656941,523260,,swinging_strike,,,,,13.0,Kyle Schwarber homers (26) on a line drive to right center field.    Nick Castellanos scores.    Johan Rojas scores.,R,L,R,LAD,PHI,S,,,0,0,2024,-1.8,0.3,-0.21,1.33,669016.0,592206.0,679032.0,2,6,Top,,,,,605131,,,7.866595396119615,-127.46886804217726,-3.3269616315550383,-21.272099278776675,27.992265309480896,-28.391647708528208,3.32,1.54,,,,87.0,2171.0,6.0,746115,523260,605131,518692,666158,571771,500743,606192,595281,518792,54.45,,,,,,,,51,1,Changeup,4,4,4,4,4,4,4,4,Strategic,Standard,259.0,0.0,-0.125,76.68455,8.52678
FC,2024-08-07,92.5,-0.58,5.98,"Schwarber, Kyle",656941,675627,home_run,hit_into_play,,,,,1.0,Kyle Schwarber homers (27) on a fly ball to center field.,R,L,R,LAD,PHI,X,,fly_ball,1,1,2024,0.21,0.99,-0.3,3.03,,,,0,9,Top,109.31,34.79,,,605131,,,0.2580054597867834,-134.79850409576926,-3.97276610805252,2.5931518075161075,26.08985034807147,-19.4036693865869,3.32,1.54,408.0,107.6,23.0,93.9,2304.0,6.8,746115,675627,605131,518692,666158,571771,500743,606192,681624,518792,53.72,0.966,1.836,2.0,1.0,0.0,3.0,6.0,70,3,Cutter,4,8,8,4,9,4,9,4,Strategic,Strategic,187.0,-0.008,1.01,78.01126,6.95554
SL,2024-08-07,85.9,-0.65,5.87,"Schwarber, Kyle",656941,675627,,ball,,,,,14.0,Kyle Schwarber homers (27) on a fly ball to center field.,R,L,R,LAD,PHI,B,,,0,1,2024,0.31,-0.09,0.38,-0.54,,,,0,9,Top,,,,,605131,,,1.843163404694473,-124.96416317844398,-8.843416650050047,2.8908757305755843,24.22992792527526,-31.65791877307487,3.19,1.43,,,,87.0,2330.0,6.9,746115,675627,605131,518692,666158,571771,500743,606192,681624,518792,53.59,,,,,,,,70,2,Slider,4,8,8,4,8,4,8,4,Infield shade,Strategic,80.0,0.0,0.023,,
